"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.010546207E0,4.922277451E0,9.713879585E0
2.000156200E-2,-4.433515549E0,4.438658237E0,1.152139664E1
4.000781200E-2,-5.106315136E0,3.879985809E0,1.329731941E1
6.200156200E-2,-6.370032310E0,3.266265631E0,1.565939999E1
8.200156200E-2,-2.958974600E0,2.728145123E0,1.286495495E1
1.020015620E-1,-2.382173300E0,2.940386295E0,1.268754482E1
1.220015620E-1,-1.017449498E0,2.121779680E0,1.212302113E1
1.420015620E-1,-1.897165328E-1,1.169519663E0,1.062577343E1
1.640078120E-1,-7.279235125E-1,1.828853965E0,1.040895462E1
1.860015620E-1,-7.828944325E-1,2.558012962E0,1.036169338E1
2.060015620E-1,-7.889373302E-1,2.768166542E0,1.097195625E1
2.280203120E-1,-9.417544603E-1,2.299917936E0,1.120141602E1
2.500015620E-1,-4.792425632E-1,6.898748875E-1,1.111833763E1
2.720046870E-1,6.511845589E-1,-5.682206750E-1,1.195012093E1
2.940015620E-1,-6.665457040E-2,1.372155309E0,1.157777500E1
3.140156250E-1,5.697816610E-1,2.113342762E0,1.102741528E1
3.360015620E-1,8.101786971E-1,1.951992631E0,1.021463203E1
3.580015620E-1,1.472884178E0,9.026235938E-1,1.052512074E1
3.780093750E-1,1.714181423E0,9.869186878E-1,1.063355923E1
4.000015620E-1,1.678067207E0,1.645257115E0,1.009069824E1
4.220015620E-1,1.523095369E0,1.625442624E0,9.768122673E0
4.440015620E-1,2.889226973E-1,1.647038341E0,9.964064598E0
4.660000000E-1,-3.930321336E-2,6.808918118E-1,1.158615494E1
4.860015620E-1,9.452404380E-1,7.695634961E-1,1.180812645E1
5.060015620E-1,8.006402254E-1,3.775943220E-1,1.195751476E1
5.280203120E-1,-1.657553762E-1,7.791498303E-1,1.098915672E1
5.500000000E-1,-5.212081075E-1,1.201372027E0,9.728110313E0
5.700000000E-1,1.637921333E-1,1.081231117E0,8.891595840E0
5.900000000E-1,8.062425852E-1,9.193159938E-1,1.006137371E1
6.100015620E-1,1.099369526E0,6.930160522E-1,1.064906406E1
6.320015620E-1,-7.438305765E-2,3.911167979E-1,1.067903042E1
6.540015620E-1,8.199470043E-1,8.092018366E-1,9.247737885E0
6.740078120E-1,8.549406528E-1,-6.665457040E-2,9.577610970E0
6.960031250E-1,3.527808189E-1,4.222509861E-1,9.363971710E0
7.180015620E-1,9.582935572E-1,-2.130839527E-1,9.045677185E0
7.380015620E-1,6.687005758E-1,-3.539971113E-1,9.525282860E0
7.580015620E-1,5.340506434E-1,-4.354095161E-1,8.260034561E0
7.780015620E-1,-7.642579079E-1,-3.913562000E-1,8.078678131E0
7.980015620E-1,-1.627204776E0,3.920840323E-1,8.541716576E0
8.200015620E-1,-4.478689432E-1,7.648804188E-1,6.918496132E0
8.420015620E-1,3.360693157E-1,1.080551147E0,4.939784050E0
8.620015620E-1,8.104563951E-1,1.099522710E0,7.089547157E0
8.840015620E-1,-6.617382169E-1,1.520988494E-1,6.738768101E0
9.040015620E-1,-2.105269432E-1,2.111465693E0,9.643489838E0
9.240015620E-1,-3.588908315E-1,-1.031517833E-1,8.920469284E0
9.440015620E-1,-1.679503798E0,5.596303344E-1,8.489379883E0
9.640140620E-1,-2.173724413E0,9.108501077E-1,7.648861408E0
9.860015620E-1,-8.445786238E-1,8.285278678E-1,7.549435139E0
1.008001562E0,-1.206677556E0,8.366873264E-1,7.815957546E0
1.028020312E0,-1.757027984E0,1.332746744E0,8.453351974E0
1.050001562E0,-1.181155562E0,1.167470217E0,9.165473938E0
1.072001562E0,-4.807269573E-1,1.203660965E0,8.814377785E0
1.094001562E0,-5.550047159E-1,1.518182516E0,9.287558556E0
1.114010937E0,-5.968266129E-1,1.808867335E0,9.208013535E0
1.136000000E0,-5.041997433E-1,1.809719563E0,9.221813202E0
1.156000000E0,-4.138425589E-1,1.586618304E0,9.194433212E0
1.176000000E0,-2.797672451E-1,1.292907238E0,9.288420677E0
1.196006250E0,-8.669883013E-2,1.462119818E0,9.205054283E0
1.218001562E0,3.373813033E-1,1.362406135E0,8.913928986E0
1.240000000E0,2.416228354E-1,1.576964855E0,8.476929665E0
1.260000000E0,-1.070112363E-1,2.070802450E0,7.663944721E0
1.280000000E0,7.920019329E-2,2.335409641E0,7.635473251E0
1.300000000E0,5.950070173E-2,2.194812536E0,8.394894600E0
1.320001562E0,-5.026865751E-2,2.140234470E0,8.669625282E0
1.342001562E0,7.780198008E-2,2.504976511E0,8.417945862E0
1.362001562E0,1.927907020E-1,3.326475143E0,8.200993538E0
1.384010937E0,-1.792107821E-1,4.130409718E0,8.071485519E0
1.406001562E0,-5.671768188E-1,4.333696842E0,8.051125526E0
1.426001562E0,-6.960423291E-2,4.007721424E0,8.693078041E0
1.448001562E0,4.363097548E-1,3.667294502E0,8.814081192E0
1.470001562E0,8.035420179E-1,3.663320065E0,8.263271332E0
1.492001562E0,9.981235266E-1,3.728796959E0,7.989987373E0
1.514001562E0,8.519718647E-1,4.070899487E0,7.986520290E0
1.536001562E0,6.012415290E-1,4.386876583E0,7.864550114E0
1.556001562E0,3.582779169E-1,4.550956249E0,7.817968845E0
1.576001562E0,2.814048827E-1,4.543936253E0,8.252727509E0
1.596012500E0,5.886576176E-1,4.448915005E0,8.908470154E0
1.618000000E0,7.681556940E-1,4.269790649E0,8.991290092E0
1.638000000E0,7.766311765E-1,4.177316666E0,8.713974953E0
1.658001562E0,5.129529238E-1,4.152599335E0,8.491496086E0
1.680000000E0,5.553494096E-1,4.386886120E0,8.457325935E0
1.700001562E0,8.198704123E-1,4.439223766E0,8.704847336E0
1.722000000E0,8.059553504E-1,4.337795258E0,9.004075050E0
1.742000000E0,5.155769587E-1,4.357063770E0,8.746707916E0
1.762000000E0,4.986547530E-1,4.399728298E0,8.791049004E0
1.782001562E0,6.103586555E-1,4.333189011E0,9.134903908E0
1.804001562E0,7.159429193E-1,4.299037933E0,9.348859787E0
1.824001562E0,7.968286276E-1,4.292037487E0,9.390701294E0
1.844001562E0,6.456108689E-1,4.604327679E0,9.102830887E0
1.866000000E0,3.431082368E-1,4.931767941E0,8.560391426E0
1.886000000E0,3.644166589E-1,4.944026470E0,8.575178146E0
1.906001562E0,6.453523040E-1,4.834295273E0,8.988043785E0
1.928021875E0,6.006190181E-1,4.462868690E0,9.223470688E0
1.950000000E0,3.652211130E-1,4.188818932E0,9.039777756E0
1.970000000E0,4.471794069E-1,4.022488594E0,9.000014305E0
1.990000000E0,7.134625316E-1,4.081261635E0,8.768869400E0
2.010000000E0,1.612015963E0,4.106956005E0,8.479726791E0
2.030001562E0,1.727646351E0,4.454249382E0,8.220634460E0
2.052000000E0,1.221722722E0,4.339710712E0,8.116650581E0
2.072001562E0,1.311074495E0,3.884774208E0,8.453130722E0
2.094001562E0,1.424779892E0,3.929517031E0,8.646994591E0
2.116001562E0,1.338330030E0,3.899848223E0,8.751554489E0
2.138000000E0,1.387267470E0,3.842291594E0,8.836653709E0
2.158001562E0,1.555857658E0,3.745833874E0,9.133218765E0
2.180001562E0,1.475575209E0,3.864969492E0,8.888636589E0
2.200001562E0,1.574034452E0,3.792606831E0,8.752013206E0
2.222000000E0,1.523861408E0,3.833643436E0,8.023764610E0
2.242000000E0,1.301066637E0,3.940281391E0,7.965173721E0
2.262000000E0,1.576112509E0,3.907758474E0,8.648861885E0
2.282001562E0,1.334317327E0,3.963859320E0,9.165827751E0
2.304001562E0,5.768685341E-1,3.768933058E0,9.056086540E0
2.324001562E0,4.168113768E-1,3.803036213E0,9.079262733E0
2.346001562E0,8.771492839E-1,3.985435963E0,9.041960716E0
2.366001562E0,1.199322581E0,4.028148651E0,8.999689102E0
2.386001562E0,1.045069098E0,4.162750721E0,8.991711617E0
2.406001562E0,6.604261398E-1,4.068102837E0,8.794898033E0
2.426001562E0,8.925583959E-1,3.839246035E0,8.536602974E0
2.446001562E0,9.258090854E-1,3.818225145E0,8.443717957E0
2.468000000E0,8.528338075E-1,3.478372812E0,8.367121696E0
2.488000000E0,8.749179244E-1,3.063170433E0,8.343792915E0
2.508000000E0,1.103794098E0,2.553473711E0,7.993138313E0
2.528020312E0,1.177372694E0,2.890979528E0,8.123680115E0
2.550000000E0,-7.877402306E-1,1.793898702E0,6.084748745E0
2.570000000E0,-2.209465057E-1,1.916395664E0,5.507947445E0
2.590000000E0,-2.029899955E-1,1.221100330E0,5.188273430E0
2.610001562E0,-1.260796189E0,-5.359181389E-2,4.660524368E0
2.632001562E0,-7.793892622E-1,-1.587729216E0,4.145033836E0
2.654001562E0,4.345954955E-2,-1.991784334E0,5.563856602E0
2.674014062E0,-7.213250995E-1,-2.378217936E0,5.045272350E0
2.696001562E0,-2.017928958E-1,-3.194966316E0,4.497756958E0
2.718001562E0,5.634035468E-1,-3.644626141E0,4.475816250E0
2.740001562E0,2.204973698E0,-4.037141323E0,5.234653950E0
2.762000000E0,4.764681816E0,-4.046967030E0,5.115595341E0
2.782001562E0,7.546322823E0,-4.561155319E0,5.432903290E0
2.802001562E0,9.813297272E0,-5.006668568E0,5.637166977E0
2.824001562E0,1.063997555E1,-3.090665340E0,5.337643147E0
2.844001562E0,1.119746113E1,-3.338063002E0,7.798748016E0
2.864001562E0,1.533084965E1,-5.385661125E0,1.051772881E1
2.884001562E0,1.497213078E1,-5.866148472E0,1.195050526E1
2.906000000E0,1.092357445E1,-6.129874706E0,9.865394592E0
2.926000000E0,1.183783340E1,-5.049266338E0,7.618924141E0
2.946001562E0,1.464554310E1,-5.755900383E0,9.027433395E0
2.968001562E0,1.313695621E1,-7.001373768E0,1.187380409E1
2.990000000E0,1.383989334E1,-8.882219315E0,9.388440132E0
3.010001562E0,7.919520855E0,-1.980627298E0,-2.225688219E0
3.030001562E0,1.670155907E1,-7.194346428E0,-7.520523071E0
3.052000000E0,2.020675659E1,-7.548994541E0,5.571498871E-1
3.072001562E0,1.714697647E1,-9.992516518E0,-4.371860504E0
3.094001562E0,1.344114494E1,-7.744112492E0,4.624639824E-2
3.116001562E0,1.449162388E1,-7.349567413E0,3.835750580E0
3.136001562E0,1.187277889E1,-5.084891796E0,3.051304579E0
3.158001562E0,7.345947266E0,-1.953208804E0,1.229480028E0
3.180001562E0,3.925303221E0,-8.902503848E-1,3.007337570E0
3.202001562E0,1.793582678E0,9.982576370E-1,1.050163984E0
3.224001562E0,2.877083540E0,-7.380079031E-1,1.780998826E0
3.244001562E0,5.637818336E0,-1.875761271E0,1.546864986E0
3.264001562E0,9.714932442E0,-2.824765444E0,-1.152300596E0
3.284001562E0,1.098453045E1,-3.316448212E0,-4.867507935E0
3.304001562E0,7.561138153E0,-2.928539515E0,-1.941984892E0
3.324001562E0,6.252658844E0,4.741381109E-1,2.822782993E0
3.346001562E0,7.268882275E0,-7.928915977E0,7.604434490E0
3.366001562E0,1.307578945E1,-3.897913456E0,3.849100590E0
3.386001562E0,2.057400703E1,-3.249209404E0,4.148816586E0
3.406001562E0,1.022489834E1,-5.256824017E0,2.520854950E0
3.428020312E0,7.317705154E0,-3.480336189E0,-2.543370008E0
3.450000000E0,1.035361004E1,-4.769268990E0,-3.850977898E0
3.470001562E0,9.734057426E0,-5.603858948E0,6.807194650E-2
3.492001562E0,1.076842022E1,-7.269629478E0,5.173171043E0
3.514020312E0,6.745835304E0,-7.023429394E0,4.217108250E0
3.536001562E0,1.171878433E1,-8.388343811E0,9.215090871E-1
3.556004687E0,9.273844719E0,-8.982020378E0,-4.936182976E0
3.578001562E0,1.000006390E1,-9.171736717E0,-5.246404648E0
3.598001562E0,1.196637344E1,-9.033553123E0,-2.421457291E0
3.620000000E0,9.313358307E0,-5.479609489E0,-5.975640416E-1
3.640000000E0,7.190975189E0,-3.671393394E0,2.290484905E0
3.660000000E0,7.434954166E0,-4.262904644E0,3.884592295E0
3.680001562E0,1.010334015E1,-1.374032378E0,-6.923159599E0
3.702001562E0,1.169357777E1,1.241958618E0,1.293146610E0
3.724000000E0,6.354967594E0,7.259698391E0,1.315853238E0
3.744001562E0,8.434581161E-1,2.519523621E0,6.366603374E0
3.764004687E0,-1.774400353E0,3.022401810E0,4.748429775E0
3.784007812E0,-3.363661766E-1,2.999580383E0,3.823722124E0
3.806001562E0,-1.092522144E0,-1.823127031E0,5.679793358E0
3.828020312E0,5.557794571E0,-7.295429707E0,1.323016763E0
3.850000000E0,1.162473011E1,-1.248894119E1,-5.649645329E-1
3.870000000E0,1.503674507E1,-1.363847446E1,-5.825264931E0
3.890001562E0,1.078048706E1,-1.028874683E1,-7.344434261E0
3.910001562E0,1.024062347E1,-6.199871540E0,-4.495027542E0
3.932001562E0,6.128553391E0,-2.438149691E0,3.005269051E0
3.954001562E0,1.306468010E0,-1.971490979E0,2.357120275E0
3.974003125E0,1.174978375E0,-2.808666706E0,9.526145458E-1
3.994009375E0,2.379242659E0,-4.355741978E0,-5.119952559E-1
4.016000000E0,5.126464844E0,-7.674642086E0,-7.656561136E-1
4.036000000E0,7.462305069E0,-1.160946465E1,-1.706586927E-1
4.056001562E0,1.068704605E1,-1.354270649E1,7.402679920E-1
4.076001562E0,9.290595055E0,-9.869455338E0,-8.393114060E-2
4.096001562E0,6.493611336E0,-5.646849155E0,-4.089555264E0
4.116001562E0,3.871979475E0,-2.472109079E0,-7.878982544E0
4.136001562E0,2.278341532E0,-1.940960169E0,-4.554183483E0
4.156001562E0,1.885539174E0,-8.507479668E0,-5.511662960E0
4.178000000E0,-2.599452019E0,-2.115513611E1,-1.761720657E0
4.198001562E0,-6.868026257E0,-3.011535072E1,4.258441925E0
4.220000000E0,1.359236091E-1,-3.673954391E1,2.281281471E0
4.240001562E0,-2.838134527E0,-2.617056847E1,8.286811113E-1
4.260001562E0,-1.192423534E1,-8.422255516E0,-1.072429895E0
4.282001562E0,-9.599647522E0,-4.364208698E0,-1.683152437E0
4.304001562E0,-7.997342110E0,-4.485622883E0,-1.688017607E0
4.326001562E0,-5.217568874E0,-5.887389660E0,-1.021289825E0
4.346001562E0,-4.160500050E0,-5.783060074E0,7.709329128E-1
4.368001562E0,-3.026673079E0,-5.698698044E0,-1.932216436E-1
4.390001562E0,-1.356765389E0,-6.958939075E0,-7.856045961E-1
4.410001562E0,-1.041362762E0,-7.201318264E0,-5.658072829E-1
4.432001562E0,-1.224797010E0,-6.925889015E0,1.636867821E-1
4.454001562E0,-1.635699511E0,-5.755076885E0,1.192982793E-1
4.474006250E0,-1.266819954E0,-4.969950676E0,-2.615138590E-1
4.496001562E0,-1.025091767E0,-4.756704330E0,-8.277904391E-1
4.518001562E0,-4.272788167E-1,-5.041317463E0,-3.160461187E0
4.540001562E0,2.173360586E-1,-5.961428165E0,-6.241338730E0
4.560006250E0,6.546322107E-1,-9.514135361E0,-1.013769150E1
4.582000000E0,-5.012788177E-1,-1.495738316E1,-1.623047638E1
