"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528510000E-1,-1.233598739E-1,-1.784040689E0,1.077880383E0
1.728556870E-1,2.602460384E-1,-6.637138128E-1,1.223231435E0
1.948510000E-1,4.429296553E-1,2.419549972E-1,1.478381157E0
2.148510000E-1,3.745127618E-1,4.830896854E-1,1.663962007E0
2.348525620E-1,5.852089077E-2,2.849075496E-1,1.671205163E0
2.548525620E-1,-4.588296115E-1,-1.911310107E-1,1.427539706E0
2.768525620E-1,-7.662344575E-1,-7.782074213E-1,1.052189231E0
2.968541250E-1,-8.369202614E-1,-9.756565094E-1,7.965333462E-1
3.188510000E-1,-8.736943603E-1,-1.292782784E0,6.960896850E-1
3.388556870E-1,-8.946732283E-1,-1.160102844E0,7.110645771E-1
3.608510000E-1,-7.348010540E-1,-9.995849729E-1,5.813866258E-1
3.808541250E-1,-5.484871864E-1,-9.393885732E-1,3.460289836E-1
4.028510000E-1,-4.441863000E-1,-5.729916096E-1,1.573239714E-1
4.228525620E-1,-5.020614266E-1,-1.524370611E-1,1.188918278E-1
4.448525620E-1,-4.739616215E-1,3.092548847E-1,2.391101122E-1
4.668510000E-1,-3.196395934E-1,2.273989469E-1,1.254018992E-1
4.868525620E-1,-2.380629070E-2,2.882411182E-1,-9.293878078E-2
5.068525620E-1,4.087561071E-1,4.384092391E-1,-1.325054020E-1
5.288713120E-1,6.229254603E-1,6.247929931E-1,3.380702808E-2
5.508510000E-1,3.885277510E-1,7.632150054E-1,3.613355160E-1
5.708510000E-1,-1.840449721E-1,7.618187666E-1,3.591887653E-1
5.908510000E-1,-6.527357101E-1,4.282514453E-1,1.471138000E-1
6.108525620E-1,-7.247479558E-1,1.975712739E-2,-1.319119781E-1
6.328525620E-1,-3.908664882E-1,1.522625238E-1,-7.485716790E-2
6.548525620E-1,-1.665567756E-1,2.743657529E-1,3.961897269E-2
6.748588120E-1,-5.277875811E-2,4.671548307E-1,1.246165112E-1
6.968541250E-1,2.256361693E-1,3.258180618E-1,3.424685001E-1
7.188525620E-1,2.898992002E-1,5.358858705E-1,4.860567451E-1
7.388525620E-1,2.811550796E-1,5.851565599E-1,4.497713447E-1
7.588525620E-1,2.899515331E-1,7.013081908E-1,5.059185624E-1
7.788525620E-1,2.512052357E-1,6.080901623E-1,5.959077477E-1
7.988525620E-1,3.073350191E-1,3.109827638E-1,8.735896349E-1
8.208525620E-1,2.471037209E-1,5.004033446E-1,1.017422199E0
8.428525620E-1,6.438519806E-2,7.654839754E-1,8.402014971E-1
8.628525620E-1,-1.542172879E-1,1.183106303E0,1.612684131E-2
8.848525620E-1,-2.858500183E-1,6.546729803E-1,3.790855110E-1
9.048525620E-1,1.726479679E-1,-4.640830308E-2,7.386233211E-1
9.248525620E-1,5.622054338E-1,1.019272301E-2,5.002637506E-1
9.448525620E-1,6.236584783E-1,-9.728465229E-2,4.566479325E-1
9.648650620E-1,6.729291677E-1,-2.260724902E-1,7.915766239E-1
9.868525620E-1,5.856277943E-1,-2.665292323E-1,7.071027160E-1
1.008852562E0,4.926191866E-1,-9.117600322E-2,3.442836404E-1
1.028871312E0,5.168268681E-1,-2.862339914E-1,3.542843759E-1
1.050852562E0,6.079156399E-1,-1.666440368E-1,3.771132827E-1
1.072852562E0,5.308244228E-1,8.133234084E-2,2.198242247E-1
1.094852562E0,4.799830019E-1,3.400774002E-1,8.477064222E-2
1.114861937E0,4.488463104E-1,2.808758318E-1,8.970992267E-2
1.136851000E0,4.069933295E-1,2.921681106E-2,-3.447025269E-2
1.156851000E0,4.494920969E-1,-2.480287403E-1,-2.069087774E-1
1.176851000E0,5.612629652E-1,-4.373446107E-1,-2.614503205E-1
1.196857250E0,6.933146119E-1,-4.886747301E-1,-1.913753450E-1
1.218852562E0,7.433880568E-1,-5.190783739E-1,-2.421469837E-1
1.240851000E0,7.962192297E-1,-5.782799125E-1,-3.970798552E-1
1.260851000E0,8.094139099E-1,-5.770233274E-1,-4.015479088E-1
1.280851000E0,5.992587805E-1,-6.731211543E-1,-4.420569837E-1
1.300851000E0,4.099254906E-1,-7.594451308E-1,-6.430316567E-1
1.320852562E0,4.062951803E-1,-7.614347935E-1,-7.039785385E-1
1.342852562E0,4.739790559E-1,-5.939355493E-1,-5.393940210E-1
1.362852562E0,4.599466026E-1,-2.864783406E-1,-3.982666731E-1
1.384861937E0,4.106061459E-1,7.513642311E-2,-3.983539343E-1
1.406852562E0,3.188716471E-1,1.943075061E-1,-4.314628541E-1
1.426852562E0,2.899340987E-1,2.485348843E-2,-4.798433781E-1
1.448852562E0,3.856654167E-1,-1.456302702E-1,-4.794419408E-1
1.470852562E0,3.950378299E-1,-1.321737766E-1,-3.469714522E-1
1.492852562E0,2.463183105E-1,-2.125811018E-2,-2.655518353E-1
1.514852562E0,1.099731922E-1,4.979424179E-2,-2.539628446E-1
1.536852562E0,4.019493237E-2,1.753706783E-1,-1.440769285E-1
1.556852562E0,-4.974188283E-2,2.327745557E-1,-4.892157763E-2
1.576852562E0,-9.243264049E-2,3.211405873E-2,-2.363175713E-2
1.596863500E0,-2.869321220E-2,-2.986432910E-1,-4.989896342E-2
1.618851000E0,8.845328540E-2,-5.316447616E-1,-1.147204936E-1
1.638851000E0,1.443736404E-1,-4.937536418E-1,-1.160120368E-1
1.658852562E0,1.215621829E-1,-3.276681006E-1,-1.712168008E-2
1.680851000E0,5.485569686E-2,-1.719847471E-1,9.866346419E-2
1.700852562E0,1.237438433E-2,-1.319643408E-1,8.131489158E-2
1.722851000E0,5.277875811E-2,-1.765575111E-1,-3.982841223E-2
1.742851000E0,8.384561539E-2,-2.152514607E-1,-4.502949491E-2
1.762851000E0,1.609193534E-2,-2.244493365E-1,-6.981316954E-3
1.782852562E0,-2.104867063E-2,-2.101550996E-1,-2.659881860E-2
1.804852562E0,4.532619938E-2,-1.975712776E-1,-1.047197543E-2
1.824852562E0,1.051560864E-1,-2.029468864E-1,6.620033830E-2
1.844852562E0,1.354026496E-1,-1.737475246E-1,1.187871099E-1
1.866851000E0,3.745476529E-2,-8.759807795E-2,1.650732458E-1
1.886851000E0,-1.272519529E-1,-5.328490213E-2,1.748994440E-1
1.906852562E0,-1.684591770E-1,-3.954916075E-2,1.616349369E-1
1.928872875E0,-9.285151958E-2,-8.084364980E-2,1.441991031E-1
1.950851000E0,2.141519077E-2,-1.712866127E-1,2.023360133E-1
1.970851000E0,1.367290914E-1,-2.476971298E-1,2.954318821E-1
1.990851000E0,2.496693432E-1,-2.987480164E-1,3.635869920E-1
2.010851000E0,2.510656118E-1,-2.295980603E-1,3.775670826E-1
2.030852562E0,1.376192123E-1,-9.663888067E-2,2.431941777E-1
2.052851000E0,-3.731513768E-2,2.439970337E-2,1.461189687E-1
2.072852562E0,-1.578650326E-1,1.887573600E-1,2.269975245E-1
2.094852562E0,-1.526639462E-1,4.259825051E-1,3.828030527E-1
2.116852562E0,-1.464505792E-1,6.178989410E-1,4.266806543E-1
2.138851000E0,-1.409702450E-1,5.958902836E-1,4.061730206E-1
2.158852562E0,-9.801769257E-2,3.484026194E-1,2.898293734E-1
2.180852562E0,9.635962546E-2,7.696902007E-2,1.703441292E-1
2.200852562E0,2.088286430E-1,5.225515738E-2,1.597325355E-1
2.222851000E0,1.161167547E-1,3.627317846E-1,1.479864717E-1
2.242851000E0,-8.677776903E-2,5.912652016E-1,1.227141023E-1
2.262851000E0,-2.415186614E-1,4.649906158E-1,1.424188633E-2
2.282852562E0,-2.003463507E-1,2.347816974E-1,-1.458746195E-1
2.304852562E0,-1.154011711E-1,2.408205271E-1,-6.426302344E-2
2.324852562E0,-1.099382862E-1,2.294758856E-1,1.402197480E-1
2.346852562E0,-7.367035002E-2,8.161159605E-2,1.624377966E-1
2.366852562E0,-5.764822662E-2,-1.314756572E-1,-1.520181727E-2
2.386852562E0,-2.490584925E-2,-3.633251786E-1,-1.760164499E-1
2.406852562E0,3.047344834E-2,-3.530102968E-1,-1.248259470E-1
2.426852562E0,3.652974218E-2,-1.964542568E-1,-1.815142459E-3
2.446852562E0,-1.741838641E-2,-4.365068302E-2,1.685987972E-2
2.468851000E0,-1.110902056E-1,-2.940879762E-2,3.460988030E-2
2.488851000E0,-1.560498923E-1,-2.590941191E-1,1.463807672E-1
2.508851000E0,-1.613906026E-1,-7.433182597E-1,3.316998184E-1
2.528871312E0,-1.104793418E-2,-1.143033624E0,5.499183536E-1
2.550851000E0,1.804495901E-1,-9.088453054E-1,9.059655070E-1
2.570851000E0,-6.789330859E-3,-9.546601772E-1,9.992359281E-1
2.590851000E0,-1.015781611E-2,-8.442681432E-1,1.132683754E0
2.610852562E0,-1.218763441E-1,2.765125036E-1,1.910315275E0
2.632852562E0,-2.006081492E-1,1.156874061E0,2.959537268E0
2.654852562E0,-3.274935782E-1,-2.094220519E-1,2.964546442E0
2.674865062E0,-2.187072039E-1,-1.988505960E0,3.036768198E0
2.696852562E0,-1.976934373E-1,-2.593786240E0,3.569547415E0
2.718852562E0,-3.234618604E-1,-2.273797512E0,4.182786465E0
2.740852562E0,-4.510628879E-1,-2.314882517E0,4.759198666E0
2.762851000E0,-8.695753813E-1,-4.080893993E0,4.599186897E0
2.782852562E0,-1.186789036E0,-4.137913704E0,4.567753315E0
2.802852562E0,-1.342454910E0,-2.619337797E0,4.824246883E0
2.824852562E0,-1.934906960E0,-1.214295387E0,4.820250511E0
2.844852562E0,-2.602879286E0,-2.439882994E0,4.823025227E0
2.864852562E0,-2.798129320E0,-3.893707275E0,4.261395931E0
2.884852562E0,-1.999606252E0,-3.729402065E0,3.566388369E0
