"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.547334909E0,4.120296478E0,9.703900337E0
2.000156200E-2,-2.110919714E0,3.498426676E0,1.241165638E1
4.201093700E-2,-3.450140357E-1,2.537135601E0,9.540337563E0
6.400156200E-2,7.682801485E-1,2.453386545E0,7.848633766E0
8.402031200E-2,6.784880161E-1,3.678307772E0,7.243686199E0
1.060000000E-1,9.319095016E-1,3.580681801E0,7.026177883E0
1.260078120E-1,1.672052979E0,3.275823593E0,6.683270454E0
1.480000000E-1,2.764718771E0,2.594241858E0,8.025239944E0
1.680000000E-1,1.928519845E0,1.382134318E0,7.552250385E0
1.880015620E-1,2.342429399E0,-9.597014189E-1,9.786979675E0
2.080078120E-1,1.149389148E0,2.792558670E0,8.733406067E0
2.300015620E-1,-1.072822690E0,3.340332747E0,9.733253479E0
2.500078120E-1,1.612111807E0,1.664707661E0,1.068573475E1
2.720015620E-1,3.757086754E0,5.465483293E-2,9.874952316E0
2.920078120E-1,2.795412302E0,1.052242041E0,9.786758423E0
3.140000000E-1,4.422760904E-1,2.581361294E0,8.921734810E0
3.340015620E-1,-4.209581316E-1,2.359840155E0,9.327503204E0
3.540015620E-1,2.891199589E0,2.360290289E0,9.357335091E0
3.760015620E-1,2.574149847E0,3.121330261E0,8.869396210E0
3.980078120E-1,2.809404135E0,1.064442873E0,7.231724739E0
4.200000000E-1,8.234329820E-1,-8.250419497E-1,9.171612740E0
4.400062500E-1,2.971970439E-1,1.932245255E0,1.074475574E1
4.620078120E-1,4.893384457E0,1.753063202E0,5.840942383E0
4.840203120E-1,5.999036312E0,2.359897375E0,5.256086826E0
5.060078120E-1,5.150320530E0,9.175825715E-1,6.314266682E0
5.280000000E-1,3.378831625E0,-8.886127472E-1,6.383736610E0
5.480046870E-1,3.887896299E0,-1.275257230E0,5.657891273E0
5.700000000E-1,4.257197380E0,-1.728326231E-1,6.511069775E0
5.900015620E-1,3.058353186E0,-1.891630054E0,7.004437923E0
6.100015620E-1,2.065200090E0,-5.304784775E-1,6.187230110E0
6.320015620E-1,1.267452002E0,2.058534473E-1,5.079432964E0
6.520015620E-1,2.240206599E-1,9.115204960E-2,4.646024704E0
6.740000000E-1,2.827571392E0,-2.350627333E-1,4.708408356E0
6.940000000E-1,6.563866615E0,-7.786518335E-1,5.376295090E0
7.140015620E-1,7.225853920E0,-6.474783421E-1,7.165070057E0
7.340015620E-1,6.474390507E0,-2.163678408E0,9.436057091E0
