"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.446156200E-2,1.606250000E1,-3.675000000E1,-1.387500000E1
5.446625000E-2,1.575000000E1,-3.668750000E1,-1.306250000E1
8.446156200E-2,1.550000000E1,-3.625000000E1,-1.412500000E1
1.044615620E-1,1.518750000E1,-3.631250000E1,-1.462500000E1
1.344600000E-1,1.406250000E1,-3.625000000E1,-1.593750000E1
1.544678120E-1,1.287500000E1,-3.643750000E1,-1.650000000E1
1.844600000E-1,1.225000000E1,-3.625000000E1,-1.681250000E1
2.044787500E-1,1.256250000E1,-3.581250000E1,-1.750000000E1
2.344615620E-1,1.275000000E1,-3.518750000E1,-1.881250000E1
2.544678120E-1,1.250000000E1,-3.487500000E1,-1.956250000E1
2.844600000E-1,1.218750000E1,-3.443750000E1,-2.000000000E1
3.044615620E-1,1.225000000E1,-3.406250000E1,-2.062500000E1
3.344600000E-1,1.268750000E1,-3.337500000E1,-2.143750000E1
3.544615620E-1,1.231250000E1,-3.325000000E1,-2.206250000E1
3.744615620E-1,1.231250000E1,-3.337500000E1,-2.231250000E1
3.944631250E-1,1.218750000E1,-3.362500000E1,-2.200000000E1
4.244600000E-1,1.256250000E1,-3.406250000E1,-2.087500000E1
4.444662500E-1,1.256250000E1,-3.456250000E1,-2.006250000E1
4.744600000E-1,1.143750000E1,-3.468750000E1,-1.993750000E1
4.944631250E-1,1.106250000E1,-3.462500000E1,-1.987500000E1
5.244615620E-1,1.031250000E1,-3.462500000E1,-2.012500000E1
5.444693750E-1,9.250000000E0,-3.493750000E1,-2.050000000E1
5.744600000E-1,7.500000000E0,-3.518750000E1,-2.087500000E1
5.944615620E-1,5.937500000E0,-3.562500000E1,-2.100000000E1
6.144615620E-1,4.000000000E0,-3.562500000E1,-2.162500000E1
6.444600000E-1,8.750000000E-1,-3.575000000E1,-2.250000000E1
6.644600000E-1,-2.125000000E0,-3.568750000E1,-2.275000000E1
6.844600000E-1,-5.312500000E0,-3.506250000E1,-2.356250000E1
7.044600000E-1,-8.312500000E0,-3.381250000E1,-2.443750000E1
7.244615620E-1,-1.125000000E1,-3.206250000E1,-2.550000000E1
7.444615620E-1,-1.406250000E1,-3.018750000E1,-2.631250000E1
7.744600000E-1,-1.775000000E1,-2.768750000E1,-2.762500000E1
7.944615620E-1,-1.968750000E1,-2.600000000E1,-2.812500000E1
8.244600000E-1,-2.212500000E1,-2.406250000E1,-2.850000000E1
8.444600000E-1,-2.406250000E1,-2.331250000E1,-2.750000000E1
8.644600000E-1,-2.575000000E1,-2.262500000E1,-2.687500000E1
8.844600000E-1,-2.750000000E1,-2.225000000E1,-2.600000000E1
9.044600000E-1,-2.918750000E1,-2.237500000E1,-2.425000000E1
9.244600000E-1,-3.100000000E1,-2.256250000E1,-2.156250000E1
9.444615620E-1,-3.268750000E1,-2.262500000E1,-1.887500000E1
9.744600000E-1,-3.456250000E1,-2.268750000E1,-1.425000000E1
9.944600000E-1,-3.562500000E1,-2.293750000E1,-1.137500000E1
1.014461562E0,-3.650000000E1,-2.312500000E1,-8.375000000E0
1.044460000E0,-3.712500000E1,-2.406250000E1,-3.812500000E0
