"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.669254462605724E9,"2022-11-24 09:47:42.606 UTC+08:00"
"PAUSE",3.195763244584668E2,1.669254782316740E9,"2022-11-24 09:53:02.317 UTC+08:00"
