"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.574081421E-3,3.211082825E1,1.189558063E2,1.535644913E1,-1.000000000E0,-1.000000000E0,4.121084366E2,4.121084366E2
3.441405296E-2,3.211071158E1,1.189545930E2,1.535644913E1,-1.000000000E0,-1.000000000E0,1.414000000E3,1.414000000E3
8.000670671E-1,3.211087098E1,1.189555887E2,1.612244987E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
2.254212022E0,3.211082370E1,1.189553913E2,2.939622373E1,0.000000000E0,-1.000000000E0,1.761395054E1,1.761395054E1
3.254185915E0,3.211079548E1,1.189553964E2,1.611034192E1,0.000000000E0,-1.000000000E0,7.649091555E0,7.649091555E0
4.254160166E0,3.211076829E1,1.189554200E2,1.685225648E1,0.000000000E0,-1.000000000E0,8.809856212E0,8.809856212E0
5.254133463E0,3.211075155E1,1.189554201E2,1.702203242E1,0.000000000E0,-1.000000000E0,9.293930372E0,9.293930372E0
6.254108548E0,3.211074927E1,1.189554148E2,1.709784180E1,0.000000000E0,-1.000000000E0,9.973409576E0,9.973409576E0
7.254237294E0,3.211075047E1,1.189554231E2,1.711343589E1,0.000000000E0,-1.000000000E0,6.641539847E0,6.641539847E0
8.254211545E0,3.211075219E1,1.189554113E2,1.684197349E1,8.983372450E-1,2.634027756E2,5.049296339E0,5.049296339E0
9.254185557E0,3.211074688E1,1.189553992E2,1.670439493E1,8.136911988E-1,2.565440636E2,3.517038226E0,3.517038226E0
1.059715140E1,3.211074629E1,1.189553938E2,1.604673795E1,8.136911988E-1,2.254860050E2,2.473765906E0,2.473765906E0
1.159712434E1,3.211074031E1,1.189553902E2,1.637701557E1,7.700965405E-1,2.254860050E2,2.604099639E0,2.604099639E0
1.259709918E1,3.211073184E1,1.189553931E2,1.655502757E1,8.661726117E-1,1.766355085E2,2.614260223E0,2.614260223E0
1.359707355E1,3.211072404E1,1.189553937E2,1.655502764E1,8.661726117E-1,1.766355088E2,4.600764755E0,4.600764755E0
1.459704745E1,3.211071599E1,1.189553995E2,1.677327566E1,8.661726117E-1,1.766355088E2,4.604924505E0,4.604924505E0
1.559702170E1,3.211070980E1,1.189554089E2,1.681868614E1,9.083388448E-1,1.766355088E2,4.609697603E0,4.609697603E0
1.659699595E1,3.211070693E1,1.189554201E2,1.689566930E1,9.225562811E-1,1.766355088E2,4.617583257E0,4.617583257E0
1.759696937E1,3.211071009E1,1.189554320E2,1.692484011E1,9.975262880E-1,1.766355088E2,4.614283721E0,4.614283721E0
1.859694362E1,3.211072713E1,1.189554527E2,1.689188396E1,1.041319132E0,6.293592273E1,4.612716045E0,4.612716045E0
1.959691799E1,3.211073377E1,1.189554641E2,1.689339655E1,1.041319132E0,5.896304054E1,4.610348690E0,4.610348690E0
2.059689200E1,3.211074199E1,1.189554718E2,1.688094268E1,1.056648970E0,4.465133794E1,4.613730993E0,4.613730993E0
2.159686661E1,3.211074937E1,1.189554762E2,1.685496977E1,1.056648970E0,3.790928500E1,4.610688740E0,4.610688740E0
2.259684098E1,3.211075662E1,1.189554814E2,1.681860103E1,1.021172523E0,3.959912162E1,4.609615803E0,4.609615803E0
2.359681511E1,3.211076403E1,1.189554902E2,1.683942392E1,1.052836299E0,4.500677758E1,4.561195687E0,4.561195687E0
2.459678888E1,3.211076963E1,1.189554973E2,1.678592406E1,1.031048656E0,5.005556146E1,4.578787499E0,4.578787499E0
2.559676325E1,3.211077381E1,1.189555089E2,1.676804234E1,1.043229580E0,6.144801376E1,4.535822571E0,4.535822571E0
2.659673762E1,3.211077231E1,1.189555204E2,1.668998959E1,1.041237235E0,7.970500757E1,4.508586498E0,4.508586498E0
2.759671152E1,3.211076800E1,1.189555298E2,1.667555562E1,1.000119448E0,1.048300015E2,4.547482410E0,4.547482410E0
2.859668529E1,3.211075240E1,1.189555315E2,1.660554274E1,1.073529959E0,1.496769461E2,4.520801116E0,4.520801116E0
2.959666002E1,3.211074166E1,1.189555350E2,1.661895970E1,1.073529959E0,1.652829706E2,4.564592367E0,4.564592367E0
3.059663355E1,3.211072935E1,1.189555343E2,1.659001367E1,1.092370033E0,1.788191747E2,4.591514182E0,4.591514182E0
3.159660816E1,3.211072413E1,1.189555149E2,1.705625303E1,1.101773858E0,2.285104491E2,4.548589396E0,4.548589396E0
3.259658265E1,3.211072092E1,1.189555023E2,1.696109220E1,1.119353294E0,2.427021878E2,4.519338254E0,4.519338254E0
3.359655678E1,3.211071868E1,1.189554888E2,1.576457105E1,9.872242616E-1,2.826984925E2,4.771857087E0,4.771857087E0
3.459653080E1,3.211073064E1,1.189554830E2,1.522807270E1,8.606875259E-1,3.211837229E2,4.768611645E0,4.768611645E0
3.559650457E1,3.211074064E1,1.189554839E2,1.504894927E1,5.589847633E-1,3.505222339E2,4.767030919E0,4.767030919E0
3.659647870E1,3.211074788E1,1.189554717E2,1.487914557E1,8.008422995E-1,3.082311803E2,4.763136191E0,4.763136191E0
3.759645271E1,3.211074888E1,1.189554619E2,1.496193764E1,5.424073428E-1,3.006939154E2,4.769084088E0,4.769084088E0
3.859642684E1,3.211074207E1,1.189554487E2,1.478141102E1,5.688197239E-1,2.540396556E2,4.772637272E0,4.772637272E0
3.959640074E1,3.211074780E1,1.189554603E2,1.492566722E1,4.435400793E-1,-1.000000000E0,4.769378192E0,4.769378192E0
4.059637511E1,3.211076087E1,1.189554754E2,1.459236657E1,9.243709595E-1,4.243839834E1,4.766861168E0,4.766861168E0
4.159634912E1,3.211076344E1,1.189554909E2,1.449027890E1,1.006700581E0,8.334366322E1,4.765182566E0,4.765182566E0
4.259632409E1,3.211076424E1,1.189554947E2,1.472405459E1,5.412819266E-1,9.152474113E1,4.762566753E0,4.762566753E0
4.359629834E1,3.211076681E1,1.189554947E2,1.490002578E1,2.514015138E-1,-1.000000000E0,4.764134986E0,4.764134986E0
4.459627247E1,3.211076838E1,1.189554889E2,1.513695009E1,4.178768345E-1,-1.000000000E0,4.768492840E0,4.768492840E0
4.559624588E1,3.211076529E1,1.189554783E2,1.519420698E1,5.564894276E-1,2.566350443E2,4.771018518E0,4.771018518E0
4.659622002E1,3.211074880E1,1.189554740E2,1.532997658E1,9.929966736E-1,2.128865426E2,4.769909414E0,4.769909414E0
4.759619415E1,3.211073885E1,1.189554751E2,1.528796797E1,7.719179530E-1,1.895455230E2,4.764486625E0,4.764486625E0
4.859616911E1,3.211072881E1,1.189554854E2,1.525517566E1,7.132259948E-1,1.571338565E2,4.725836944E0,4.725836944E0
4.959614265E1,3.211072449E1,1.189554918E2,1.528670686E1,6.289414392E-1,1.402909041E2,4.718466474E0,4.718466474E0
5.059611738E1,3.211071924E1,1.189555044E2,1.524956832E1,8.425110995E-1,1.257178824E2,4.714905169E0,4.714905169E0
5.159609163E1,3.211072378E1,1.189555184E2,1.500325822E1,8.178345441E-1,9.587292236E1,4.715232714E0,4.715232714E0
5.259606564E1,3.211073722E1,1.189555284E2,1.503430633E1,1.041973487E0,5.780769141E1,4.717727956E0,4.717727956E0
5.359603965E1,3.211074997E1,1.189555302E2,1.509638170E1,1.028576054E0,3.240942233E1,4.724230938E0,4.724230938E0
5.459601414E1,3.211075684E1,1.189555236E2,1.490364594E1,6.703572486E-1,3.591755255E2,4.725676510E0,4.725676510E0
5.559598792E1,3.211076494E1,1.189555100E2,1.488342491E1,8.283468961E-1,3.213286762E2,4.726457648E0,4.726457648E0
5.659596181E1,3.211076931E1,1.189554969E2,1.495964319E1,9.839145131E-1,3.047148969E2,4.723899282E0,4.723899282E0
5.759593666E1,3.211077131E1,1.189554843E2,1.482754189E1,9.899468646E-1,2.937173340E2,4.723503348E0,4.723503348E0
5.859591043E1,3.211076636E1,1.189554787E2,1.484483746E1,4.398403426E-1,2.756393440E2,4.720648595E0,4.720648595E0
5.959588456E1,3.211075429E1,1.189554734E2,1.505990083E1,5.700211789E-1,2.197054453E2,4.722946491E0,4.722946491E0
6.059585905E1,3.211074462E1,1.189554759E2,1.488801057E1,7.904568620E-1,1.945399183E2,4.724113233E0,4.724113233E0
6.159583306E1,3.211073492E1,1.189554766E2,1.512060203E1,8.291428268E-1,1.857684958E2,4.723476444E0,4.723476444E0
6.259580743E1,3.211072673E1,1.189554813E2,1.482961778E1,7.023422246E-1,1.741913985E2,4.723154844E0,4.723154844E0
6.359578168E1,3.211071960E1,1.189554954E2,1.486426512E1,7.704627057E-1,1.412306565E2,4.723298530E0,4.723298530E0
6.459575558E1,3.211072235E1,1.189555082E2,1.468336632E1,7.244517821E-1,1.018810077E2,4.723449726E0,4.723449726E0
6.559572971E1,3.211072995E1,1.189555209E2,1.459325859E1,8.965755493E-1,7.448537293E1,4.722283698E0,4.722283698E0
6.659570372E1,3.211073695E1,1.189555322E2,1.443708576E1,1.008110378E0,6.511965420E1,4.722869141E0,4.722869141E0
6.759567785E1,3.211074612E1,1.189555367E2,1.450630488E1,8.533455580E-1,4.930672677E1,4.723791367E0,4.723791367E0
6.859565222E1,3.211075344E1,1.189555262E2,1.483624007E1,5.103089234E-1,3.508501905E2,4.724437724E0,4.724437724E0
6.959562659E1,3.211076592E1,1.189555152E2,1.465778511E1,1.004539034E0,3.298320605E2,4.726228978E0,4.726228978E0
7.059560025E1,3.211077278E1,1.189555038E2,1.460011957E1,1.100708394E0,3.156945255E2,4.726852987E0,4.726852987E0
7.159557474E1,3.211077306E1,1.189554946E2,1.426069400E1,8.422048899E-1,2.944896307E2,4.727344033E0,4.727344033E0
7.259554863E1,3.211076521E1,1.189554799E2,1.452452936E1,8.919644647E-1,2.648018796E2,4.728009046E0,4.728009046E0
7.359552288E1,3.211075408E1,1.189554726E2,1.447342361E1,8.826214881E-1,2.366678835E2,4.729067002E0,4.729067002E0
7.459549689E1,3.211074016E1,1.189554713E2,1.452798475E1,9.708782460E-1,2.087587428E2,4.729850923E0,4.729850923E0
7.559547186E1,3.211073170E1,1.189554772E2,1.433482784E1,7.572364314E-1,1.810378650E2,4.731628454E0,4.731628454E0
7.659544587E1,3.211072889E1,1.189554908E2,1.419447527E1,6.237311525E-1,1.305337133E2,4.728665784E0,4.728665784E0
7.759542000E1,3.211072478E1,1.189555062E2,1.433096731E1,9.689400427E-1,1.152975661E2,4.723985835E0,4.723985835E0
7.859539378E1,3.211073045E1,1.189555223E2,1.468461712E1,1.002559344E0,8.675694511E1,4.720882209E0,4.720882209E0
7.959536827E1,3.211074527E1,1.189555280E2,1.467253914E1,1.045381591E0,4.824508472E1,4.721996801E0,4.721996801E0
