"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.644958339E-3,4.122900391E1,-3.342810822E1,-3.962432861E0
2.672895830E-2,4.155767822E1,-3.301336670E1,-4.530120850E0
4.681195831E-2,4.237451172E1,-3.174051666E1,-6.125061035E0
6.689595833E-2,4.294543457E1,-3.063379669E1,-7.621612549E0
8.697995835E-2,4.337237549E1,-2.939247894E1,-8.868652344E0
1.070639583E-1,4.379943848E1,-2.829656219E1,-1.035858154E1
1.271469583E-1,4.419256592E1,-2.713262177E1,-1.203610229E1
1.472309583E-1,4.440795898E1,-2.592932129E1,-1.364385986E1
1.673149583E-1,4.440966797E1,-2.478319550E1,-1.527011108E1
1.873979583E-1,4.444030762E1,-2.367659760E1,-1.703189087E1
2.074819583E-1,4.433355713E1,-2.254703522E1,-1.852432251E1
2.275659583E-1,4.416699219E1,-2.151214600E1,-2.005288696E1
2.476489583E-1,4.380328369E1,-2.055528259E1,-2.178991699E1
2.677329583E-1,4.329870605E1,-1.966176605E1,-2.374874878E1
2.878169583E-1,4.264117432E1,-1.851335907E1,-2.545391846E1
3.079009583E-1,4.200689697E1,-1.740427399E1,-2.719372559E1
3.279839583E-1,4.129968262E1,-1.629680634E1,-2.860076904E1
3.480679583E-1,4.077111816E1,-1.527676392E1,-2.997949219E1
3.681519583E-1,4.018176270E1,-1.429310608E1,-3.129678345E1
3.882349583E-1,3.952752686E1,-1.338649750E1,-3.255517578E1
4.083189583E-1,3.864813232E1,-1.272328186E1,-3.378051758E1
4.284029583E-1,3.778253174E1,-1.218835449E1,-3.477090454E1
4.484859583E-1,3.700244141E1,-1.178819275E1,-3.574929810E1
4.685699583E-1,3.612396240E1,-1.125356293E1,-3.665960693E1
4.886542500E-1,3.526611328E1,-1.060866547E1,-3.762921143E1
5.087382500E-1,3.439343262E1,-9.952568054E0,-3.873147583E1
5.288212500E-1,3.343109131E1,-9.461090088E0,-3.970587158E1
5.489052500E-1,3.263427734E1,-9.010520935E0,-4.060028076E1
5.689892500E-1,3.196398926E1,-8.804534912E0,-4.113626099E1
5.890722500E-1,3.123413086E1,-8.711090088E0,-4.165603638E1
6.091562500E-1,3.063647461E1,-8.666740417E0,-4.192898560E1
6.292402500E-1,2.992364502E1,-8.664535522E0,-4.241366577E1
6.493232500E-1,2.931158447E1,-8.736343384E0,-4.290844727E1
6.694072500E-1,2.862127686E1,-8.536422729E0,-4.338439941E1
6.894912500E-1,2.790795898E1,-8.279228210E0,-4.387969971E1
7.095752500E-1,2.720166016E1,-7.953369141E0,-4.427606201E1
7.296582500E-1,2.659936523E1,-7.492706299E0,-4.488598633E1
7.497422500E-1,2.574981689E1,-7.093597412E0,-4.542129517E1
7.698262500E-1,2.489739990E1,-6.546012878E0,-4.591955566E1
7.899092500E-1,2.399731445E1,-6.134681702E0,-4.651724243E1
8.099932500E-1,2.302185059E1,-5.753280640E0,-4.694549561E1
8.300772500E-1,2.202148438E1,-5.473800659E0,-4.742745972E1
8.501602500E-1,2.099810791E1,-5.427970886E0,-4.787173462E1
8.702442500E-1,2.030603027E1,-5.477622986E0,-4.813171387E1
8.903282500E-1,1.982714844E1,-5.724960327E0,-4.831781006E1
9.104122500E-1,1.956158447E1,-5.843582153E0,-4.833093262E1
9.304952500E-1,1.972320557E1,-6.116668701E0,-4.827322388E1
9.505792500E-1,1.989263916E1,-6.416221619E0,-4.810385132E1
9.706632500E-1,2.004528809E1,-6.707069397E0,-4.803353882E1
9.907462500E-1,2.016815186E1,-6.936981201E0,-4.791696167E1
