"Time (s)","X (hPa)"
-5.724509167E-1,1.017415237E3
4.324310833E-1,1.017416458E3
1.437360083E0,1.017415924E3
2.442242083E0,1.017417679E3
3.447069083E0,1.017420044E3
3.799283083E0,1.017425842E3
4.871116083E0,1.017425842E3
5.942951083E0,1.017428131E3
7.014800083E0,1.017431870E3
8.086669083E0,1.017433548E3
9.158568083E0,1.017433548E3
1.023050308E1,1.017434235E3
1.130242508E1,1.017435226E3
1.237432508E1,1.017435226E3
1.344618608E1,1.017435074E3
1.451806808E1,1.017434006E3
1.558990408E1,1.017431870E3
1.666172608E1,1.017430649E3
1.773352708E1,1.017430649E3
1.880534108E1,1.017431259E3
1.987719308E1,1.017433853E3
2.094905008E1,1.017436600E3
2.202091008E1,1.017438049E3
2.309278708E1,1.017438660E3
2.416466308E1,1.017439880E3
2.523654208E1,1.017439880E3
2.630840108E1,1.017438202E3
2.738031608E1,1.017437744E3
2.845224408E1,1.017435913E3
2.952410208E1,1.017434464E3
3.059593808E1,1.017431335E3
3.166773808E1,1.017429962E3
3.273957308E1,1.017429962E3
3.381145408E1,1.017435684E3
3.488331308E1,1.017439880E3
3.595516308E1,1.017446213E3
3.702700408E1,1.017457123E3
3.809887108E1,1.017462921E3
3.917071908E1,1.017465591E3
4.024256908E1,1.017468948E3
4.131442708E1,1.017468948E3
4.238632608E1,1.017468109E3
4.345820308E1,1.017466660E3
4.453004408E1,1.017466660E3
4.560191008E1,1.017465363E3
4.667371208E1,1.017465363E3
4.774548808E1,1.017465363E3
4.881728608E1,1.017464752E3
4.988915708E1,1.017464752E3
5.096103408E1,1.017463226E3
5.203290308E1,1.017463913E3
5.310479808E1,1.017463913E3
5.417665608E1,1.017464142E3
5.524848408E1,1.017469177E3
5.632028308E1,1.017472763E3
5.739208008E1,1.017477188E3
5.846386608E1,1.017478638E3
5.953564108E1,1.017478638E3
6.060739508E1,1.017473984E3
6.167915908E1,1.017469788E3
6.275090108E1,1.017466812E3
6.382265008E1,1.017466812E3
6.489438408E1,1.017466812E3
6.596610808E1,1.017467957E3
6.703780308E1,1.017471924E3
6.810954408E1,1.017476501E3
6.918136208E1,1.017480774E3
7.025314808E1,1.017485275E3
7.132498108E1,1.017488098E3
7.239671008E1,1.017488098E3
7.346843708E1,1.017486267E3
7.454013608E1,1.017482224E3
7.561187008E1,1.017476578E3
7.668359308E1,1.017472382E3
7.775538308E1,1.017471848E3
7.882711808E1,1.017471848E3
7.989883808E1,1.017475281E3
8.097055908E1,1.017479630E3
8.204231808E1,1.017482910E3
8.311403008E1,1.017484283E3
8.418577008E1,1.017484283E3
8.525747908E1,1.017481537E3
8.632914508E1,1.017476501E3
8.740085008E1,1.017473145E3
8.847253008E1,1.017470703E3
8.954421908E1,1.017470169E3
9.061592408E1,1.017470169E3
9.168764308E1,1.017471466E3
9.275937708E1,1.017474289E3
9.383107708E1,1.017476807E3
9.490281508E1,1.017476807E3
9.597462708E1,1.017471085E3
9.704641008E1,1.017470703E3
9.811814608E1,1.017465744E3
9.918986008E1,1.017460327E3
1.002616191E2,1.017460327E3
1.013333431E2,1.017458878E3
1.024050331E2,1.017458878E3
1.034767171E2,1.017454224E3
1.045484691E2,1.017451859E3
1.056202321E2,1.017449951E3
1.066919941E2,1.017448730E3
1.077637321E2,1.017448730E3
1.088354771E2,1.017456284E3
1.099071921E2,1.017463531E3
1.109788541E2,1.017471542E3
1.120505501E2,1.017476807E3
1.131222801E2,1.017481155E3
1.141940301E2,1.017483902E3
1.152657831E2,1.017488174E3
1.163374781E2,1.017490616E3
1.174091881E2,1.017492142E3
1.184809391E2,1.017493973E3
1.195526391E2,1.017496490E3
1.206243441E2,1.017496948E3
1.216960701E2,1.017500381E3
1.227677601E2,1.017504730E3
1.238394441E2,1.017505188E3
1.249111421E2,1.017505569E3
1.259828431E2,1.017505188E3
1.270545541E2,1.017500305E3
1.281262441E2,1.017494888E3
1.291979341E2,1.017490158E3
1.302696231E2,1.017487106E3
1.313413301E2,1.017486038E3
1.324131251E2,1.017485428E3
1.334848391E2,1.017485428E3
1.345566031E2,1.017484741E3
1.356283941E2,1.017484360E3
1.367001511E2,1.017482376E3
1.377719321E2,1.017480927E3
1.388436871E2,1.017478790E3
1.399154131E2,1.017477112E3
1.409871291E2,1.017475281E3
1.420588651E2,1.017472687E3
1.431305591E2,1.017470703E3
1.442022691E2,1.017470016E3
1.452739741E2,1.017469025E3
1.463456441E2,1.017468567E3
