"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.479154348E-1,3.211361936E1,1.189527722E2,1.285437870E1,0.000000000E0,3.543750000E2,3.535533906E0,3.535533906E0
1.446899652E0,3.211362179E1,1.189527688E2,1.275031376E1,2.300000042E-1,3.691406250E1,3.535533906E0,3.535533906E0
2.445866585E0,3.211362858E1,1.189527667E2,1.263099003E1,2.300000042E-1,3.515625000E0,3.535533906E0,3.535533906E0
3.444888592E0,3.211363851E1,1.189527679E2,1.315369511E1,1.139999986E0,2.039062500E1,3.535533906E0,3.535533906E0
4.443989158E0,3.211364802E1,1.189527726E2,1.307807255E1,1.139999986E0,2.355468750E1,3.535533906E0,3.535533906E0
5.443134904E0,3.211365599E1,1.189527787E2,1.270887089E1,1.019999981E0,3.761718750E1,3.535533906E0,3.535533906E0
6.442344785E0,3.211366327E1,1.189527852E2,1.270887098E1,1.019999981E0,3.761719101E1,4.574576131E0,4.574576131E0
7.441599965E0,3.211367131E1,1.189527921E2,1.241614637E1,1.019999981E0,3.550781584E1,4.574576101E0,4.574576101E0
8.440909624E0,3.211367997E1,1.189527974E2,1.187885389E1,1.019999981E0,2.777344018E1,4.574576073E0,4.574576073E0
9.440259099E0,3.211369325E1,1.189528045E2,1.195490376E1,1.350000024E0,2.460937817E1,4.574576037E0,4.574576037E0
1.043965697E1,3.211370456E1,1.189528074E2,1.214521137E1,1.350000024E0,1.687500221E1,4.574576009E0,4.574576009E0
1.143908763E1,3.211371250E1,1.189528055E2,1.166907608E1,1.129999995E0,8.437500934E0,4.574575996E0,4.574575996E0
1.243856156E1,3.211372195E1,1.189527989E2,1.146094619E1,1.120000005E0,3.508593740E2,4.574575992E0,4.574575992E0
1.343806875E1,3.211373185E1,1.189527922E2,1.129456436E1,1.110000014E0,3.427734356E2,4.574575989E0,4.574575989E0
