"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.381945833E-2,9.473746508E-2,1.172109461E-1,-1.758449535E0
3.373545833E-2,6.992723206E-1,-4.006219804E-1,-1.910099997E0
5.365145834E-2,8.848544669E-1,-7.110477358E-1,-2.668229513E0
7.356745833E-2,1.095120634E0,-3.603878742E-1,-2.329347113E0
9.348245834E-2,1.677620257E0,-6.156296548E-1,-1.655100583E0
1.133984583E-1,2.305112159E0,-1.555891460E0,-6.268162555E-1
1.333144583E-1,2.912149622E0,-1.944062672E0,-2.546291678E0
1.532294583E-1,9.707506496E-1,-1.709767080E0,4.734607458E-2
1.731454583E-1,7.007817793E-1,-2.095675127E0,-5.117114764E-1
1.930614583E-1,1.280986370E0,-1.729837355E0,-1.534309387E0
2.129774583E-1,9.336778405E-1,-1.581307845E0,3.619157517E-1
2.328924583E-1,-1.025888139E0,-6.308882564E-1,-4.376300608E0
2.528084583E-1,3.599961108E-1,-8.482304317E-1,-4.353281289E-1
2.727244583E-1,-1.667573279E-1,-1.284100305E0,-1.396968232E0
2.926404583E-1,3.092680067E-1,-2.156110486E0,6.532275438E-2
3.125554583E-1,-1.433646646E-1,-1.480852972E0,-7.625774932E-1
3.324714583E-1,-1.667760390E-1,-1.274491429E0,-5.437384307E-1
3.523874583E-1,-4.965095928E-1,-6.144941255E-1,4.532200241E-1
3.723024583E-1,2.895389163E-1,-1.839952559E0,2.638874152E0
3.922184583E-1,5.043165028E-2,-1.741349646E0,-1.201345539E0
4.121344583E-1,2.183362019E-1,-1.690822101E0,1.699768633E0
4.320504583E-1,1.133269916E0,9.272292387E-1,-2.493919337E0
4.519654583E-1,3.994592616E0,2.469652807E0,-1.692659588E0
4.718814583E-1,5.823077762E0,2.179730533E-1,-1.834627646E0
4.917974583E-1,4.303568847E0,-4.034460394E0,-1.666607319E0
5.117134583E-1,3.641683331E0,-3.349900253E0,-2.794867925E0
5.316284583E-1,8.580707109E-1,-5.072290009E0,2.981191206E-1
5.515439583E-1,2.652121603E-2,-3.682175299E0,1.725028020E0
5.714599583E-1,8.382007027E-1,-2.684737957E0,1.457634848E0
5.913759583E-1,-8.910010600E-1,-2.582945534E0,8.828465331E-1
6.112909583E-1,-4.096370421E0,-1.467705508E0,-1.377895199E0
6.312069583E-1,-4.409754868E0,-8.118230358E-1,-1.641453767E0
6.511229583E-1,-4.157600709E0,-3.281387258E-1,-7.681662619E-2
6.710379583E-1,-4.501436285E0,9.513376012E-1,1.952566570E-1
6.909539583E-1,-5.678215917E0,1.524491327E0,7.524828601E-1
7.108699583E-1,-7.536192665E0,1.218390465E0,1.350232607E0
7.307859583E-1,-7.484825460E0,7.839657310E-1,2.271677487E0
7.507009583E-1,-6.043022532E0,1.194054646E0,2.019734413E0
7.706169583E-1,-6.194488807E0,7.127352422E-1,1.165945034E0
7.905329583E-1,-6.341193693E0,1.470746352E0,-1.202729575E0
8.104489583E-1,-4.690431744E0,8.862782639E-1,-1.902663070E0
8.303639583E-1,-3.017384886E0,1.905702306E0,-3.428989253E-1
8.502799583E-1,-5.970919347E-1,2.849096757E0,-4.006710970E-1
8.701959583E-1,-1.126523983E0,-1.959928215E-2,7.352351088E-2
8.901119583E-1,-2.356019772E0,-4.071357787E-1,-8.889919567E-1
9.100269583E-1,1.242284819E0,1.272578074E0,-1.749660001E0
9.299429583E-1,2.061611295E0,1.072136106E0,-4.731635976E-1
9.498589583E-1,-1.290305663E0,2.057829900E0,3.667682390E0
9.697749583E-1,-1.943981688E0,3.797059638E0,3.974391071E0
9.896899583E-1,-2.425656602E0,2.424459677E0,3.543881632E0
1.009605958E0,-3.041285965E0,1.422127631E0,-1.309578963E-1
1.029521958E0,-3.033760014E0,7.106559724E-1,-2.122973145E0
1.049436958E0,-1.898889130E0,2.106864651E0,5.620764685E-1
1.069352958E0,-1.379485057E0,3.897155199E0,2.939782394E0
1.089268958E0,-3.143388875E0,1.883803899E0,2.218199584E0
1.109184958E0,-6.010720759E0,-3.120501119E-1,-1.037116255E0
1.129099958E0,-5.561518357E0,-2.011501241E0,9.263275981E-1
1.149015958E0,-1.817232179E0,-1.205891165E0,8.105579907E-1
1.168931958E0,-4.383221372E0,-1.489409788E0,-5.958225042E-1
1.188847958E0,-4.701004679E0,-3.915413715E0,-2.045344341E0
1.208762958E0,-6.200057695E0,-1.393631811E0,9.579996264E-1
1.228678958E0,-4.394495974E0,-1.111780813E0,-1.402118898E0
1.248594958E0,-1.123195163E0,-1.218360352E0,-3.348976393E0
1.268510958E0,3.696722002E0,1.276359469E0,-2.682370420E0
1.288425958E0,2.232741171E0,8.825530028E-1,-3.100317700E0
1.308341958E0,5.271087155E0,2.166319724E0,-3.454799302E0
1.328257958E0,1.271178134E1,2.546229405E0,3.786853323E0
1.348173958E0,1.033013556E1,-8.149454489E-1,-1.720113874E0
1.368088958E0,8.472326043E0,-3.273458726E0,-7.284834751E-1
1.388004958E0,6.091394793E0,-2.512747956E0,3.264912143E0
1.407920958E0,9.019197997E0,1.620740590E0,4.401645949E0
1.427836958E0,-1.428122782E0,-1.287176233E0,-3.716429458E0
1.447751958E0,-3.805038748E0,-6.324492291E0,-1.323345589E1
1.467667958E0,-4.752467194E0,-6.449774149E-1,-7.191223898E0
1.487583958E0,-1.007868190E0,2.100402600E0,-4.413774244E0
1.507498958E0,5.229249158E0,4.904627240E0,9.256517769E0
1.527414958E0,-1.509376860E0,-1.951451506E0,-2.183103572E0
1.547330958E0,-3.324835578E0,-3.502922179E0,1.412838160E0
1.567246875E0,-1.518113185E0,-2.274927077E0,7.588165641E-1
1.587161875E0,1.211333168E0,1.344953156E-1,5.564175332E-1
1.607077875E0,2.125682160E0,4.207638257E0,6.879155660E-1
1.626993875E0,-4.311777753E-1,5.036448331E0,5.733686113E-1
1.646909875E0,-6.317926453E0,2.995854853E0,-1.587517880E0
1.666824875E0,-5.099608201E0,2.117605401E0,-1.700436385E0
1.686740875E0,9.346768373E-1,8.270792985E-1,6.372763395E-1
1.706656875E0,4.277794320E0,-8.392993945E-1,2.537129091E0
1.726572875E0,2.380507911E0,-1.643956375E-1,2.445869257E0
1.746487875E0,8.591582930E-1,-1.264378524E0,3.741165519E0
1.766403875E0,-1.323276942E0,-1.417017165E0,2.725785996E0
1.786319875E0,-4.639915309E0,-7.904997021E-1,-6.172309148E-1
1.806235875E0,-4.481772684E0,5.237234116E-1,1.078004372E-1
1.826150875E0,-1.789894692E0,2.006581979E0,4.454901147E-1
1.846066875E0,3.169424772E-2,1.847502630E0,-2.950984855E-1
1.865982875E0,-2.171281672E0,5.910371429E-1,1.942678563E-1
1.885898875E0,-2.838217428E0,2.357966895E0,-9.682170510E-2
1.905813875E0,-1.248941875E0,1.563705679E0,2.666517448E-1
1.925729875E0,2.250698555E-1,-1.665357184E-1,-6.340601882E-2
1.945645875E0,1.231517172E-1,-1.695794281E0,-5.440880942E-1
1.965561875E0,-1.508813188E0,-1.470780559E0,-2.315205038E-1
1.985476875E0,-1.810692653E0,-1.505232938E0,1.263050767E0
2.005392875E0,-1.324036496E0,-1.125398394E0,1.831497485E0
2.025308875E0,1.249969230E0,1.619813222E-1,6.583131596E-1
2.045224875E0,2.744531877E0,6.409676868E-1,-1.159768620E0
2.065139875E0,4.835592381E0,3.142276150E0,-1.328965698E0
2.085055875E0,5.763876457E0,4.687921534E0,1.875590900E-1
2.104971875E0,4.831754268E0,1.940100891E0,2.476710981E-1
2.124887875E0,2.378576284E0,-7.193829417E0,2.596929150E0
2.144802875E0,2.862279305E-1,-1.216500587E1,4.013948654E0
2.164718875E0,-8.828547192E0,-5.427125952E0,-4.180659204E0
2.184634875E0,-4.547096900E0,-3.630620399E0,-6.116550100E0
2.204550875E0,4.279701974E0,-1.766671305E0,-4.058599747E0
2.224466875E0,3.049725251E0,-3.205156522E0,-2.893366612E0
2.244381875E0,-3.152046263E0,-4.093647957E0,-5.062115854E-1
2.264297875E0,-2.573638521E0,5.697491848E-1,6.255117416E-2
2.284213875E0,2.677283927E0,2.702430462E0,-1.650593550E0
2.304129875E0,5.245867530E0,3.882521957E0,-2.089525902E0
2.324044875E0,4.763599123E0,4.389266809E0,-2.000985024E0
2.343960875E0,3.251631069E0,3.205275806E0,-1.822971221E0
2.363876875E0,6.594095126E-1,2.911669566E0,-2.631036544E0
2.383792875E0,-1.533006335E0,1.005137306E1,-3.567737980E0
2.403707875E0,-5.423368531E-1,7.606140566E0,-2.909573047E0
2.423623875E0,-3.174912384E-1,1.358652597E0,6.693225896E-1
2.443539875E0,-1.396192306E-1,-4.380012420E0,5.638002276E0
2.463455875E0,-6.055779403E0,-1.150107792E1,1.854916314E1
2.483370875E0,-2.656369606E0,-1.182309110E1,7.965788768E0
2.503286875E0,-7.145449555E-1,-6.186854097E0,1.400795234E0
2.523202875E0,1.871561291E0,5.000542334E0,2.029396060E-1
2.543118875E0,2.924317093E0,8.537549980E0,2.700293890E0
2.563034000E0,4.518312519E0,4.277199073E0,1.747908175E0
2.582950000E0,5.402372934E0,-4.209825701E-1,-9.804903567E-3
2.602866000E0,2.357748063E0,-2.892407084E0,-4.442881683E0
