"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.617348900E-2,0.000000000E0,0.000000000E0,0.000000000E0
2.128859400E-2,-4.237079620E-2,3.777408600E-2,-1.932144165E-2
2.640364600E-2,-8.089542389E-2,-1.478195190E-5,-8.015155792E-2
3.151875000E-2,-6.383848190E-2,-3.170537949E-2,-2.386598587E-1
3.663385400E-2,-2.365350723E-2,-9.989261627E-2,-2.610969543E-1
4.174890600E-2,7.536363602E-2,-1.180877686E-1,-1.475973129E-1
4.686401000E-2,1.042821407E-1,-1.697468758E-1,-3.862190247E-2
5.197911400E-2,3.093471527E-1,-2.496881485E-1,5.720901489E-2
5.709416700E-2,7.485463619E-1,-3.585853577E-1,1.232414246E-1
6.220927100E-2,1.209337950E0,-4.878735542E-1,6.792736053E-2
6.732437500E-2,1.533188939E0,-5.504755974E-1,5.772304535E-2
7.243947900E-2,1.622923493E0,-5.604062080E-1,2.618474960E-1
7.755453100E-2,1.604635596E0,-4.860401154E-1,7.322149277E-1
8.266963500E-2,1.353882074E0,-4.501185417E-1,1.253464699E0
8.778473900E-2,9.481503963E-1,-4.826650620E-1,1.708522797E0
9.289979200E-2,3.532198668E-1,-6.502785683E-1,1.970754623E0
9.801489600E-2,-3.577772379E-1,-8.290910721E-1,1.866530418E0
1.031300000E-1,-8.966548443E-1,-9.551372528E-1,1.681206703E0
1.082450520E-1,-1.328625083E0,-1.010137081E0,1.215509415E0
1.133601560E-1,-1.607941747E0,-8.675913811E-1,5.977687836E-1
1.184752600E-1,-1.723753333E0,-7.036702633E-1,4.074096680E-1
1.235903640E-1,-1.501732469E0,-5.221755505E-1,7.666606903E-1
1.287054170E-1,-9.616824389E-1,-3.882157803E-1,7.955760956E-1
1.338205210E-1,-3.633569479E-1,-3.647811413E-1,3.568582535E-1
1.389356250E-1,2.511763573E-1,-3.965480328E-1,-1.197614670E-1
1.440506770E-1,7.487055063E-1,-4.466972351E-1,-1.560010910E-1
1.491657810E-1,1.180345416E0,-4.536519051E-1,1.036634445E-1
1.542808850E-1,9.882805347E-1,-6.415565014E-1,-5.206527710E-1
1.593959890E-1,5.803653002E-1,-8.516049385E-1,-1.083507538E0
1.645110420E-1,2.240467072E-1,-1.159152508E0,-1.030728340E0
1.696261460E-1,-2.532779574E-1,-1.347408056E0,-1.126867294E0
1.747412500E-1,-6.523829699E-1,-1.454040289E0,-1.202868462E0
1.798563540E-1,-7.492557764E-1,-1.490372181E0,-8.577518463E-1
1.849714060E-1,-9.207016230E-1,-1.506410837E0,-7.465496063E-1
1.900865100E-1,-8.536985517E-1,-1.441454411E0,-7.852134705E-1
1.952016140E-1,-3.884911537E-1,-1.217015982E0,-7.946262360E-1
2.003166670E-1,4.196099639E-1,-8.301289678E-1,-8.342819214E-1
2.054317710E-1,1.387469411E0,-5.016642809E-1,-1.017945290E0
2.105468750E-1,2.285070896E0,-1.235382557E-1,-1.365873337E0
2.156619790E-1,3.006044149E0,1.732066870E-1,-1.708181381E0
2.207770310E-1,3.409055710E0,3.320344687E-1,-2.015250206E0
2.258921350E-1,3.403796673E0,1.380176544E-1,-2.488161087E0
2.310072390E-1,3.078512907E0,-1.002421379E-1,-3.153881073E0
2.361223440E-1,2.595029831E0,-3.403103352E-1,-3.845377922E0
2.412373960E-1,2.096875191E0,-4.430652857E-1,-4.476393700E0
2.463525000E-1,1.770076752E0,5.653870106E-2,-5.120234489E0
2.514676040E-1,1.061229229E0,-1.313123703E-1,-5.470659256E0
2.565827080E-1,7.896947861E-1,-3.554919958E-1,-5.546409607E0
2.616978120E-1,5.968773365E-1,-5.017534494E-1,-5.377737999E0
2.668128640E-1,4.256412983E-1,-6.400078535E-1,-5.002891541E0
2.719279690E-1,2.323768139E-1,-7.510942221E-1,-4.498535156E0
2.770430730E-1,1.454064846E-1,-8.668818474E-1,-3.949954033E0
2.821581770E-1,1.469135284E-2,-8.936136961E-1,-3.466179848E0
2.872732290E-1,-8.205199242E-2,-1.070584059E0,-2.615675449E0
2.923883330E-1,-1.422270536E-1,-1.151265502E0,-1.612631798E0
2.975034370E-1,-4.294172525E-1,-1.180839300E0,-7.890815735E-1
3.026185420E-1,-8.745858669E-1,-1.112465978E0,-3.533306122E-1
3.077335940E-1,-1.422496796E0,-9.075567722E-1,-3.946571350E-1
3.128486980E-1,-2.020602226E0,-5.681169033E-1,-7.333688736E-1
3.179638020E-1,-2.335543156E0,-6.961244345E-2,-1.170946121E0
3.230789060E-1,-2.335249901E0,4.849799871E-1,-1.664029121E0
3.281940100E-1,-1.934589148E0,1.239433527E0,-2.127626419E0
3.333090620E-1,-2.043279648E0,1.556390166E0,-2.637168884E0
3.384241670E-1,-2.047695875E0,1.713428974E0,-2.883683205E0
3.435392710E-1,-1.959959745E0,1.949587703E0,-3.003402233E0
3.486543750E-1,-1.736374855E0,2.353469849E0,-3.034854889E0
3.537694270E-1,-1.421778202E0,2.232893944E0,-2.903891563E0
3.588845310E-1,-1.071058750E0,2.175042868E0,-2.900642395E0
3.639996350E-1,-7.875408530E-1,1.979284048E0,-2.733132839E0
