"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.517406200E-2,-1.515000057E1,-1.248750019E1,-3.881250000E1
3.517406200E-2,-1.485000038E1,-1.188750076E1,-3.821250153E1
4.517406200E-2,-1.554375076E1,-1.162500000E1,-3.806250000E1
5.517406200E-2,-1.631250000E1,-1.151250076E1,-3.765000153E1
6.517406200E-2,-1.719375038E1,-1.106250000E1,-3.690000153E1
7.517406200E-2,-1.785000038E1,-1.108125019E1,-3.663750076E1
8.517406200E-2,-1.846875000E1,-1.072500038E1,-3.609375000E1
9.517406200E-2,-1.918125153E1,-1.053750038E1,-3.579375076E1
1.051740620E-1,-2.026875114E1,-9.843750000E0,-3.517500305E1
1.151740620E-1,-2.154375076E1,-9.656250000E0,-3.446250153E1
1.251740620E-1,-2.246250153E1,-9.168750763E0,-3.358125305E1
1.351740620E-1,-2.351250076E1,-8.850000381E0,-3.300000000E1
1.451740620E-1,-2.409375191E1,-8.587500572E0,-3.277500153E1
1.551740620E-1,-2.460000038E1,-7.950000286E0,-3.213750076E1
1.651740620E-1,-2.510625076E1,-7.706250191E0,-3.150000191E1
1.751740620E-1,-2.557500076E1,-7.256250381E0,-3.123750114E1
1.851740620E-1,-2.600625038E1,-7.275000095E0,-3.073125076E1
1.951740620E-1,-2.664375114E1,-6.862500191E0,-3.058125114E1
2.051740620E-1,-2.720625114E1,-6.825000286E0,-3.022500038E1
2.151740620E-1,-2.761875153E1,-6.562500477E0,-2.966250038E1
2.251740620E-1,-2.866875076E1,-6.431250095E0,-2.883750153E1
2.351740620E-1,-2.971875191E1,-6.431250095E0,-2.816250038E1
2.451740620E-1,-3.069375038E1,-6.637500286E0,-2.775000191E1
2.551740620E-1,-3.165000153E1,-6.750000477E0,-2.675625038E1
2.651740620E-1,-3.249375153E1,-6.637500286E0,-2.572500038E1
2.751740620E-1,-3.322500229E1,-6.581250191E0,-2.469375038E1
2.851740620E-1,-3.363750076E1,-6.506250381E0,-2.415000153E1
2.951740620E-1,-3.423750305E1,-6.412500381E0,-2.383125114E1
3.051740620E-1,-3.380625153E1,-6.225000381E0,-2.386875153E1
3.151740620E-1,-3.354375076E1,-6.093750477E0,-2.400000000E1
3.251740620E-1,-3.309375000E1,-5.550000191E0,-2.428125191E1
3.351740620E-1,-3.258750153E1,-5.362500191E0,-2.484375191E1
3.451740620E-1,-3.206250000E1,-5.100000381E0,-2.550000191E1
3.551740620E-1,-3.133125114E1,-4.668750286E0,-2.636250114E1
3.651740620E-1,-3.110625076E1,-4.387500286E0,-2.690625191E1
3.751740620E-1,-3.058125114E1,-4.218750000E0,-2.756250191E1
3.851740620E-1,-3.045000076E1,-4.218750000E0,-2.805000114E1
3.951740620E-1,-2.983125114E1,-4.256250381E0,-2.827500153E1
4.051740620E-1,-2.962500191E1,-4.406250000E0,-2.865000153E1
4.151740620E-1,-2.911875153E1,-4.293750286E0,-2.880000114E1
4.251740620E-1,-2.896875191E1,-4.443750381E0,-2.913750076E1
4.351740620E-1,-2.895000076E1,-4.556250095E0,-2.902500153E1
4.451740620E-1,-2.887500191E1,-4.612500191E0,-2.919375038E1
4.551740620E-1,-2.868750191E1,-4.687500000E0,-2.913750076E1
4.651740620E-1,-2.870625114E1,-4.593750000E0,-2.908125114E1
4.751740620E-1,-2.900625038E1,-4.462500095E0,-2.895000076E1
4.851740620E-1,-2.906250191E1,-4.275000095E0,-2.885625076E1
4.951740620E-1,-2.938125038E1,-4.068750381E0,-2.865000153E1
5.051740620E-1,-2.964375114E1,-3.581250191E0,-2.829375076E1
5.151740620E-1,-2.949375153E1,-3.300000191E0,-2.818125153E1
5.251740620E-1,-2.953125191E1,-2.868750095E0,-2.769375038E1
5.351740620E-1,-2.973750114E1,-2.418750048E0,-2.730000114E1
5.451740620E-1,-3.018750191E1,-2.043750048E0,-2.696250153E1
5.551740620E-1,-3.031875038E1,-1.912500024E0,-2.673750114E1
5.651740620E-1,-3.052500153E1,-1.781250119E0,-2.630625153E1
5.751740620E-1,-3.056250191E1,-1.593750119E0,-2.632500076E1
5.851740620E-1,-3.052500153E1,-1.462500095E0,-2.655000114E1
5.951740620E-1,-3.075000191E1,-1.425000072E0,-2.668125153E1
6.051740620E-1,-3.082500076E1,-1.350000024E0,-2.705625153E1
6.151740620E-1,-3.060000038E1,-1.425000072E0,-2.769375038E1
6.251740620E-1,-3.016875076E1,-1.462500095E0,-2.795625114E1
6.351740620E-1,-2.986875153E1,-1.462500095E0,-2.844375038E1
6.451740620E-1,-2.958750153E1,-1.537500024E0,-2.898750114E1
6.551740620E-1,-2.940000153E1,-1.743750095E0,-2.911875153E1
6.651740620E-1,-2.921250153E1,-2.006250143E0,-2.898750114E1
6.751740620E-1,-2.874375153E1,-2.287500143E0,-2.932500076E1
6.851740620E-1,-2.844375038E1,-2.681250095E0,-2.958750153E1
6.951740620E-1,-2.808750153E1,-2.812500000E0,-2.940000153E1
7.051740620E-1,-2.793750191E1,-3.093750238E0,-2.964375114E1
7.151740620E-1,-2.790000153E1,-2.925000191E0,-2.977500153E1
7.251740620E-1,-2.790000153E1,-2.625000000E0,-2.983125114E1
7.351740620E-1,-2.776875114E1,-2.756250143E0,-3.005625153E1
7.451740620E-1,-2.767500114E1,-2.906250000E0,-3.016875076E1
7.551740620E-1,-2.780625153E1,-2.868750095E0,-3.003750038E1
7.651740620E-1,-2.788125038E1,-2.700000048E0,-3.003750038E1
7.751740620E-1,-2.814375114E1,-2.775000095E0,-3.000000191E1
7.851740620E-1,-2.808750153E1,-2.831250191E0,-2.990625191E1
7.951740620E-1,-2.812500191E1,-3.093750238E0,-2.990625191E1
8.051740620E-1,-2.778750038E1,-3.375000238E0,-2.973750114E1
8.151740620E-1,-2.760000038E1,-3.356250048E0,-2.975625038E1
8.251740620E-1,-2.745000076E1,-3.093750238E0,-3.015000153E1
8.351740620E-1,-2.733750153E1,-2.981250048E0,-3.046875191E1
8.451740620E-1,-2.707500076E1,-2.981250048E0,-3.060000038E1
8.551740620E-1,-2.694375038E1,-2.587500095E0,-3.082500076E1
8.651740620E-1,-2.688750076E1,-2.081250191E0,-3.097500038E1
8.751740620E-1,-2.671875191E1,-1.856250048E0,-3.106875038E1
8.851740620E-1,-2.692500114E1,-1.781250119E0,-3.127500153E1
8.951740620E-1,-2.709375191E1,-1.481250048E0,-3.120000076E1
9.051740620E-1,-2.709375191E1,-1.350000024E0,-3.088125038E1
9.151740620E-1,-2.716875076E1,-1.237500072E0,-3.063750076E1
9.251740620E-1,-2.735625076E1,-1.275000095E0,-3.063750076E1
9.351740620E-1,-2.728125191E1,-1.443750024E0,-3.048750114E1
9.451740620E-1,-2.743125153E1,-1.631250024E0,-3.060000038E1
9.551740620E-1,-2.750625038E1,-1.593750119E0,-3.086250114E1
9.651740620E-1,-2.754375076E1,-1.556250095E0,-3.082500076E1
9.751740620E-1,-2.746875191E1,-1.612500072E0,-3.097500038E1
9.851740620E-1,-2.754375076E1,-1.818750024E0,-3.108750153E1
9.951740620E-1,-2.750625038E1,-1.968750119E0,-3.103125191E1
1.005174062E0,-2.739375114E1,-2.175000191E0,-3.101250076E1
1.015174062E0,-2.765625191E1,-2.043750048E0,-3.101250076E1
1.025174062E0,-2.775000191E1,-2.100000143E0,-3.075000191E1
1.035174062E0,-2.810625076E1,-2.137500048E0,-3.045000076E1
1.045174062E0,-2.818125153E1,-1.931250095E0,-3.050625038E1
1.055174062E0,-2.846250153E1,-1.893750072E0,-3.054375076E1
1.065174062E0,-2.857500076E1,-1.818750024E0,-3.075000191E1
1.075174062E0,-2.881875038E1,-1.575000048E0,-3.099375153E1
1.085174062E0,-2.908125114E1,-1.312500000E0,-3.093750191E1
1.095174062E0,-2.898750114E1,-1.500000000E0,-3.095625114E1
1.105174062E0,-2.885625076E1,-1.275000095E0,-3.105000114E1
1.115174062E0,-2.855625153E1,-1.106250048E0,-3.095625114E1
1.125174062E0,-2.865000153E1,-1.237500072E0,-3.065625191E1
1.135174062E0,-2.868750191E1,-1.143750072E0,-3.013125038E1
1.145174062E0,-2.887500191E1,-1.181250095E0,-2.966250038E1
1.155174062E0,-2.887500191E1,-1.275000095E0,-2.904375076E1
1.165174062E0,-2.878125191E1,-1.275000095E0,-2.861250114E1
1.175174062E0,-2.904375076E1,-1.237500072E0,-2.816250038E1
1.185174062E0,-2.928750038E1,-1.425000072E0,-2.752500153E1
1.195174062E0,-2.970000076E1,-1.443750024E0,-2.718750191E1
1.205174062E0,-2.998125076E1,-1.556250095E0,-2.694375038E1
1.215174062E0,-3.013125038E1,-1.593750119E0,-2.673750114E1
1.225174062E0,-3.005625153E1,-1.500000000E0,-2.656875038E1
1.235174062E0,-3.024375153E1,-1.368750095E0,-2.656875038E1
1.245174062E0,-3.045000076E1,-1.293750048E0,-2.658750153E1
1.255174062E0,-3.028125191E1,-1.181250095E0,-2.679375076E1
1.265174062E0,-3.018750191E1,-8.812500238E-1,-2.701875114E1
1.275174062E0,-3.011250114E1,-9.375000596E-1,-2.696250153E1
1.285174062E0,-2.990625191E1,-1.050000072E0,-2.698125076E1
1.295174062E0,-2.966250038E1,-1.275000095E0,-2.728125191E1
1.305174062E0,-2.994375038E1,-1.518750072E0,-2.713125038E1
1.315174062E0,-2.986875153E1,-1.893750072E0,-2.701875114E1
1.325174062E0,-3.000000191E1,-1.950000048E0,-2.675625038E1
1.335174062E0,-3.031875038E1,-2.212500095E0,-2.653125191E1
1.345174062E0,-3.048750114E1,-2.643750191E0,-2.634375191E1
1.355174062E0,-3.060000038E1,-2.793750048E0,-2.636250114E1
1.365174062E0,-3.067500114E1,-2.775000095E0,-2.647500038E1
1.375174062E0,-3.091875076E1,-2.625000000E0,-2.640000153E1
1.385174062E0,-3.084375191E1,-2.737500191E0,-2.628750038E1
1.395174062E0,-3.093750191E1,-2.868750095E0,-2.638125038E1
1.405174062E0,-3.076875114E1,-3.112500191E0,-2.671875191E1
1.415174062E0,-3.030000114E1,-3.300000191E0,-2.660625076E1
1.425174062E0,-2.998125076E1,-3.337500095E0,-2.671875191E1
1.435174062E0,-2.966250038E1,-3.450000048E0,-2.696250153E1
1.445174062E0,-2.943750191E1,-3.281250238E0,-2.709375191E1
1.455174062E0,-2.904375076E1,-3.412500143E0,-2.718750191E1
1.465174062E0,-2.878125191E1,-3.093750238E0,-2.784375191E1
1.475174062E0,-2.866875076E1,-3.112500191E0,-2.812500191E1
1.485174062E0,-2.821875191E1,-2.737500191E0,-2.814375114E1
1.495174062E0,-2.810625076E1,-2.587500095E0,-2.857500076E1
1.505174062E0,-2.771250153E1,-2.493750095E0,-2.893125153E1
1.515174062E0,-2.775000191E1,-2.062500000E0,-2.936250114E1
1.525174062E0,-2.750625038E1,-1.987500072E0,-2.960625076E1
1.535174062E0,-2.716875076E1,-2.006250143E0,-3.001875114E1
1.545174062E0,-2.677500153E1,-2.062500000E0,-3.011250114E1
1.555174062E0,-2.611875153E1,-1.762500048E0,-3.046875191E1
1.565174062E0,-2.589375114E1,-1.837500095E0,-3.073125076E1
1.575174062E0,-2.563125038E1,-1.800000072E0,-3.099375153E1
1.585174062E0,-2.576250076E1,-1.706250072E0,-3.125625038E1
1.595174062E0,-2.538750076E1,-1.950000048E0,-3.101250076E1
1.605174062E0,-2.542500114E1,-2.212500095E0,-3.082500076E1
1.615174062E0,-2.548125076E1,-2.081250191E0,-3.086250114E1
1.625174062E0,-2.533125114E1,-1.912500024E0,-3.088125038E1
1.635174062E0,-2.542500114E1,-1.987500072E0,-3.065625191E1
1.645174062E0,-2.563125038E1,-2.062500000E0,-3.063750076E1
1.655174062E0,-2.572500038E1,-1.968750119E0,-3.071250153E1
1.665174062E0,-2.550000191E1,-2.062500000E0,-3.067500114E1
1.675173593E0,-2.544375038E1,-2.212500095E0,-3.088125038E1
1.685173593E0,-2.523750114E1,-2.043750048E0,-3.114375114E1
1.695173593E0,-2.525625038E1,-2.156250000E0,-3.112500191E1
1.705173593E0,-2.538750076E1,-2.475000143E0,-3.125625038E1
1.715173593E0,-2.535000038E1,-2.493750095E0,-3.136875153E1
1.725173593E0,-2.535000038E1,-2.531250000E0,-3.150000191E1
1.735173593E0,-2.525625038E1,-2.662500143E0,-3.136875153E1
1.745173593E0,-2.527500153E1,-2.681250095E0,-3.138750076E1
1.755173593E0,-2.521875191E1,-2.643750191E0,-3.138750076E1
1.765173593E0,-2.536875153E1,-2.568750143E0,-3.123750114E1
1.775173593E0,-2.550000191E1,-2.568750143E0,-3.129375076E1
1.785173593E0,-2.561250114E1,-2.362500191E0,-3.118125153E1
1.795173593E0,-2.565000153E1,-2.306250095E0,-3.097500038E1
1.805173593E0,-2.566875076E1,-2.193750143E0,-3.093750191E1
1.815173593E0,-2.566875076E1,-1.987500072E0,-3.099375153E1
1.825173593E0,-2.576250076E1,-1.631250024E0,-3.093750191E1
1.835173593E0,-2.578125191E1,-1.650000095E0,-3.069375038E1
1.845173593E0,-2.587500191E1,-1.650000095E0,-3.065625191E1
1.855173593E0,-2.559375191E1,-1.368750095E0,-3.041250038E1
1.865173593E0,-2.542500114E1,-1.368750095E0,-3.050625038E1
1.875173593E0,-2.555625153E1,-1.462500095E0,-3.056250191E1
1.885173593E0,-2.559375191E1,-1.650000095E0,-3.039375114E1
1.895173593E0,-2.593125153E1,-1.668750048E0,-3.009375191E1
