"Time (s)","Pressure (hPa)"
6.158807300E-2,1.011017456E3
1.015921350E-1,1.011021240E3
1.415964580E-1,1.011093750E3
1.815835940E-1,1.011033752E3
2.215925520E-1,1.011113708E3
2.615980210E-1,1.011032471E3
3.015976560E-1,1.011009949E3
3.415930210E-1,1.011070007E3
3.816237500E-1,1.011033752E3
4.215932290E-1,1.010984985E3
4.615964580E-1,1.011066223E3
5.015865100E-1,1.011096252E3
5.415950520E-1,1.011077454E3
5.815973440E-1,1.011063721E3
6.215839580E-1,1.011046204E3
6.615837500E-1,1.011033752E3
7.015918750E-1,1.011086243E3
7.416000000E-1,1.011056213E3
7.815938540E-1,1.011048706E3
8.215943750E-1,1.011032471E3
8.615973960E-1,1.011059998E3
9.015939580E-1,1.011106201E3
9.415838540E-1,1.011016235E3
9.815939580E-1,1.011016235E3
1.021591927E0,1.011043701E3
1.061583698E0,1.011111206E3
1.101592812E0,1.011127502E3
1.141599062E0,1.011108704E3
1.181583594E0,1.011073730E3
1.221591614E0,1.011169983E3
1.261592552E0,1.011099976E3
1.301596875E0,1.011014954E3
1.341592396E0,1.010959961E3
1.381616406E0,1.010933716E3
1.421595260E0,1.011067505E3
1.461601146E0,1.011057495E3
1.501583854E0,1.011070007E3
1.541593489E0,1.011034973E3
1.581592239E0,1.011107483E3
1.621589479E0,1.011127502E3
1.661610573E0,1.011077454E3
1.701597239E0,1.011056213E3
1.741608020E0,1.011068726E3
1.781596666E0,1.011068726E3
1.821583750E0,1.011044983E3
1.861607448E0,1.011082458E3
1.901596250E0,1.010981201E3
1.941592083E0,1.011008728E3
1.981593645E0,1.011091248E3
2.021598073E0,1.011026245E3
2.061583906E0,1.011046204E3
2.101591718E0,1.011079956E3
2.141591510E0,1.011037476E3
2.181583281E0,1.011066223E3
2.221591718E0,1.011093750E3
2.261600364E0,1.011181213E3
2.301591979E0,1.011101257E3
2.341592395E0,1.011059998E3
2.381594843E0,1.011113708E3
2.421594062E0,1.011034973E3
2.461596979E0,1.011029968E3
2.501587187E0,1.011054993E3
2.541612031E0,1.011053711E3
2.581597187E0,1.011026245E3
2.621583958E0,1.011027466E3
2.663870937E0,1.011037476E3
2.701592395E0,1.011037476E3
2.741609583E0,1.011127502E3
2.781627135E0,1.011087463E3
2.821595989E0,1.011068726E3
2.861598073E0,1.011073730E3
2.901591979E0,1.011111206E3
2.941592500E0,1.011037476E3
2.981594114E0,1.011021240E3
3.021593698E0,1.011000000E3
3.061583854E0,1.011083740E3
3.101594323E0,1.011047485E3
3.141591718E0,1.011046204E3
3.181582500E0,1.011084961E3
3.221607291E0,1.011076233E3
3.261605729E0,1.011059998E3
3.301595104E0,1.011093750E3
3.341591770E0,1.011101257E3
3.381596458E0,1.011081238E3
3.421593645E0,1.011102478E3
3.461597708E0,1.011067505E3
3.501587083E0,1.011077454E3
3.541597708E0,1.011026245E3
3.581591562E0,1.011125000E3
3.621587812E0,1.011079956E3
3.661595208E0,1.011054993E3
3.701594948E0,1.011096252E3
3.741611093E0,1.011070007E3
3.781592343E0,1.011142456E3
3.821582395E0,1.011089966E3
3.861601458E0,1.011093750E3
3.901592083E0,1.011125000E3
3.941582395E0,1.011072449E3
3.981592500E0,1.010948730E3
4.021596354E0,1.010974976E3
4.061582760E0,1.011051208E3
4.101593020E0,1.011076233E3
4.141594270E0,1.011052490E3
4.181583281E0,1.011043701E3
4.221593385E0,1.011041199E3
4.261594687E0,1.011083740E3
4.301592500E0,1.011083740E3
4.341592083E0,1.011130005E3
4.381592239E0,1.011111206E3
4.421593906E0,1.011087463E3
4.461591718E0,1.011038757E3
4.501580833E0,1.011104980E3
4.541594687E0,1.011074951E3
4.581592343E0,1.011009949E3
4.621588593E0,1.011068726E3
4.661591718E0,1.011073730E3
4.701592916E0,1.011039978E3
4.741609843E0,1.011052490E3
4.781592239E0,1.011076233E3
4.821592760E0,1.011047485E3
4.861583698E0,1.011098755E3
4.901593645E0,1.011149963E3
4.941583125E0,1.011023743E3
4.981596666E0,1.011065002E3
5.021593593E0,1.011078735E3
5.061583906E0,1.011051208E3
5.101602083E0,1.010969971E3
5.141608489E0,1.011011230E3
5.181587291E0,1.011049988E3
5.221600052E0,1.010994995E3
5.261591979E0,1.011022461E3
5.301594427E0,1.011033752E3
5.341593593E0,1.011109985E3
5.381588125E0,1.011038757E3
5.421598750E0,1.011091248E3
5.461592552E0,1.011043701E3
5.501583437E0,1.011117493E3
5.541597187E0,1.011016235E3
5.581597343E0,1.011054993E3
5.621585989E0,1.011027466E3
5.661591770E0,1.010988708E3
5.701595937E0,1.011013733E3
5.741605729E0,1.011018738E3
5.781591510E0,1.011009949E3
5.821600885E0,1.011056213E3
5.861593854E0,1.011053711E3
5.901601354E0,1.011088745E3
5.941591979E0,1.011076233E3
5.981597812E0,1.011093750E3
6.021593645E0,1.011056213E3
6.061583541E0,1.011068726E3
6.101600729E0,1.011048706E3
6.141597187E0,1.010988708E3
6.181586250E0,1.011007507E3
6.221602656E0,1.011076233E3
6.261606458E0,1.011027466E3
6.301593593E0,1.011092468E3
6.341602760E0,1.011076233E3
6.381597708E0,1.011059998E3
6.421594531E0,1.011053711E3
6.461593281E0,1.011082458E3
6.501584114E0,1.011053711E3
6.541593281E0,1.011091248E3
6.581591458E0,1.011038757E3
6.621582812E0,1.011012451E3
6.661594531E0,1.011012451E3
6.701592083E0,1.011066223E3
6.741606406E0,1.011037476E3
6.781592135E0,1.010957458E3
6.821591770E0,1.011026245E3
6.861593645E0,1.011057495E3
6.901596979E0,1.011054993E3
6.941585781E0,1.011086243E3
6.981591406E0,1.011071228E3
7.021595364E0,1.011082458E3
7.061584062E0,1.011059998E3
7.101607031E0,1.011072449E3
7.141600364E0,1.011089966E3
7.181585000E0,1.011007507E3
7.221602604E0,1.011044983E3
7.261606927E0,1.011011230E3
7.301596562E0,1.011037476E3
7.341593645E0,1.011071228E3
7.381583906E0,1.010977478E3
7.421593750E0,1.011051208E3
7.461597187E0,1.011094971E3
7.501583489E0,1.011046204E3
7.541596718E0,1.011018738E3
7.581591510E0,1.010984985E3
7.621582656E0,1.011061218E3
7.661593958E0,1.011031250E3
7.701592552E0,1.011046204E3
7.741592291E0,1.010972473E3
7.781598489E0,1.011013733E3
7.821594323E0,1.011032471E3
7.861600885E0,1.010998718E3
7.901592239E0,1.011038757E3
7.941585989E0,1.010987488E3
7.981592239E0,1.011047485E3
8.021591718E0,1.011061218E3
8.061586927E0,1.011109985E3
8.101591927E0,1.011048706E3
8.141594687E0,1.011097473E3
8.181582604E0,1.011044983E3
8.221592552E0,1.011016235E3
8.261592656E0,1.011043701E3
8.301595416E0,1.011026245E3
8.341603437E0,1.011074951E3
8.381592500E0,1.011017456E3
8.421593073E0,1.011034973E3
8.461600781E0,1.011019958E3
8.501583229E0,1.010982483E3
8.541591458E0,1.010979980E3
8.581591823E0,1.011073730E3
8.621583750E0,1.011034973E3
8.661593906E0,1.011034973E3
8.701591250E0,1.011046204E3
8.741593802E0,1.011041199E3
8.781593333E0,1.011037476E3
8.821591979E0,1.011037476E3
8.861595260E0,1.011094971E3
8.901592291E0,1.011011230E3
8.941587708E0,1.011000000E3
8.981594895E0,1.011054993E3
9.021591979E0,1.011076233E3
9.061583802E0,1.011009949E3
