"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212635911E1,1.189664854E2,1.132677351E1,4.690000057E0,4.970000076E1,2.337759972E1,1.359738731E1
6.989880200E-1,3.212660294E1,1.189665546E2,3.018730864E1,1.980000019E0,7.819999695E1,1.251573944E1,1.127488804E1
1.707550989E0,3.212658685E1,1.189665572E2,3.291059851E1,1.059999943E0,7.459999847E1,8.461139679E0,7.846747875E0
2.705922707E0,3.212657643E1,1.189665748E2,3.055639463E1,1.559999943E0,9.550000000E1,6.276681900E0,5.338369846E0
3.708214061E0,3.212655538E1,1.189665805E2,2.673559742E1,1.259999990E0,7.369999695E1,4.540970802E0,3.573953629E0
4.707750102E0,3.212655515E1,1.189665923E2,2.609542080E1,1.250000000E0,7.400000000E1,3.790092468E0,2.500000000E0
5.704739321E0,3.212655056E1,1.189666058E2,2.577389528E1,1.210000038E0,7.850000000E1,3.790092468E0,2.500000000E0
6.712091768E0,3.212654984E1,1.189666195E2,2.546085997E1,1.250000000E0,8.040000153E1,3.790092468E0,2.500000000E0
7.712005570E0,3.212654945E1,1.189666334E2,2.546368160E1,1.259999990E0,7.690000153E1,3.790092468E0,2.500000000E0
8.716332757E0,3.212654986E1,1.189666462E2,2.474531682E1,1.110000014E0,7.509999847E1,3.790092468E0,2.500000000E0
9.704250465E0,3.212655126E1,1.189666583E2,2.444767158E1,1.190000057E0,7.090000153E1,3.790092468E0,2.500000000E0
1.071417224E1,3.212655359E1,1.189666698E2,2.444348703E1,1.169999957E0,6.819999695E1,3.790092468E0,2.500000000E0
1.171685182E1,3.212655648E1,1.189666816E2,2.510843099E1,1.250000000E0,6.619999695E1,3.790092468E0,2.500000000E0
1.271093828E1,3.212655925E1,1.189666946E2,2.522838789E1,1.289999962E0,6.769999695E1,3.790092468E0,2.500000000E0
1.370328312E1,3.212656023E1,1.189667073E2,2.529658471E1,1.240000010E0,7.030000305E1,3.790092468E0,2.500000000E0
1.471523640E1,3.212656059E1,1.189667201E2,2.518960893E1,1.240000010E0,7.609999847E1,3.790092468E0,2.500000000E0
1.571371161E1,3.212656276E1,1.189667322E2,2.515893283E1,1.220000029E0,6.609999847E1,3.790092468E0,2.500000000E0
1.671220890E1,3.212656621E1,1.189667434E2,2.513863802E1,1.159999967E0,6.600000000E1,3.790092468E0,2.500000000E0
1.771118645E1,3.212656792E1,1.189667562E2,2.500670166E1,1.230000019E0,7.840000153E1,3.790092468E0,2.500000000E0
1.871394906E1,3.212656976E1,1.189667694E2,2.487598450E1,1.179999948E0,7.850000000E1,3.790092468E0,2.500000000E0
1.971582072E1,3.212657222E1,1.189667830E2,2.485879293E1,1.269999981E0,7.109999847E1,3.790092468E0,2.500000000E0
2.071345603E1,3.212657491E1,1.189667956E2,2.463518389E1,1.179999948E0,7.300000000E1,3.790092468E0,2.500000000E0
2.170612030E1,3.212657824E1,1.189668082E2,2.458632000E1,1.230000019E0,7.150000000E1,3.790092468E0,2.500000000E0
2.271612650E1,3.212658152E1,1.189668210E2,2.441294309E1,1.230000019E0,7.030000305E1,3.790092468E0,2.500000000E0
2.371736265E1,3.212658497E1,1.189668334E2,2.462543243E1,1.179999948E0,6.650000000E1,3.790092468E0,2.500000000E0
2.471323088E1,3.212658815E1,1.189668458E2,2.465316805E1,1.210000038E0,7.630000305E1,3.790092468E0,2.500000000E0
2.571445390E1,3.212659369E1,1.189668576E2,2.457818759E1,1.240000010E0,5.970000076E1,3.790092468E0,2.500000000E0
2.671325452E1,3.212659927E1,1.189668692E2,2.462918432E1,1.289999962E0,6.370000076E1,3.790092468E0,2.500000000E0
2.771845775E1,3.212660450E1,1.189668812E2,2.482428335E1,1.259999990E0,6.320000076E1,3.790092468E0,2.500000000E0
2.872103983E1,3.212660718E1,1.189668935E2,2.474972331E1,1.169999957E0,7.919999695E1,3.790092468E0,2.500000000E0
2.970233390E1,3.212660798E1,1.189669062E2,2.480687247E1,1.190000057E0,8.040000153E1,3.790092468E0,2.500000000E0
3.071561119E1,3.212660997E1,1.189669199E2,2.498364894E1,1.250000000E0,7.569999695E1,3.790092468E0,2.500000000E0
3.171711530E1,3.212661284E1,1.189669344E2,2.477138659E1,1.220000029E0,6.890000153E1,3.790092468E0,2.500000000E0
3.271045806E1,3.212661672E1,1.189669475E2,2.460496812E1,1.190000057E0,6.100000000E1,3.790092468E0,2.500000000E0
3.370154962E1,3.212662218E1,1.189669596E2,2.498250136E1,1.250000000E0,5.790000153E1,3.790092468E0,2.500000000E0
3.471089311E1,3.212662803E1,1.189669722E2,2.495213542E1,1.309999943E0,6.229999924E1,3.790092468E0,2.500000000E0
3.571292072E1,3.212663241E1,1.189669857E2,2.476642945E1,1.259999990E0,6.850000000E1,3.790092468E0,2.500000000E0
3.671655384E1,3.212663468E1,1.189669988E2,2.469265942E1,1.210000038E0,7.840000153E1,3.790092468E0,2.500000000E0
3.770347400E1,3.212663577E1,1.189670118E2,2.420036959E1,1.289999962E0,7.590000153E1,3.790092468E0,2.500000000E0
3.872320374E1,3.212663741E1,1.189670253E2,2.381598906E1,1.289999962E0,7.280000305E1,3.790092468E0,2.500000000E0
3.970485316E1,3.212664113E1,1.189670375E2,2.362888243E1,1.240000010E0,6.630000305E1,3.790092468E0,2.500000000E0
4.071022759E1,3.212664600E1,1.189670492E2,2.333502910E1,1.240000010E0,6.000000000E1,3.790092468E0,2.500000000E0
4.170524566E1,3.212665200E1,1.189670605E2,2.323600315E1,1.240000010E0,6.090000153E1,3.790092468E0,2.500000000E0
4.271540540E1,3.212665730E1,1.189670715E2,2.321803175E1,1.190000057E0,7.159999847E1,3.790092468E0,2.500000000E0
4.371516858E1,3.212666139E1,1.189670842E2,2.293253558E1,1.250000000E0,6.759999847E1,3.790092468E0,2.500000000E0
4.472082483E1,3.212666853E1,1.189670945E2,2.311690149E1,1.250000000E0,5.040000153E1,3.790092468E0,2.500000000E0
4.570292780E1,3.212667610E1,1.189671034E2,2.327057196E1,1.009999990E0,5.120000076E1,3.790092468E0,2.500000000E0
4.671466654E1,3.212668557E1,1.189671116E2,2.263897032E1,1.080000043E0,4.820000076E1,3.790092468E0,2.500000000E0
4.771386014E1,3.212669578E1,1.189671183E2,2.248869775E1,1.200000048E0,4.470000076E1,3.790092468E0,2.500000000E0
4.871514529E1,3.212670691E1,1.189671232E2,2.243779859E1,1.230000019E0,3.029999924E1,3.790092468E0,2.500000000E0
4.970279977E1,3.212671888E1,1.189671260E2,2.266181022E1,1.210000038E0,2.139999962E1,3.790092468E0,2.500000000E0
5.070348222E1,3.212673070E1,1.189671272E2,2.292562140E1,1.100000024E0,1.560000038E1,3.790092468E0,2.500000000E0
5.171828701E1,3.212674239E1,1.189671290E2,2.265421342E1,1.090000033E0,2.189999962E1,3.790092468E0,2.500000000E0
5.271489378E1,3.212675537E1,1.189671279E2,2.172687278E1,1.299999952E0,3.585000000E2,3.790092468E0,2.500000000E0
5.370378581E1,3.212676796E1,1.189671251E2,2.189395826E1,1.200000048E0,3.552000122E2,3.790092468E0,2.500000000E0
5.471099264E1,3.212678073E1,1.189671231E2,2.138062147E1,1.190000057E0,1.200000048E0,3.790092468E0,2.500000000E0
5.571766144E1,3.212679252E1,1.189671194E2,2.164011598E1,1.169999957E0,3.486000061E2,3.790092468E0,2.500000000E0
5.670401680E1,3.212680419E1,1.189671151E2,2.160328632E1,1.139999986E0,3.488999939E2,3.790092468E0,2.500000000E0
5.770366097E1,3.212681583E1,1.189671121E2,2.164579805E1,1.159999967E0,3.517999878E2,3.790092468E0,2.500000000E0
5.871694362E1,3.212682747E1,1.189671101E2,2.205128247E1,1.149999976E0,3.572999878E2,3.790092468E0,2.500000000E0
5.971447565E1,3.212683918E1,1.189671085E2,2.265427559E1,1.169999957E0,3.541000061E2,3.790092468E0,2.500000000E0
6.071434571E1,3.212685101E1,1.189671055E2,2.232331344E1,1.190000057E0,3.513999939E2,3.790092468E0,2.500000000E0
6.170581487E1,3.212686254E1,1.189671012E2,2.244291680E1,1.200000048E0,3.455000000E2,3.790092468E0,2.500000000E0
6.271230649E1,3.212687296E1,1.189670963E2,2.239381880E1,1.149999976E0,3.377000122E2,3.790092468E0,2.500000000E0
6.371636024E1,3.212688500E1,1.189670922E2,2.270714777E1,1.299999952E0,3.487999878E2,3.790092468E0,2.500000000E0
6.471286362E1,3.212689741E1,1.189670913E2,2.280019124E1,1.139999986E0,3.542999878E2,3.790092468E0,2.500000000E0
6.571267185E1,3.212690983E1,1.189670897E2,2.288621751E1,1.179999948E0,3.506000061E2,3.790092468E0,2.500000000E0
6.671181758E1,3.212692175E1,1.189670872E2,2.281648449E1,1.120000005E0,3.472000122E2,3.790092468E0,2.500000000E0
6.771563872E1,3.212693324E1,1.189670841E2,2.294053924E1,1.220000029E0,3.460000000E2,3.790092468E0,2.500000000E0
6.871835727E1,3.212694445E1,1.189670822E2,2.269538798E1,1.200000048E0,3.527999878E2,3.790092468E0,2.500000000E0
6.971152190E1,3.212695595E1,1.189670816E2,2.245291823E1,1.169999957E0,3.562000122E2,3.790092468E0,2.500000000E0
7.070752294E1,3.212696704E1,1.189670806E2,2.275469945E1,1.129999995E0,3.543999939E2,3.790092468E0,2.500000000E0
7.171492190E1,3.212697782E1,1.189670799E2,2.319374754E1,1.169999957E0,3.557000122E2,3.790092468E0,2.500000000E0
7.271180054E1,3.212698906E1,1.189670777E2,2.351103607E1,1.269999981E0,3.485000000E2,3.790092468E0,2.500000000E0
7.371486695E1,3.212699998E1,1.189670747E2,2.389686923E1,1.220000029E0,3.487000122E2,3.790092468E0,2.500000000E0
7.471176310E1,3.212701052E1,1.189670724E2,2.404624933E1,1.220000029E0,3.507000122E2,3.790092468E0,2.500000000E0
7.571555127E1,3.212702195E1,1.189670704E2,2.419208975E1,1.279999971E0,3.536000061E2,3.790092468E0,2.500000000E0
7.671599132E1,3.212703464E1,1.189670689E2,2.435349484E1,1.330000043E0,3.568999939E2,3.790092468E0,2.500000000E0
7.770463382E1,3.212704647E1,1.189670664E2,2.457209150E1,1.179999948E0,3.492999878E2,3.790092468E0,2.500000000E0
7.871481268E1,3.212705824E1,1.189670649E2,2.472580464E1,1.289999962E0,1.399999976E0,3.790092468E0,2.500000000E0
7.970396591E1,3.212706981E1,1.189670621E2,2.529553731E1,1.269999981E0,3.453999939E2,3.790092468E0,2.500000000E0
8.071291429E1,3.212708024E1,1.189670594E2,2.527688863E1,1.240000010E0,3.533999939E2,3.790092468E0,2.500000000E0
8.170272179E1,3.212709029E1,1.189670559E2,2.529889117E1,1.259999990E0,3.402000122E2,3.790092468E0,2.500000000E0
8.271224330E1,3.212710121E1,1.189670531E2,2.526901321E1,1.340000033E0,3.472000122E2,3.790092468E0,2.500000000E0
8.371480940E1,3.212711289E1,1.189670520E2,2.511803732E1,1.360000014E0,3.523999939E2,3.790092468E0,2.500000000E0
8.471711434E1,3.212712482E1,1.189670506E2,2.496523164E1,1.309999943E0,3.513999939E2,3.790092468E0,2.500000000E0
8.570745934E1,3.212713650E1,1.189670500E2,2.535044796E1,1.320000052E0,3.572999878E2,3.790092468E0,2.500000000E0
8.671306226E1,3.212714780E1,1.189670495E2,2.529816312E1,1.289999962E0,3.552999878E2,3.790092468E0,2.500000000E0
8.770129559E1,3.212715937E1,1.189670477E2,2.537478933E1,1.379999995E0,3.520000000E2,3.790092468E0,2.500000000E0
8.871034059E1,3.212717015E1,1.189670453E2,2.515728771E1,1.269999981E0,3.501000061E2,3.790092468E0,2.500000000E0
8.971700559E1,3.212718138E1,1.189670432E2,2.532259838E1,1.279999971E0,3.552000122E2,3.790092468E0,2.500000000E0
9.071551622E1,3.212719374E1,1.189670423E2,2.532775093E1,1.340000033E0,3.568999939E2,3.790092468E0,2.500000000E0
9.171226720E1,3.212720569E1,1.189670406E2,2.535048359E1,1.299999952E0,3.532999878E2,3.790092468E0,2.500000000E0
9.271970944E1,3.212721743E1,1.189670390E2,2.546708717E1,1.259999990E0,3.575000000E2,3.790092468E0,2.500000000E0
9.370597236E1,3.212722950E1,1.189670389E2,2.568231962E1,1.299999952E0,1.000000000E0,3.790092468E0,2.500000000E0
9.470533028E1,3.212724158E1,1.189670402E2,2.523910019E1,1.259999990E0,5.800000191E0,3.790092468E0,2.500000000E0
9.571574335E1,3.212725465E1,1.189670401E2,2.495940016E1,1.350000024E0,3.578999939E2,3.790092468E0,2.500000000E0
9.671247679E1,3.212726741E1,1.189670394E2,2.519874476E1,1.289999962E0,3.581000061E2,3.790092468E0,2.500000000E0
9.771450824E1,3.212727980E1,1.189670394E2,2.487222909E1,1.230000019E0,3.582000122E2,3.790092468E0,2.500000000E0
9.870395356E1,3.212729204E1,1.189670388E2,2.511248787E1,1.309999943E0,3.563999939E2,3.790092468E0,2.500000000E0
9.970942491E1,3.212730429E1,1.189670372E2,2.499477888E1,1.309999943E0,3.540000000E2,3.790092468E0,2.500000000E0
1.007145266E2,3.212731598E1,1.189670350E2,2.506841582E1,1.289999962E0,3.528999939E2,3.790092468E0,2.500000000E0
1.017043639E2,3.212732745E1,1.189670335E2,2.501784368E1,1.259999990E0,3.582999878E2,3.790092468E0,2.500000000E0
1.027139284E2,3.212733956E1,1.189670320E2,2.531688178E1,1.360000014E0,3.557000122E2,3.790092468E0,2.500000000E0
1.037134750E2,3.212735184E1,1.189670308E2,2.532508717E1,1.309999943E0,3.582000122E2,3.790092468E0,2.500000000E0
1.047083913E2,3.212736294E1,1.189670296E2,2.517826085E1,1.220000029E0,3.567999878E2,3.790092468E0,2.500000000E0
1.057145572E2,3.212737333E1,1.189670286E2,2.454138106E1,1.220000029E0,3.592000122E2,3.790092468E0,2.500000000E0
1.067101992E2,3.212738406E1,1.189670283E2,2.391396033E1,1.279999971E0,3.596000061E2,3.790092468E0,2.500000000E0
1.077185622E2,3.212739529E1,1.189670270E2,2.397331130E1,1.250000000E0,3.577000122E2,3.790092468E0,2.500000000E0
1.087144783E2,3.212740594E1,1.189670275E2,2.391003561E1,1.240000010E0,8.500000000E0,3.790092468E0,2.500000000E0
1.097025482E2,3.212741639E1,1.189670270E2,2.415193888E1,1.240000010E0,3.583999939E2,3.790092468E0,2.500000000E0
1.107130542E2,3.212742699E1,1.189670262E2,2.450633081E1,1.279999971E0,2.000000000E0,3.790092468E0,2.500000000E0
1.117094697E2,3.212743753E1,1.189670253E2,2.467810604E1,1.240000010E0,3.587000122E2,3.790092468E0,2.500000000E0
1.127149490E2,3.212744771E1,1.189670245E2,2.489364233E1,1.190000057E0,3.593999939E2,3.790092468E0,2.500000000E0
1.137122992E2,3.212745833E1,1.189670227E2,2.506981521E1,1.259999990E0,3.512999878E2,3.790092468E0,2.500000000E0
1.147105611E2,3.212746983E1,1.189670199E2,2.522597350E1,1.240000010E0,3.505000000E2,3.790092468E0,2.500000000E0
1.157098712E2,3.212748080E1,1.189670174E2,2.549400736E1,1.259999990E0,3.515000000E2,3.790092468E0,2.500000000E0
1.167153198E2,3.212749114E1,1.189670163E2,2.382441317E1,1.210000038E0,3.477000122E2,3.790092468E0,2.500000000E0
1.177013996E2,3.212750173E1,1.189670157E2,2.387533765E1,1.190000057E0,3.556000061E2,3.790092468E0,2.500000000E0
1.187150331E2,3.212751349E1,1.189670154E2,2.411931784E1,1.279999971E0,3.557000122E2,3.790092468E0,2.500000000E0
1.197148886E2,3.212752448E1,1.189670161E2,2.414741146E1,1.289999962E0,2.000000030E-1,3.790092468E0,2.500000000E0
1.207017115E2,3.212753550E1,1.189670191E2,2.442909881E1,1.379999995E0,9.300000191E0,3.790092468E0,2.500000000E0
1.217124647E2,3.212754699E1,1.189670186E2,2.480735631E1,1.269999981E0,3.487999878E2,3.790092468E0,2.500000000E0
1.227040815E2,3.212755674E1,1.189670124E2,2.498470215E1,1.259999990E0,3.286000061E2,3.790092468E0,2.500000000E0
1.237046601E2,3.212756657E1,1.189670066E2,2.535442912E1,1.309999943E0,3.425000000E2,3.790092468E0,2.500000000E0
1.247117979E2,3.212757690E1,1.189670058E2,2.501552258E1,1.269999981E0,4.000000060E-1,3.790092468E0,2.500000000E0
1.257045508E2,3.212758797E1,1.189670063E2,2.505399333E1,1.259999990E0,2.200000048E0,3.790092468E0,2.500000000E0
1.267014930E2,3.212759944E1,1.189670079E2,2.517198985E1,1.200000048E0,2.900000095E0,3.790092468E0,2.500000000E0
1.277367363E2,3.212761083E1,1.189670103E2,2.540308176E1,1.320000052E0,7.099999905E0,3.790092468E0,2.500000000E0
1.287158654E2,3.212762225E1,1.189670137E2,2.567970266E1,1.279999971E0,1.010000038E1,3.790092468E0,2.500000000E0
1.297142389E2,3.212763524E1,1.189670162E2,2.606088234E1,1.470000029E0,4.599999905E0,3.790092468E0,2.500000000E0
1.307125092E2,3.212764783E1,1.189670179E2,2.613823129E1,1.309999943E0,4.599999905E0,3.790092468E0,2.500000000E0
1.317132532E2,3.212765991E1,1.189670191E2,2.635083485E1,1.340000033E0,3.592999878E2,3.790092468E0,2.500000000E0
1.327167536E2,3.212767199E1,1.189670192E2,2.650216274E1,1.309999943E0,3.582999878E2,3.790092468E0,2.500000000E0
1.337033167E2,3.212768376E1,1.189670187E2,2.615861890E1,1.299999952E0,3.595000000E2,3.790092468E0,2.500000000E0
1.347031362E2,3.212769613E1,1.189670181E2,2.645741053E1,1.370000005E0,3.561000061E2,3.790092468E0,2.500000000E0
1.357122385E2,3.212770941E1,1.189670181E2,2.661820133E1,1.429999948E0,3.596000061E2,3.790092468E0,2.500000000E0
1.367187739E2,3.212772200E1,1.189670178E2,2.665338150E1,1.289999962E0,3.567999878E2,3.790092468E0,2.500000000E0
1.377194893E2,3.212773503E1,1.189670177E2,2.649520268E1,1.470000029E0,5.900000095E0,3.790092468E0,2.500000000E0
1.387187230E2,3.212774837E1,1.189670182E2,2.656608694E1,1.440000057E0,4.000000000E0,3.790092468E0,2.500000000E0
1.397284316E2,3.212776166E1,1.189670198E2,2.595544936E1,1.429999948E0,3.099999905E0,3.790092468E0,2.500000000E0
1.407123664E2,3.212777407E1,1.189670204E2,2.621102427E1,1.320000052E0,3.586000061E2,3.790092468E0,2.500000000E0
1.417036067E2,3.212778641E1,1.189670218E2,2.598527311E1,1.330000043E0,5.500000000E0,3.790092468E0,2.500000000E0
1.427019312E2,3.212779845E1,1.189670241E2,2.543816823E1,1.269999981E0,4.900000095E0,3.790092468E0,2.500000000E0
1.437042561E2,3.212781068E1,1.189670265E2,2.531483043E1,1.289999962E0,5.199999809E0,3.790092468E0,2.500000000E0
1.447020812E2,3.212782272E1,1.189670285E2,2.521865432E1,1.299999952E0,6.699999809E0,3.790092468E0,2.500000000E0
1.457021167E2,3.212783516E1,1.189670288E2,2.496007000E1,1.330000043E0,2.099999905E0,3.790092468E0,2.500000000E0
1.467125990E2,3.212784735E1,1.189670280E2,2.468458222E1,1.320000052E0,4.000000060E-1,3.790092468E0,2.500000000E0
1.477154903E2,3.212785956E1,1.189670279E2,2.409793505E1,1.309999943E0,3.299999952E0,3.790092468E0,2.500000000E0
1.487133690E2,3.212787142E1,1.189670279E2,2.415923596E1,1.320000052E0,2.000000000E0,3.790092468E0,2.500000000E0
1.497029592E2,3.212788344E1,1.189670274E2,2.408735991E1,1.330000043E0,3.592999878E2,3.790092468E0,2.500000000E0
1.507141426E2,3.212789507E1,1.189670270E2,2.423862782E1,1.190000057E0,3.586000061E2,3.790092468E0,2.500000000E0
1.517065423E2,3.212790682E1,1.189670277E2,2.409533619E1,1.240000010E0,5.400000095E0,3.790092468E0,2.500000000E0
1.527008481E2,3.212791870E1,1.189670278E2,2.405226665E1,1.330000043E0,3.585000000E2,3.790092468E0,2.500000000E0
1.537149645E2,3.212793035E1,1.189670276E2,2.399375616E1,1.340000033E0,5.000000000E-1,3.790092468E0,2.500000000E0
1.547157891E2,3.212794203E1,1.189670276E2,2.409967320E1,1.330000043E0,2.799999952E0,3.790092468E0,2.500000000E0
1.557120106E2,3.212795363E1,1.189670279E2,2.405117066E1,1.299999952E0,2.900000095E0,3.790092468E0,2.500000000E0
1.567106662E2,3.212796527E1,1.189670296E2,2.410605674E1,1.350000024E0,7.199999809E0,3.790092468E0,2.500000000E0
1.577043642E2,3.212797639E1,1.189670314E2,2.431377376E1,1.269999981E0,6.199999809E0,3.790092468E0,2.500000000E0
1.587086389E2,3.212798741E1,1.189670324E2,2.446503539E1,1.269999981E0,3.000000000E0,3.790092468E0,2.500000000E0
1.597152654E2,3.212799864E1,1.189670336E2,2.433754954E1,1.279999971E0,4.699999809E0,3.790092468E0,2.500000000E0
1.607133078E2,3.212801087E1,1.189670340E2,2.440751678E1,1.389999986E0,2.000000030E-1,3.790092468E0,2.500000000E0
1.617204130E2,3.212802267E1,1.189670351E2,2.434271531E1,1.350000024E0,6.000000000E0,3.790092468E0,2.500000000E0
1.627124684E2,3.212803416E1,1.189670369E2,2.411879235E1,1.269999981E0,5.400000095E0,3.790092468E0,2.500000000E0
1.637167090E2,3.212804549E1,1.189670395E2,2.367617753E1,1.299999952E0,1.130000019E1,3.790092468E0,2.500000000E0
1.647150725E2,3.212805727E1,1.189670410E2,2.377470454E1,1.299999952E0,2.599999905E0,3.790092468E0,2.500000000E0
1.657013828E2,3.212806945E1,1.189670420E2,2.394214286E1,1.299999952E0,5.400000095E0,3.790092468E0,2.500000000E0
1.667109734E2,3.212808148E1,1.189670425E2,2.404537380E1,1.250000000E0,8.000000119E-1,3.790092468E0,2.500000000E0
1.677105019E2,3.212809431E1,1.189670413E2,2.420732739E1,1.340000033E0,3.542000122E2,3.790092468E0,2.500000000E0
1.687193751E2,3.212810718E1,1.189670401E2,2.477864401E1,1.289999962E0,0.000000000E0,3.790092468E0,2.500000000E0
