"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.668854154402875E9,"2022-11-19 18:35:54.403 UTC+08:00"
"PAUSE",1.506144349999959E2,1.668854305013428E9,"2022-11-19 18:38:25.013 UTC+08:00"
