"Time (s)","X (hPa)"
-5.551271667E-1,1.019036407E3
4.500048333E-1,1.019033203E3
1.455089833E0,1.019035263E3
2.460208833E0,1.019035263E3
3.465353833E0,1.019040985E3
3.817309833E0,1.019040985E3
4.889487833E0,1.019040985E3
5.961668833E0,1.019041061E3
7.033862833E0,1.019041061E3
8.106048833E0,1.019038162E3
9.178255833E0,1.019038162E3
1.025047883E1,1.019038162E3
1.132267183E1,1.019035568E3
1.239485983E1,1.019035187E3
1.346703583E1,1.019033508E3
1.453919183E1,1.019032516E3
1.561135483E1,1.019030533E3
1.668351483E1,1.019029465E3
1.775567683E1,1.019028015E3
1.882781783E1,1.019025269E3
1.989996383E1,1.019021912E3
2.097213383E1,1.019020691E3
2.204427383E1,1.019019775E3
2.311642483E1,1.019019775E3
2.418858283E1,1.019022980E3
2.526077383E1,1.019022980E3
2.633289783E1,1.019022980E3
2.740496383E1,1.019022980E3
2.847706283E1,1.019022522E3
2.954920883E1,1.019023438E3
3.062130983E1,1.019022217E3
3.169339083E1,1.019022217E3
3.276549783E1,1.019021912E3
3.383755783E1,1.019020004E3
3.490967483E1,1.019019623E3
3.598179883E1,1.019017105E3
3.705391883E1,1.019015884E3
3.812605283E1,1.019014740E3
3.919820083E1,1.019013290E3
4.027031783E1,1.019013290E3
4.134248583E1,1.019015656E3
4.241470283E1,1.019016037E3
4.348680783E1,1.019016647E3
4.455894083E1,1.019017715E3
4.563110683E1,1.019017715E3
4.670328983E1,1.019018173E3
4.777552483E1,1.019016647E3
4.884778083E1,1.019014511E3
4.991997983E1,1.019011459E3
5.099216983E1,1.019007416E3
5.206435383E1,1.019006577E3
5.313659783E1,1.019006577E3
5.420873083E1,1.019011154E3
5.528088383E1,1.019012680E3
5.635305083E1,1.019015198E3
5.742519583E1,1.019015198E3
5.849734083E1,1.019011993E3
5.956954183E1,1.019010620E3
6.064174283E1,1.019009933E3
6.171393483E1,1.019009781E3
6.278614783E1,1.019009933E3
6.385832083E1,1.019011002E3
6.493048383E1,1.019012451E3
6.600268283E1,1.019014511E3
6.707486083E1,1.019015198E3
6.814703483E1,1.019016953E3
6.921921183E1,1.019016953E3
7.029141783E1,1.019016037E3
7.136365683E1,1.019013519E3
7.243592283E1,1.019010162E3
7.350814083E1,1.019007187E3
7.458032483E1,1.019005051E3
7.565250183E1,1.019005051E3
7.672470983E1,1.019005127E3
7.779689083E1,1.019005127E3
7.886907183E1,1.019005127E3
7.994122983E1,1.019006577E3
8.101342683E1,1.019007034E3
8.208559383E1,1.019007416E3
8.315773983E1,1.019007416E3
8.422989083E1,1.019007416E3
8.530205183E1,1.019006577E3
8.637425883E1,1.019003677E3
8.744645883E1,1.019003143E3
8.851860683E1,1.019000702E3
8.959077683E1,1.018999481E3
9.066292483E1,1.018999252E3
9.173510883E1,1.018998642E3
9.280730983E1,1.018997726E3
9.387945983E1,1.018997726E3
9.495159983E1,1.018997345E3
9.602376183E1,1.018996887E3
9.709597383E1,1.018996887E3
9.816820983E1,1.018997574E3
9.924041183E1,1.018997879E3
1.003126268E2,1.018997879E3
1.013848258E2,1.018996201E3
1.024569658E2,1.018994827E3
1.035291458E2,1.018992920E3
1.046012718E2,1.018990097E3
1.056734598E2,1.018988647E3
1.067455078E2,1.018988495E3
1.078175778E2,1.018986511E3
1.088896108E2,1.018984680E3
1.099616608E2,1.018984070E3
1.110337148E2,1.018981094E3
1.121057708E2,1.018977356E3
1.131777918E2,1.018973923E3
1.142498208E2,1.018973923E3
1.153218678E2,1.018972015E3
1.163938538E2,1.018972015E3
1.174658408E2,1.018972244E3
1.185378908E2,1.018972244E3
1.196099078E2,1.018972855E3
1.206819478E2,1.018973465E3
1.217540488E2,1.018973465E3
1.228261548E2,1.018971405E3
1.238982508E2,1.018971176E3
1.249703568E2,1.018970108E3
1.260423868E2,1.018970108E3
1.271143738E2,1.018971024E3
1.281863988E2,1.018971024E3
1.292584658E2,1.018971176E3
1.303304988E2,1.018970795E3
1.314025658E2,1.018970413E3
1.324746508E2,1.018969650E3
1.335466928E2,1.018968430E3
1.346187398E2,1.018968430E3
1.356907588E2,1.018965683E3
1.367628218E2,1.018964844E3
1.378348558E2,1.018962936E3
1.389069238E2,1.018961945E3
1.399789838E2,1.018961945E3
1.410510728E2,1.018961945E3
1.421231178E2,1.018959885E3
1.431951988E2,1.018959885E3
1.442672578E2,1.018960114E3
1.453392538E2,1.018960114E3
1.464112828E2,1.018957748E3
