"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.158493996E-2,3.211391019E1,1.189529577E2,1.496930313E1,-1.000000000E0,-1.000000000E0,3.350452056E2,3.350452056E2
4.447900057E-1,3.211364628E1,1.189534997E2,1.600635767E1,-1.000000000E0,-1.000000000E0,5.985635519E1,5.985635519E1
3.335585594E0,3.211375933E1,1.189526545E2,1.400218608E1,0.000000000E0,-1.000000000E0,1.569813087E1,1.569813087E1
4.335556746E0,3.211375542E1,1.189526299E2,1.553200028E1,0.000000000E0,-1.000000000E0,1.234597901E1,1.234597901E1
5.335528135E0,3.211375659E1,1.189526608E2,1.568498170E1,0.000000000E0,-1.000000000E0,5.628501017E0,5.628501017E0
6.335499525E0,3.211372984E1,1.189526566E2,1.685153176E1,0.000000000E0,1.206126440E2,5.570479604E0,5.570479604E0
7.335469484E0,3.211372877E1,1.189526678E2,1.635624195E1,1.054632425E0,1.142754784E2,5.242195422E0,5.242195422E0
8.397620797E0,3.211372548E1,1.189526636E2,1.610642610E1,1.054632425E0,1.163806315E2,4.449748482E0,4.449748482E0
9.397592187E0,3.211372087E1,1.189526701E2,1.604052055E1,8.964138627E-1,1.267394056E2,3.989888470E0,3.989888470E0
1.039756310E1,3.211371328E1,1.189526740E2,1.594585486E1,8.705734015E-1,1.573487345E2,3.642568900E0,3.642568900E0
1.139753437E1,3.211370238E1,1.189526695E2,1.571884901E1,9.438652992E-1,1.826731361E2,3.513035834E0,3.513035834E0
1.239750648E1,3.211369143E1,1.189526578E2,1.562825469E1,1.058130026E0,2.095967310E2,3.489623859E0,3.489623859E0
1.339747751E1,3.211368257E1,1.189526460E2,1.556850789E1,1.058130026E0,2.240442750E2,3.570075847E0,3.570075847E0
1.439744902E1,3.211367571E1,1.189526382E2,1.556850799E1,1.058130026E0,2.240442708E2,4.786574430E0,4.786574430E0
1.539741981E1,3.211366634E1,1.189526263E2,1.545696195E1,1.134128571E0,2.164406314E2,4.794983962E0,4.794983962E0
1.639739120E1,3.211365507E1,1.189526225E2,1.543024818E1,1.145793796E0,2.021063606E2,4.792237744E0,4.792237744E0
1.739736319E1,3.211364633E1,1.189526223E2,1.545085320E1,1.155491352E0,1.812158742E2,4.806450995E0,4.806450995E0
1.839733410E1,3.211363545E1,1.189526249E2,1.542209797E1,1.155883551E0,1.676735367E2,4.805666898E0,4.805666898E0
1.939730537E1,3.211362907E1,1.189526348E2,1.539537032E1,1.155491352E0,1.468459971E2,4.750611681E0,4.750611681E0
2.039727616E1,3.211362370E1,1.189526436E2,1.530720979E1,1.142344713E0,1.305461072E2,4.702523037E0,4.702523037E0
2.139724791E1,3.211361419E1,1.189526579E2,1.540586466E1,1.142344713E0,1.247762779E2,4.637268621E0,4.637268621E0
2.239721918E1,3.211361406E1,1.189526717E2,1.537896341E1,1.195869923E0,1.031087950E2,4.594682775E0,4.594682775E0
2.339719093E1,3.211361442E1,1.189526842E2,1.536164190E1,1.195869923E0,9.543216111E1,4.561576096E0,4.561576096E0
2.439716172E1,3.211361321E1,1.189526955E2,1.533175690E1,1.184814453E0,9.024526078E1,4.596427492E0,4.596427492E0
2.539713311E1,3.211361144E1,1.189527074E2,1.532600369E1,1.180675745E0,9.592915290E1,4.558372567E0,4.558372567E0
