"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.845070831E-2,5.215511709E-2,1.343596601E0,-5.624886972E-1
4.853570834E-2,1.293178619E-1,1.399850032E0,-2.641128838E-2
6.862070831E-2,2.479059369E-1,1.325176118E0,8.585080826E-1
8.870570833E-2,6.846110851E-1,1.224457536E0,1.149547979E0
1.087907084E-1,1.064387449E0,1.207238363E0,8.171115500E-1
1.288757083E-1,1.300262886E0,1.491534666E0,2.099834543E-1
1.489597083E-1,1.344046837E0,1.945410163E0,-9.543123722E-2
1.690447083E-1,1.379363143E0,2.180479634E0,3.042119193E-1
1.891297083E-1,1.846167418E0,1.885408082E0,1.580742127E0
2.092147083E-1,1.901147033E0,6.216414696E-1,2.974064035E0
2.292997083E-1,1.445422646E0,-5.210711145E-1,4.318051815E0
2.493847084E-1,9.301318697E-1,-1.109542792E0,4.522703193E0
2.694697083E-1,6.831795406E-1,-1.364637515E0,2.868503666E0
2.895547083E-1,1.639345846E-1,-1.231360174E0,1.050228928E0
3.096397083E-1,-5.407381513E-1,-1.321258776E0,-1.686038786E-1
3.297237083E-1,-8.902067158E-1,-1.530799304E0,-9.866685247E-1
3.498087084E-1,-8.460741978E-1,-1.568724052E0,-1.936190858E0
3.698937083E-1,-4.220017397E-1,-1.483336285E0,-2.848219090E0
3.899787084E-1,-1.100371434E-1,-1.339522262E0,-2.907836131E0
4.100639583E-1,-2.459675118E-2,-1.417662405E0,-1.942553798E0
4.301489583E-1,-7.578386173E-2,-1.497026078E0,-8.693663621E-1
4.502339583E-1,-9.001101449E-2,-1.600831406E0,2.495217419E-1
4.703189583E-1,2.819606325E-1,-1.859553741E0,8.796323186E-1
4.904039583E-1,5.644174013E-1,-1.930536600E0,1.059530094E0
5.104879583E-1,4.925690080E-1,-1.600922037E0,6.425253850E-1
5.305729583E-1,2.785717325E-1,-9.778801596E-1,-7.295220137E-2
5.506579583E-1,4.672292219E-1,-5.026895151E-1,-4.154856026E-1
5.707429583E-1,8.287979414E-1,-4.541965091E-1,-6.758410656E-1
5.908279583E-1,1.100477561E0,-3.592225242E-1,-7.529196471E-1
6.109129583E-1,1.010631876E0,-1.497837380E-1,-7.940577328E-1
6.309979584E-1,5.500466993E-1,2.698408163E-1,-1.120398440E0
6.510829583E-1,2.833765358E-2,7.530710900E-1,-1.027317199E0
6.711679584E-1,-1.079071489E-1,9.572219467E-1,-4.936125898E-1
6.912519583E-1,-1.231145874E-1,1.028808239E0,-1.950859183E-1
7.113369583E-1,-9.395306110E-3,1.041763914E0,1.975844336E-1
7.314219583E-1,7.581148982E-2,9.548473924E-1,8.582800412E-1
7.515069583E-1,2.424080193E-2,8.663053447E-1,1.281879825E0
7.715919584E-1,-2.293599576E-2,8.044757169E-1,1.139125317E0
7.916769583E-1,-1.667335005E-1,8.261107072E-1,8.513727254E-1
8.117619583E-1,-1.547278512E-1,7.395809788E-1,7.098525649E-1
8.318469583E-1,-1.368073777E-1,7.088032821E-1,3.508282614E-1
8.519319583E-1,-1.513142467E-1,7.916825938E-1,-2.858311969E-1
8.720159583E-1,-1.690301406E-1,1.006585603E0,-6.625608695E-1
8.921009583E-1,-2.638560449E-1,1.037411539E0,-6.131366944E-1
9.121859584E-1,-1.506567273E-1,1.047100668E0,-4.979722738E-1
9.322709583E-1,1.502635751E-1,9.813536981E-1,-4.283798826E-1
9.523559583E-1,4.261292893E-1,8.944994491E-1,-2.349557430E-1
9.724409583E-1,4.826718646E-1,8.037006685E-1,-3.435122252E-2
9.925259583E-1,4.142151488E-1,6.503238165E-1,5.780323505E-2
1.012610958E0,4.998099075E-1,5.661636722E-1,-4.699173331E-2
1.032694958E0,6.405540694E-1,4.872230449E-1,-2.184958309E-1
1.052779958E0,5.615684916E-1,5.312780142E-1,-2.463513815E-1
1.072864958E0,3.466354788E-1,6.547583449E-1,-1.268261075E-3
1.092949958E0,2.239240935E-1,4.503683370E-1,1.047043365E0
1.113034958E0,-2.011113279E-1,-2.764271200E-2,2.281492331E0
1.133119958E0,-5.195192635E-1,-3.267728162E-1,3.177591578E0
1.153204958E0,-4.769212742E-1,-8.013328385E-1,2.224059809E0
1.173289958E0,-6.639601082E-2,-8.758333826E-1,1.606358778E-1
1.193374958E0,1.001454087E-1,-8.646301174E-1,-1.022930617E0
1.213458958E0,-1.165098649E-1,-1.010212339E0,-1.887580615E0
1.233543958E0,-1.463805123E-1,-7.806524062E-1,-2.520014291E0
1.253628958E0,-1.369333121E-1,-4.824087399E-1,-2.360101129E0
1.273713958E0,-4.035559671E-1,-4.915859449E-1,-1.950877309E0
1.293798958E0,-6.769858043E-1,-5.142234403E-1,-1.547843937E0
1.313883958E0,-1.326495104E0,-4.667750394E-1,-7.403656751E-1
1.333968958E0,-1.689847224E0,-4.499613708E-1,5.936555260E-1
1.354053958E0,-1.109635178E0,-5.797181028E-1,1.355846518E0
1.374137958E0,-5.487759532E-1,-8.115917784E-1,1.842573427E0
1.394222958E0,-4.340032960E-1,-8.610627311E-1,2.073945996E0
1.414308000E0,-4.708017245E-1,-7.651628396E-1,2.346960096E0
1.434393000E0,-4.641415997E-1,-8.107106030E-1,1.774535226E0
1.454478000E0,-2.136527283E-1,-7.746090165E-1,8.465745002E-1
1.474563000E0,9.034489051E-2,-7.338053915E-1,-3.223663545E-1
1.494648000E0,3.586259620E-1,-5.091574126E-1,-9.660214216E-1
1.514733000E0,2.879839955E-1,-4.766550797E-1,-1.321168436E0
1.534818000E0,6.084393337E-2,-3.940426934E-1,-1.598898901E0
1.554902000E0,-1.441631019E-2,-4.611114264E-2,-1.503577006E0
1.574987000E0,1.074403949E-1,1.546568075E-1,-1.316008269E0
1.595072000E0,1.848750718E-2,1.537025419E-1,-7.661817169E-1
1.615157000E0,-3.783605341E-1,3.230276746E-1,-3.850204396E-1
1.635242000E0,-5.144617143E-1,4.585860139E-1,-9.393703973E-1
1.655327000E0,2.763182887E-1,8.741151783E-1,-8.283890748E-1
1.675412000E0,5.151534399E-1,-4.055485520E-1,-4.839167368E-1
1.695497000E0,1.440041600E0,1.175174864E0,7.246758413E-1
1.715581000E0,5.211915672E-2,-1.523544663E-1,2.445393294E-1
1.735666000E0,-6.903544396E-1,-4.897832483E-2,3.616590589E-1
1.755751000E0,-1.063629577E0,1.408062154E-1,-1.172074378E-1
1.775836000E0,-9.814305890E-1,5.737168130E-1,-1.173150850E0
1.795921000E0,-4.778713006E-1,1.078681480E0,-9.484394288E-1
1.816006000E0,-1.188839807E0,1.162529967E0,6.592419899E-1
1.836091000E0,-1.294780829E0,9.558458045E-1,1.745728333E0
1.856176000E0,-1.661397158E0,4.652207033E-1,2.389290429E0
1.876260000E0,-1.423436531E0,3.889548849E-1,1.859644373E0
1.896345000E0,-7.972371563E-1,6.035957927E-1,1.336332021E0
1.916430000E0,-5.853670979E-1,8.748682997E-1,9.803096777E-1
1.936515000E0,-4.036063993E-1,1.453559047E0,4.940166324E-1
1.956600000E0,1.729954299E-1,1.850341745E0,-2.825099784E-1
1.976685000E0,7.351774406E-1,2.339425667E0,-7.627464777E-1
1.996770000E0,4.439550378E-1,2.370905906E0,-4.209860784E-1
2.016855000E0,-9.995990574E-2,1.557659658E0,1.388626009E-1
2.036939000E0,-1.578237326E-1,2.225766027E-1,8.485941285E-1
2.057024000E0,5.285065801E-1,-7.750914118E-1,9.659307897E-1
2.077109000E0,1.312155392E0,-1.146429074E0,3.424760985E-1
2.097194000E0,2.103351059E0,-1.152065206E0,-1.967810261E-1
2.117279000E0,2.875327367E0,-1.292569705E0,-6.221513468E-1
2.137364000E0,3.074019555E0,-1.786355957E0,-1.145634438E0
2.157449000E0,2.891002875E0,-1.401051927E0,-3.294762763E0
2.177534000E0,2.728992024E0,-9.240544930E-1,-4.887425609E0
2.197619000E0,1.908314842E0,-1.084537466E0,-4.161347020E0
2.217703000E0,1.627549673E0,-5.751499656E-1,-3.649193494E0
2.237788000E0,1.720629452E0,-3.567064673E-1,-3.742925531E0
2.257873000E0,1.518853734E0,-1.019842118E-2,-3.320897478E0
2.277958000E0,5.196940953E-1,8.293486029E-2,-1.561493093E0
2.298043000E0,-1.149171419E0,-3.757303834E-2,8.261291260E-1
2.318128000E0,-2.199809944E0,5.086419806E-1,2.244468346E0
2.338213000E0,-2.079138031E0,8.078966305E-1,1.931897832E0
2.358298000E0,-9.727951285E-1,7.422540334E-1,1.854487714E0
2.378382000E0,3.711707246E-1,4.592841715E-1,2.726200563E0
2.398467000E0,1.361927623E0,5.374053115E-1,2.612254702E0
2.418551583E0,1.352031502E0,4.642694344E-1,1.546128949E0
2.438636583E0,4.496497142E-1,2.867076214E-1,1.225251296E0
2.458721583E0,6.901987575E-1,-3.306986368E-1,1.473065066E0
2.478806583E0,1.427690818E0,-6.177950250E-1,1.411568729E0
2.498891583E0,2.185423601E0,-7.030830972E-1,5.866031992E-1
2.518976583E0,1.955139199E0,-8.390421901E-1,-6.246580482E-3
2.539060583E0,1.941080007E0,-1.055696002E0,7.616290748E-2
2.559145583E0,1.722310088E0,-1.396825852E0,1.249952858E0
2.579230583E0,2.503957837E0,-1.006865831E0,1.261390597E0
2.599315583E0,2.016019239E0,-6.568794224E-1,3.759970164E-1
2.619400583E0,1.347166180E0,-2.403825986E-1,2.114458430E-1
