"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.087570831E-2,2.354603577E-1,4.689897308E0,8.918004913E0
3.096070833E-2,3.785627747E-1,4.793930969E0,8.638985138E0
5.104570836E-2,5.300477600E-1,4.735702057E0,9.288933563E0
7.113070833E-2,7.318281555E-1,4.594695282E0,1.016925293E1
9.121570835E-2,1.269060974E0,4.431085510E0,1.037941589E1
1.113007083E-1,1.720222778E0,4.390819244E0,9.990075531E0
1.313857083E-1,2.082918549E0,4.702171783E0,9.424252167E0
1.514707083E-1,2.226320343E0,5.051994324E0,9.166637878E0
1.715557083E-1,2.475552063E0,5.136867828E0,9.723779297E0
1.916397084E-1,3.039878540E0,4.604724426E0,1.108609634E1
2.117247083E-1,3.037034454E0,3.184178467E0,1.246502884E1
2.318097083E-1,2.449506226E0,2.121238861E0,1.383123779E1
2.518947083E-1,1.897903290E0,1.625918884E0,1.375414810E1
2.719797083E-1,1.634301453E0,1.635199585E0,1.190339676E1
2.920647083E-1,1.097817078E0,1.987417145E0,1.006686584E1
3.121497083E-1,4.643344116E-1,2.111209717E0,8.837322693E0
3.322347084E-1,2.068698120E-1,2.127825165E0,7.954608307E0
3.523197083E-1,3.606001282E-1,2.333198090E0,6.851103058E0
3.724037083E-1,8.589138794E-1,2.592758331E0,5.939199371E0
3.924887083E-1,1.180744629E0,2.799628143E0,5.992039490E0
4.125739583E-1,1.323847046E0,2.686613159E0,6.975494385E0
4.326589583E-1,1.253643036E0,2.561024323E0,8.108039246E0
4.527439583E-1,1.280437317E0,2.339335327E0,9.229207764E0
4.728289584E-1,1.642085266E0,1.990111542E0,9.860295410E0
4.929139583E-1,1.922452240E0,1.867516479E0,9.996961212E0
5.129989584E-1,1.925146637E0,2.171085205E0,9.526040497E0
5.330839583E-1,1.870659943E0,2.732417908E0,8.834628296E0
5.531679583E-1,2.213746490E0,3.069516907E0,8.523126068E0
5.732529583E-1,2.666554871E0,3.047961731E0,8.284522247E0
5.933379583E-1,2.922971649E0,3.127596130E0,8.246201935E0
6.134229584E-1,2.813399506E0,3.349434814E0,8.169710999E0
6.335079583E-1,2.283202057E0,3.800746307E0,7.840695190E0
6.535929583E-1,1.799108734E0,4.265529785E0,8.025710449E0
6.736779583E-1,1.612746277E0,4.429738312E0,8.549022217E0
6.937629583E-1,1.540296936E0,4.471501465E0,8.891210632E0
7.138469584E-1,1.600920868E0,4.441264343E0,9.331594849E0
7.339319583E-1,1.582658844E0,4.285139008E0,1.003543121E1
7.540169584E-1,1.481169891E0,4.199966125E0,1.040456360E1
7.741019583E-1,1.353784790E0,4.174968109E0,1.020383102E1
7.941869583E-1,1.141376495E0,4.231849823E0,9.944869537E0
8.142719583E-1,1.089733887E0,4.186194763E0,9.785001984E0
8.343569583E-1,1.021326141E0,4.256997528E0,9.357041931E0
8.544419583E-1,9.274713135E-1,4.447850647E0,8.692274323E0
8.745269583E-1,8.361611938E-1,4.728067932E0,8.346493378E0
8.946109583E-1,6.846762085E-1,4.809348907E0,8.422984314E0
9.146959583E-1,7.843688965E-1,4.841082916E0,8.506809998E0
