"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.270502090E-2,3.211684114E1,1.189491605E2,1.744779515E1,-1.000000000E0,-1.000000000E0,5.874740516E1,5.874740516E1
4.961700439E-1,3.211670688E1,1.189492501E2,1.755906296E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
2.528590083E0,3.211654833E1,1.189491426E2,2.233448124E1,1.529999971E0,7.769531250E1,1.096642339E1,1.096642339E1
3.226087928E0,3.211655189E1,1.189491619E2,2.095148563E1,1.529999971E0,7.769531250E1,1.317565458E1,1.317565458E1
4.233514905E0,3.211655486E1,1.189491779E2,2.095148583E1,1.529999971E0,7.769532098E1,1.317565458E1,1.317565458E1
5.419937015E0,3.211651333E1,1.189492479E2,1.730707672E1,1.529999971E0,6.855469702E1,7.353246882E0,7.353246882E0
6.425232053E0,3.211652460E1,1.189492465E2,1.771643944E1,1.529999971E0,1.378125058E2,5.970167649E0,5.970167649E0
7.431065917E0,3.211651074E1,1.189492696E2,1.798157620E1,1.669999957E0,1.420312558E2,6.035975703E0,6.035975703E0
8.542303920E0,3.211650410E1,1.189492778E2,1.839887342E1,1.009999990E0,1.458984406E2,6.393963714E0,6.393963714E0
9.542310357E0,3.211648977E1,1.189492799E2,1.746686660E1,1.110000014E0,1.522265654E2,5.322195742E0,5.322195742E0
1.054232740E1,3.211647446E1,1.189492817E2,1.668073379E1,1.110000014E0,1.575000024E2,4.512563891E0,4.512563891E0
1.154236794E1,3.211645958E1,1.189492856E2,1.656128800E1,1.159999967E0,1.546875028E2,4.140819866E0,4.140819866E0
1.254237747E1,3.211644753E1,1.189492941E2,1.660834611E1,1.200000048E0,1.444921914E2,4.241064231E0,4.241064231E0
1.354242086E1,3.211643733E1,1.189493013E2,1.727008927E1,1.200000048E0,1.409765668E2,3.702692977E0,3.702692977E0
1.454251170E1,3.211642630E1,1.189493073E2,1.679059708E1,1.190000057E0,1.427343791E2,3.707766574E0,3.707766574E0
1.554255116E1,3.211641578E1,1.189493082E2,1.679798230E1,9.599999785E-1,1.589062519E2,4.116405339E0,4.116405339E0
1.654260361E1,3.211639925E1,1.189493123E2,1.707672994E1,1.419999957E0,1.666406268E2,4.116405442E0,4.116405442E0
1.754263628E1,3.211638807E1,1.189493160E2,1.680140036E1,1.419999957E0,1.680468767E2,4.116405522E0,4.116405522E0
1.854267848E1,3.211638016E1,1.189493187E2,1.736707411E1,1.070000052E0,1.698046886E2,4.116405600E0,4.116405600E0
1.954270732E1,3.211636727E1,1.189493232E2,1.783319960E1,1.070000052E0,1.708593760E2,4.116405692E0,4.116405692E0
2.054274869E1,3.211635137E1,1.189493295E2,1.761243549E1,1.320000052E0,1.687500015E2,4.116405787E0,4.116405787E0
2.154277360E1,3.211633865E1,1.189493345E2,1.702338520E1,1.320000052E0,1.673437516E2,4.116405877E0,4.116405877E0
2.254281259E1,3.211632760E1,1.189493406E2,1.745716204E1,1.259999990E0,1.641796894E2,4.116405937E0,4.116405937E0
2.354283857E1,3.211631830E1,1.189493484E2,1.772516738E1,1.080000043E0,1.610156270E2,4.116405956E0,4.116405956E0
2.454287529E1,3.211632126E1,1.189493947E2,1.693935642E1,9.626014009E-1,1.599929157E2,4.870376641E0,4.870376641E0
2.554289949E1,3.211630640E1,1.189494022E2,1.721408056E1,9.459608100E-1,1.708940870E2,4.873539768E0,4.873539768E0
2.654293668E1,3.211628998E1,1.189494098E2,1.741494050E1,8.716582151E-1,1.533087003E2,4.858518516E0,4.858518516E0
2.754295433E1,3.211628991E1,1.189494052E2,1.767491286E1,9.090127185E-1,1.515616116E2,4.793433556E0,4.793433556E0
2.854297185E1,3.211628360E1,1.189494067E2,1.701530196E1,5.938245626E-1,1.432333807E2,4.780889623E0,4.780889623E0
2.954298913E1,3.211626913E1,1.189494098E2,1.700689433E1,7.565186000E-1,1.574025396E2,4.773116556E0,4.773116556E0
3.054300785E1,3.211625559E1,1.189494072E2,1.641624714E1,9.226616175E-1,1.641624273E2,4.772488913E0,4.772488913E0
3.154302645E1,3.211624510E1,1.189494127E2,1.656316370E1,9.609623445E-1,1.634077715E2,4.773192887E0,4.773192887E0
3.254304516E1,3.211623168E1,1.189494253E2,1.713472484E1,1.204443297E0,1.594334009E2,4.769720421E0,4.769720421E0
3.354306483E1,3.211622015E1,1.189494253E2,1.765761205E1,1.081431214E0,1.662973206E2,4.769239633E0,4.769239633E0
3.454308462E1,3.211621029E1,1.189494426E2,1.779797148E1,1.110815865E0,1.600572797E2,4.766791843E0,4.766791843E0
3.554310584E1,3.211619281E1,1.189494558E2,1.814664542E1,1.340470940E0,1.572007107E2,4.765713131E0,4.765713131E0
3.654312599E1,3.211618555E1,1.189494666E2,1.819086533E1,9.661757300E-1,1.533373003E2,4.765185857E0,4.765185857E0
3.754314697E1,3.211618894E1,1.189494666E2,1.738838709E1,5.353486284E-1,-1.000000000E0,4.760454361E0,4.760454361E0
3.854316890E1,3.211617802E1,1.189494710E2,1.671948564E1,4.620109406E-1,1.698972951E2,4.753959422E0,4.753959422E0
3.954319084E1,3.211616364E1,1.189494787E2,1.709081888E1,9.553813157E-1,1.634426949E2,4.757442407E0,4.757442407E0
4.054321241E1,3.211615316E1,1.189494809E2,1.704813898E1,1.036780869E0,1.647327323E2,4.751078879E0,4.751078879E0
4.154323506E1,3.211614240E1,1.189494860E2,1.715828285E1,1.088078492E0,1.631925199E2,4.752068489E0,4.752068489E0
4.254325771E1,3.211613802E1,1.189494925E2,1.784481766E1,8.535708835E-1,1.545059862E2,4.753892444E0,4.753892444E0
4.354327989E1,3.211613309E1,1.189494921E2,1.736715800E1,5.455165585E-1,1.654390157E2,4.756143560E0,4.756143560E0
4.454330313E1,3.211611932E1,1.189494976E2,1.747020523E1,8.954130095E-1,1.605616845E2,4.762523976E0,4.762523976E0
4.554332626E1,3.211611349E1,1.189494935E2,1.764245906E1,7.375866513E-1,1.771870346E2,4.759390756E0,4.759390756E0
4.654334998E1,3.211610469E1,1.189495018E2,1.782882790E1,8.473512945E-1,1.697860922E2,4.763204130E0,4.763204130E0
4.754337382E1,3.211609229E1,1.189495054E2,1.742240438E1,9.051451635E-1,1.658023388E2,4.753136579E0,4.753136579E0
4.854339802E1,3.211608230E1,1.189495119E2,1.752372293E1,9.842007918E-1,1.626355886E2,4.753569081E0,4.753569081E0
4.954342163E1,3.211607332E1,1.189495214E2,1.804796831E1,9.366514038E-1,1.561798423E2,4.757388150E0,4.757388150E0
5.054344499E1,3.211606245E1,1.189495257E2,1.757454613E1,9.216154132E-1,1.614014632E2,4.759503876E0,4.759503876E0
5.154346967E1,3.211605478E1,1.189495305E2,1.768438378E1,8.449026322E-1,1.643155418E2,4.764842629E0,4.764842629E0
5.254349446E1,3.211604108E1,1.189495318E2,1.816848641E1,9.895488308E-1,1.711082203E2,4.758852627E0,4.758852627E0
5.354351854E1,3.211602937E1,1.189495359E2,1.805131045E1,8.884085721E-1,1.621015646E2,4.760418149E0,4.760418149E0
5.454354346E1,3.211601852E1,1.189495436E2,1.819097671E1,8.933301764E-1,1.597556681E2,4.758363271E0,4.758363271E0
5.554356754E1,3.211600258E1,1.189495491E2,1.806999541E1,1.229153703E0,1.633761809E2,4.758505502E0,4.758505502E0
5.654359233E1,3.211598385E1,1.189495587E2,1.986888115E1,1.520342384E0,1.563426589E2,4.759340975E0,4.759340975E0
5.754361773E1,3.211597381E1,1.189495643E2,1.941164624E1,1.164092182E0,1.571862505E2,4.760500632E0,4.760500632E0
5.854364228E1,3.211596390E1,1.189495723E2,1.881436143E1,1.092135793E0,1.548148287E2,4.757062038E0,4.757062038E0
