"Time (s)","Pressure (hPa)"
7.346208300E-2,1.011723755E3
1.134694270E-1,1.011711243E3
1.534589060E-1,1.011691223E3
1.934670830E-1,1.011772461E3
2.334672390E-1,1.011856201E3
2.734690100E-1,1.011604980E3
3.134671350E-1,1.011603699E3
3.534582290E-1,1.011592468E3
3.934773430E-1,1.011651245E3
4.334689580E-1,1.011684998E3
4.734589580E-1,1.011627502E3
5.134681250E-1,1.011626221E3
5.534583330E-1,1.011690002E3
5.934584370E-1,1.011679993E3
6.334756770E-1,1.011833740E3
6.734724480E-1,1.011712463E3
7.134656770E-1,1.011617493E3
7.534678640E-1,1.011701233E3
7.934574480E-1,1.011653748E3
8.334586450E-1,1.011666199E3
8.734580730E-1,1.011829956E3
9.134670830E-1,1.011654968E3
9.534735410E-1,1.011661255E3
9.934709890E-1,1.011717468E3
1.033457864E0,1.011684998E3
1.073455573E0,1.011709961E3
1.113473593E0,1.011724976E3
1.153463385E0,1.011696228E3
1.193471562E0,1.011596252E3
1.233473593E0,1.011707458E3
1.273469739E0,1.011667480E3
1.313471770E0,1.011711243E3
1.353469166E0,1.011781250E3
1.393467708E0,1.011708740E3
1.433469270E0,1.011746216E3
1.473460937E0,1.011662476E3
1.513468073E0,1.011751221E3
1.553469010E0,1.011659973E3
1.593459323E0,1.011707458E3
1.633469114E0,1.011773743E3
1.673467031E0,1.011773743E3
1.713461823E0,1.011716248E3
1.753467031E0,1.011679993E3
1.793467187E0,1.011698730E3
1.833472343E0,1.011827454E3
1.873458489E0,1.011646240E3
1.913458698E0,1.011686218E3
1.953470729E0,1.011723755E3
1.993457529E0,1.011658752E3
2.033456956E0,1.011809998E3
2.073457893E0,1.011727478E3
2.113468258E0,1.011633728E3
2.153462737E0,1.011633728E3
2.193468570E0,1.011718750E3
2.233466539E0,1.011801208E3
2.273455654E0,1.011703735E3
2.313466539E0,1.011729980E3
2.353465497E0,1.011769958E3
2.393466695E0,1.011684998E3
2.433469872E0,1.011672485E3
2.473457685E0,1.011751221E3
2.513467737E0,1.011721252E3
2.553466487E0,1.011666199E3
2.593457112E0,1.011736206E3
2.633471331E0,1.011788757E3
2.673468102E0,1.011699951E3
2.713462008E0,1.011771240E3
2.753465602E0,1.011721252E3
2.793458570E0,1.011751221E3
2.833464872E0,1.011773743E3
2.873516227E0,1.011711243E3
2.913479664E0,1.011708740E3
2.953469352E0,1.011772461E3
2.993470654E0,1.011741211E3
3.033457581E0,1.011672485E3
3.073469977E0,1.011759949E3
3.113470289E0,1.011727478E3
3.153457633E0,1.011709961E3
3.193466227E0,1.011682495E3
3.233466174E0,1.011678711E3
3.273457737E0,1.011728699E3
3.313468935E0,1.011791199E3
3.353456539E0,1.011716248E3
3.393465810E0,1.011755005E3
3.433499091E0,1.011783752E3
3.473459299E0,1.011676208E3
3.513469977E0,1.011843750E3
3.553466279E0,1.011747498E3
3.593457529E0,1.011687500E3
3.633465810E0,1.011687500E3
3.673470966E0,1.011703735E3
3.713459091E0,1.011674988E3
3.753467581E0,1.011701233E3
3.793468674E0,1.011688721E3
3.833461591E0,1.011796204E3
3.873497216E0,1.011806213E3
3.913465862E0,1.011778748E3
3.953469924E0,1.011789978E3
3.993469195E0,1.011698730E3
4.033457164E0,1.011791199E3
4.073468518E0,1.011766235E3
4.113468883E0,1.011739990E3
4.153457320E0,1.011793701E3
4.193469247E0,1.011667480E3
4.233477529E0,1.011815002E3
4.273462685E0,1.011739990E3
4.313466122E0,1.011792480E3
4.353471852E0,1.011733704E3
4.393463622E0,1.011738708E3
4.433465966E0,1.011691223E3
4.473473049E0,1.011619995E3
4.513473310E0,1.011654968E3
4.553468466E0,1.011747498E3
4.593457372E0,1.011742493E3
4.633466174E0,1.011716248E3
4.673470289E0,1.011778748E3
4.713461956E0,1.011761230E3
4.753473935E0,1.011716248E3
4.793470810E0,1.011723755E3
4.833461435E0,1.011718750E3
4.873457581E0,1.011739990E3
4.913465862E0,1.011753723E3
4.953467945E0,1.011763733E3
4.993467893E0,1.011828735E3
5.033466799E0,1.011803711E3
5.073458049E0,1.011736206E3
5.113468831E0,1.011704956E3
5.153456539E0,1.011676208E3
5.193472060E0,1.011701233E3
5.233465966E0,1.011698730E3
5.273458831E0,1.011778748E3
5.313457372E0,1.011684998E3
5.353485237E0,1.011792480E3
5.393459508E0,1.011787476E3
5.433465914E0,1.011672485E3
5.473466591E0,1.011772461E3
5.513470810E0,1.011707458E3
5.553466435E0,1.011741211E3
5.593458100E0,1.011716248E3
5.633479038E0,1.011691223E3
5.673474142E0,1.011773743E3
5.713457163E0,1.011683716E3
5.753467319E0,1.011729980E3
5.793466382E0,1.011736206E3
5.833457944E0,1.011696228E3
5.873458048E0,1.011716248E3
5.913469142E0,1.011812500E3
5.953468465E0,1.011693726E3
5.993465496E0,1.011792480E3
6.033466329E0,1.011751221E3
6.073466069E0,1.011728699E3
6.113468152E0,1.011755005E3
6.153460548E0,1.011703735E3
6.193468152E0,1.011732483E3
6.233465913E0,1.011743713E3
6.273457788E0,1.011704956E3
6.313470496E0,1.011751221E3
6.353466590E0,1.011692505E3
6.393456746E0,1.011704956E3
6.433466642E0,1.011738708E3
6.473469507E0,1.011652466E3
6.513466746E0,1.011677490E3
6.553467007E0,1.011684998E3
6.593456954E0,1.011699951E3
6.633478569E0,1.011707458E3
6.673477371E0,1.011707458E3
6.713457371E0,1.011673706E3
6.753470548E0,1.011690002E3
6.793466746E0,1.011709961E3
6.833457163E0,1.011664978E3
6.873542215E0,1.011755005E3
6.913465704E0,1.011702454E3
6.953462736E0,1.011690002E3
6.993470704E0,1.011708740E3
7.033465704E0,1.011746216E3
7.073467632E0,1.011703735E3
7.113470132E0,1.011690002E3
7.153457684E0,1.011723755E3
7.193477215E0,1.011706238E3
7.233469871E0,1.011703735E3
7.273461642E0,1.011659973E3
7.313469194E0,1.011702454E3
7.353457736E0,1.011759949E3
7.393457579E0,1.011753723E3
7.433468621E0,1.011762451E3
7.473469090E0,1.011748718E3
7.513471538E0,1.011684998E3
7.553458100E0,1.011699951E3
7.593469715E0,1.011697449E3
7.633467059E0,1.011755005E3
7.673469350E0,1.011649963E3
7.713465704E0,1.011742493E3
7.753473309E0,1.011664978E3
7.793470548E0,1.011677490E3
7.833458517E0,1.011714966E3
7.873457632E0,1.011716248E3
7.913469975E0,1.011731201E3
7.953457475E0,1.011751221E3
7.993470809E0,1.012347473E3
8.033466017E0,1.012522461E3
8.073467944E0,1.012132507E3
8.113468725E0,1.012212463E3
8.153466434E0,1.011977478E3
8.193469038E0,1.011815002E3
8.233470184E0,1.011771240E3
8.273458152E0,1.011652466E3
8.313469715E0,1.011736206E3
8.353469038E0,1.011794983E3
8.393457684E0,1.011690002E3
8.433468569E0,1.011589966E3
8.473456954E0,1.011697449E3
8.513461069E0,1.011713745E3
8.553470496E0,1.011733704E3
8.593468361E0,1.011596252E3
8.633467684E0,1.011742493E3
8.673465913E0,1.011630005E3
8.713503413E0,1.011669983E3
8.753467527E0,1.011676208E3
8.793457111E0,1.011701233E3
8.833457267E0,1.011668701E3
8.873497059E0,1.011739990E3
8.913469923E0,1.011733704E3
8.953457632E0,1.011703735E3
8.993465861E0,1.011614990E3
9.033466382E0,1.011587463E3
9.073459350E0,1.011732483E3
9.113466225E0,1.011729980E3
9.153465757E0,1.011630005E3
9.193466538E0,1.011618713E3
9.233465965E0,1.011456238E3
9.273460444E0,1.011449951E3
9.313467267E0,1.011505005E3
9.353466121E0,1.011547485E3
9.393461798E0,1.011668701E3
9.433469194E0,1.011625000E3
9.473466069E0,1.011617493E3
9.513458048E0,1.011537476E3
9.553467892E0,1.011493713E3
9.593468204E0,1.011409973E3
9.633468048E0,1.011440002E3
9.673457371E0,1.011724976E3
9.713466069E0,1.011679993E3
9.753469663E0,1.011701233E3
9.793457527E0,1.011744995E3
9.833457475E0,1.011649963E3
9.873462215E0,1.011698730E3
9.913457684E0,1.011688721E3
9.953457632E0,1.011649963E3
9.993468621E0,1.011880005E3
1.003346925E1,1.011807495E3
1.007346472E1,1.011922485E3
1.011346685E1,1.012008728E3
1.015346867E1,1.011853699E3
1.019346654E1,1.011783752E3
1.023346607E1,1.011978699E3
1.027346102E1,1.011718750E3
1.031346768E1,1.011736206E3
1.035347435E1,1.011656250E3
1.039346175E1,1.011661255E3
1.043346919E1,1.011854980E3
1.047346164E1,1.012062500E3
1.051345768E1,1.011880005E3
1.055346675E1,1.011947449E3
1.059347149E1,1.011945007E3
1.063345925E1,1.011911255E3
1.067346706E1,1.011937500E3
1.071346576E1,1.011821228E3
1.075346966E1,1.011934998E3
1.079346732E1,1.011866211E3
1.083345753E1,1.011803711E3
1.087345779E1,1.011969971E3
1.091346716E1,1.011829956E3
1.095345846E1,1.011573730E3
1.099346649E1,1.011445007E3
1.103347169E1,1.011681213E3
1.107345904E1,1.011826233E3
1.111346956E1,1.011934998E3
1.115346680E1,1.011880005E3
1.119346852E1,1.012148743E3
1.123346862E1,1.011858704E3
1.127345748E1,1.011909973E3
1.131347143E1,1.011634949E3
1.135346638E1,1.011736206E3
1.139345794E1,1.011597473E3
1.143349123E1,1.011701233E3
1.147347435E1,1.011872498E3
1.151346211E1,1.011747498E3
1.155345815E1,1.011742493E3
1.159347617E1,1.011709961E3
1.163345690E1,1.011671204E3
1.167347081E1,1.011658752E3
1.171346680E1,1.011502502E3
1.175345763E1,1.011699951E3
1.179347227E1,1.011464966E3
1.183345784E1,1.011393738E3
1.187346029E1,1.011552490E3
1.191346826E1,1.011536255E3
1.195345779E1,1.011522461E3
1.199347044E1,1.011582458E3
1.203346602E1,1.011447449E3
1.207345659E1,1.011258728E3
1.211346570E1,1.011236206E3
1.215346607E1,1.011268738E3
1.219348195E1,1.011277466E3
1.223345774E1,1.011276245E3
1.227346872E1,1.011248718E3
1.231347357E1,1.011446228E3
1.235346706E1,1.011647461E3
1.239345706E1,1.011556213E3
1.243347107E1,1.011672485E3
1.247346836E1,1.011690002E3
1.251346222E1,1.011702454E3
1.255347117E1,1.011666199E3
1.259346925E1,1.011656250E3
1.263345805E1,1.011687500E3
1.267346904E1,1.011631226E3
1.271347768E1,1.011674988E3
1.275346784E1,1.011687500E3
1.279347086E1,1.011690002E3
1.283345742E1,1.011667480E3
1.287346232E1,1.011638733E3
1.291347320E1,1.011704956E3
1.295345727E1,1.011673706E3
1.299347268E1,1.011704956E3
1.303346716E1,1.011659973E3
1.307345800E1,1.011681213E3
1.311347263E1,1.011659973E3
1.315348748E1,1.011695007E3
1.319345727E1,1.011693726E3
1.323346914E1,1.011684998E3
1.327346899E1,1.011633728E3
1.331347149E1,1.011691223E3
1.335346628E1,1.011658752E3
1.339345638E1,1.011604980E3
1.343346998E1,1.011717468E3
1.347346977E1,1.011697449E3
1.351346096E1,1.011723755E3
1.355346612E1,1.011626221E3
1.359346612E1,1.011636230E3
1.363345742E1,1.011653748E3
1.367347143E1,1.011690002E3
1.371346919E1,1.011663757E3
1.375348268E1,1.011707458E3
1.379346987E1,1.011718750E3
1.383347253E1,1.011609985E3
1.387351472E1,1.011679993E3
1.391346638E1,1.011639954E3
1.395345930E1,1.011643738E3
1.399347248E1,1.011621216E3
1.403346883E1,1.011717468E3
1.407345779E1,1.011678711E3
1.411346857E1,1.011664978E3
1.415346633E1,1.011728699E3
1.419346284E1,1.011608704E3
1.423346149E1,1.011667480E3
1.427345753E1,1.011681213E3
1.431347081E1,1.011695007E3
1.435346570E1,1.011703735E3
1.439346654E1,1.011684998E3
1.443347050E1,1.011681213E3
1.447346956E1,1.011648743E3
1.451345768E1,1.011774963E3
1.455346774E1,1.011589966E3
1.459346800E1,1.011669983E3
1.463346331E1,1.011668701E3
1.467346164E1,1.011708740E3
1.471346748E1,1.011714966E3
1.475346706E1,1.011693726E3
1.479346930E1,1.011674988E3
1.483348399E1,1.011687500E3
1.487346675E1,1.011691223E3
1.491346633E1,1.011695007E3
1.495345789E1,1.011690002E3
1.499346925E1,1.011684998E3
1.503346930E1,1.011667480E3
1.507346331E1,1.011641235E3
1.511347315E1,1.011648743E3
1.515346612E1,1.011662476E3
1.519345779E1,1.011698730E3
1.523346685E1,1.011674988E3
1.527346815E1,1.011707458E3
