"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.142083000E-3,-7.137750387E-1,-2.013123512E0,-3.864372373E-1
2.760098900E-2,-8.670976758E-1,-2.038168192E0,-5.574744940E-1
4.805994800E-2,-7.681404352E-1,-1.772449732E0,-4.579063654E-1
6.851890600E-2,-8.102889061E-1,-1.885456443E0,-3.003077805E-1
8.897781200E-2,-1.181073189E0,-2.050996065E0,-4.212555289E-1
1.094367180E-1,-1.643484592E0,-1.662497163E0,-5.623612404E-1
1.298956770E-1,-1.654479742E0,-1.853081465E0,-3.693335354E-1
1.503545830E-1,-1.686854720E0,-1.773671389E0,1.944784969E-1
1.708135410E-1,-1.509709001E0,-1.316757679E0,4.467584193E-1
1.912724480E-1,-1.385096192E0,-1.304540634E0,1.223985180E-1
2.117314060E-1,-1.647149682E0,-1.470080256E0,-4.619532451E-2
2.321903120E-1,-1.267202616E0,-1.618745178E-2,5.011238456E-1
2.526492700E-1,-3.967452943E-1,1.829182148E0,1.188937783E0
2.731082290E-1,2.037175596E-1,2.232646793E-1,8.138776422E-1
2.935671350E-1,8.460234851E-2,-1.033324480E0,-5.911474228E-1
3.140260410E-1,-5.018110275E-1,7.675296068E-1,-3.503972590E-1
3.344850000E-1,-7.797465324E-1,1.016755223E0,-3.336753324E-2
3.549439580E-1,-4.126273096E-1,3.277195692E-1,3.655157387E-1
3.754028640E-1,3.717005551E-1,-7.847096324E-1,1.262239456E0
3.958618230E-1,8.586221933E-1,-8.848885894E-1,1.689221740E0
4.163207290E-1,1.038211226E0,2.168202400E0,1.573771596E0
4.367796870E-1,1.084024787E0,2.445527077E0,5.548783541E-1
4.572385930E-1,9.074899554E-1,3.466558158E-1,-3.510081172E-1
4.776975520E-1,4.847072959E-1,-8.262472749E-1,-9.161182046E-1
4.981565100E-1,3.148917556E-1,-5.196019411E-1,-8.043331504E-1
5.186154160E-1,7.308787704E-1,-7.792120576E-1,-7.945595980E-1
5.390743750E-1,1.363792896E0,-2.108415604E0,-2.453315258E-1
5.595332810E-1,2.001517296E0,-3.450523376E0,-1.870719716E-2
5.799922390E-1,2.155450821E0,-6.384499073E0,-1.335770249E0
6.004511980E-1,7.760814428E-1,-5.527480602E0,-2.023584366E0
6.209101040E-1,-8.276980370E-2,-1.068753600E0,-1.428008199E0
6.413690620E-1,1.004843712E-1,1.121210098E0,-4.811185598E-1
6.618280200E-1,2.031067163E-1,1.473058224E0,3.948363960E-1
6.822869270E-1,-6.997255087E-1,1.324011445E0,-3.216874301E-1
7.027458850E-1,-1.295912504E0,1.890572309E-1,-1.095096469E0
7.232047910E-1,-9.165763259E-1,-8.268581033E-1,-6.168029904E-1
7.436637500E-1,-2.275405973E-1,-7.065212131E-1,5.200600624E-1
7.641227080E-1,2.122694254E-1,-3.634541109E-2,-2.603736520E-2
7.845816140E-1,-5.100574717E-2,4.346178174E-1,1.855448633E-2
8.050405730E-1,-6.453601122E-1,2.257080674E-1,-2.459423840E-1
8.254995310E-1,-8.512156606E-1,-4.340833426E-1,-6.687250137E-1
8.459584370E-1,-1.038134933E0,-2.514399886E-1,-6.424586177E-1
8.664173950E-1,-1.273616552E-1,2.107422985E-2,-1.860793531E-1
8.868763540E-1,8.329665661E-1,2.452551723E-1,1.895917207E-1
9.073352600E-1,1.426099300E0,-8.800018430E-1,-5.169294775E-2
9.277942180E-1,7.058340311E-1,-1.275220037E0,-5.232670307E-1
9.482531770E-1,-4.492781460E-1,-1.009501457E0,-3.485647142E-1
9.687121350E-1,-5.806103349E-1,-1.627678871E0,3.749075159E-2
9.891710410E-1,-2.550287247E-1,-1.783444881E0,1.144575030E-1
1.009630000E0,-5.225798488E-1,-5.867951512E-1,1.244601328E-2
1.030088958E0,-1.082726717E0,1.713426560E-1,1.028514057E-1
1.050547916E0,-1.181684017E0,-2.367796749E-1,3.508553803E-1
1.071006823E0,-4.578300118E-1,-9.759048223E-1,5.524349809E-1
1.091465781E0,-1.053711548E-1,-1.219632864E0,7.075902224E-1
1.111924739E0,-1.105328083E0,2.391161680E0,1.278121591E0
1.132383698E0,-3.145863488E-2,6.478035450E-1,9.323819876E-1
1.152842656E0,1.266057253E0,-2.502183020E-1,7.760050893E-1
1.173301562E0,2.861819267E-1,5.806103349E-1,8.877901435E-1
1.193760520E0,5.100574717E-2,5.738909841E-1,9.751412868E-1
1.214219479E0,1.075472951E0,-3.406237066E-1,7.741725445E-1
1.234678437E0,1.212302685E0,-1.029659390E0,9.287168980E-1
1.255137395E0,6.520794630E-1,-7.028561234E-1,7.973847389E-1
1.275596354E0,3.332171738E-1,-7.822662592E-1,2.848838866E-1
1.296055260E0,-4.529432356E-1,4.529432356E-1,1.056383967E0
1.316514218E0,-5.222744122E-2,6.343649030E-1,1.775351167E0
1.336973177E0,1.164045811E0,-4.102602899E-1,1.270180464E0
1.357432135E0,5.494571328E-1,1.982199401E-1,1.232308030E0
1.377891093E0,7.687512636E-1,-1.004003882E0,5.866424441E-1
1.398350052E0,-6.080984473E-1,6.410841942E-1,1.114414454E0
1.418809010E0,-1.985253580E-2,-5.772506446E-2,1.755422354E-1
1.439267968E0,-2.464768738E-1,1.198787689E0,8.132667542E-1
1.459726927E0,4.474456310E-1,4.944808483E-1,1.198711395E0
1.480185833E0,2.709107697E-1,-3.461213410E-1,7.741725445E-1
1.500644791E0,3.939964995E-2,5.714476109E-1,6.006919146E-1
1.521103750E0,3.271087110E-1,1.493521482E-1,2.103605270E-1
1.541562708E0,5.861079693E-1,9.251281619E-1,5.365529656E-1
1.562021666E0,1.405330420E0,-1.306984067E0,-9.544488043E-3
1.582480625E0,1.279724985E-1,-1.753513455E0,7.963921130E-2
1.602939583E0,-1.203674555E0,1.503600478E0,-3.491755724E-1
1.623398541E0,-1.275754452E0,1.126707792E0,-8.467870206E-2
1.643857500E0,9.820133448E-1,6.807892919E-1,-2.758738995E-1
1.664316458E0,8.830560446E-1,-1.313321572E-2,2.097496837E-1
1.684775416E0,1.016831636E0,-4.615714550E-1,6.611657739E-1
1.705234375E0,-5.201364160E-1,-9.750649333E-2,-6.390989572E-2
1.725693333E0,-1.520704269E0,2.083905458E0,8.452598751E-2
1.746152291E0,-1.113269091E0,1.793753028E0,-8.712209016E-2
1.766611250E0,1.863084175E-2,-3.613924980E-1,1.733279042E-2
1.787070208E0,1.853921413E-1,-1.592249751E0,6.330668330E-1
1.807529166E0,7.663078904E-1,-2.007625818E0,8.621345758E-1
1.827988125E0,1.957765520E-1,-5.330405831E-1,7.167528868E-1
1.848447083E0,8.555679321E-1,6.575770974E-1,8.792382479E-1
1.868906041E0,1.680211782E0,-2.021064520E0,6.214607358E-1
1.889365000E0,1.204361677E0,-2.431553841E0,5.255576968E-1
1.909823958E0,-6.016845629E-2,-7.132405043E-1,5.261685848E-1
1.930282968E0,-4.651601911E-1,3.106158376E-1,9.002361447E-2
1.950741927E0,-3.970507067E-3,5.983248949E-1,-3.345152438E-1
1.971200885E0,-3.359660041E-3,1.915006191E-1,-4.133145213E-1
1.991658622E0,-3.497100472E-1,-1.384332627E-1,-2.606027126E-1
2.012117581E0,-2.605263591E-1,-2.935884595E-1,-5.902311578E-2
2.032576539E0,1.291942000E-1,-4.444677234E-1,-2.386122048E-1
