"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211612900E1,1.189591600E2,0.000000000E0,0.000000000E0,0.000000000E0,8.346283722E1,0.000000000E0
8.015985420E-1,3.211612900E1,1.189591600E2,0.000000000E0,0.000000000E0,0.000000000E0,8.346283722E1,0.000000000E0
1.121494323E0,3.211669122E1,1.189592815E2,8.609477261E1,2.299999952E0,3.542999878E2,1.503891754E1,2.173397064E1
1.769323593E0,3.211663468E1,1.189593361E2,6.813513670E1,2.390000105E0,3.432000122E2,1.247089481E1,1.824310303E1
2.775236770E0,3.211661135E1,1.189593608E2,6.640442086E1,2.970000029E0,3.401000061E2,9.686940193E0,1.550179386E1
3.769287291E0,3.211659159E1,1.189593720E2,6.269041932E1,2.750000000E0,3.527999878E2,8.566809654E0,1.437248039E1
4.769513644E0,3.211660317E1,1.189593656E2,6.149704132E1,3.250000000E0,3.435000000E2,6.818171978E0,1.165559483E1
5.856957186E0,3.211662274E1,1.189593562E2,5.890909577E1,3.430000067E0,3.430000000E2,5.618755817E0,9.622967720E0
6.769855258E0,3.211662253E1,1.189593684E2,3.827611998E1,3.059999943E0,3.413999939E2,4.307451248E0,6.360607147E0
7.773087706E0,3.211663592E1,1.189593645E2,3.732028569E1,2.930000067E0,3.401000061E2,4.046214581E0,5.801138401E0
8.773873643E0,3.211665036E1,1.189593626E2,3.341461785E1,3.059999943E0,3.407999878E2,3.803236961E0,5.033038616E0
9.771313434E0,3.211666886E1,1.189593597E2,3.259379921E1,3.140000105E0,3.428999939E2,3.790092468E0,4.875923157E0
1.077279625E1,3.211668342E1,1.189593591E2,2.912532187E1,2.269999981E0,3.457000122E2,3.948740244E0,4.636232853E0
1.177367958E1,3.211669280E1,1.189593554E2,2.832341047E1,1.990000010E0,3.455000000E2,4.264301300E0,4.678895950E0
1.278229510E1,3.211670516E1,1.189593506E2,2.815999693E1,2.410000086E0,3.370000000E2,4.823809147E0,4.766903877E0
1.377248770E1,3.211672507E1,1.189593442E2,2.834767668E1,3.299999952E0,3.431000061E2,4.402667046E0,4.800360680E0
1.477035229E1,3.211675019E1,1.189593389E2,2.805770094E1,3.109999895E0,3.490000000E2,4.280362606E0,4.865422726E0
1.577406135E1,3.211677361E1,1.189593368E2,2.630207427E1,2.890000105E0,3.482000122E2,3.999319553E0,4.444990635E0
1.677687463E1,3.211679813E1,1.189593335E2,2.650214216E1,2.950000048E0,3.460000000E2,3.993104219E0,4.524708748E0
1.777775822E1,3.211682292E1,1.189593284E2,2.621027309E1,2.890000105E0,3.453999939E2,3.925278425E0,4.425805569E0
1.877895385E1,3.211684681E1,1.189593243E2,2.616437099E1,2.910000086E0,3.460000000E2,3.790092468E0,4.161307335E0
1.977626083E1,3.211687247E1,1.189593203E2,2.605023434E1,3.069999933E0,3.473999939E2,3.790092468E0,3.914912701E0
2.077208635E1,3.211689608E1,1.189593170E2,2.619091329E1,2.690000057E0,3.490000000E2,3.790092468E0,3.642833710E0
