"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.443471432E0,5.085047245E0,9.201001167E0
2.045890600E-2,-3.770789385E0,5.152046204E0,8.521140099E0
4.091786400E-2,-2.279163599E0,4.661218643E0,8.221738815E0
6.137677000E-2,-1.639980793E0,4.682754040E0,9.799506187E0
8.183572900E-2,-2.650350094E0,4.433900356E0,1.079073238E1
1.022946350E-1,-2.420340061E0,4.275674820E0,9.514760017E0
1.227535930E-1,-1.716551185E0,4.967798710E0,9.605687141E0
1.432125000E-1,8.282157183E-1,4.337888241E0,8.743673325E0
1.636714580E-1,9.577272534E-1,3.267997503E0,8.025527000E0
1.841303640E-1,-9.768698215E-1,3.468994617E0,9.536295891E0
2.045893230E-1,-6.870391965E-1,3.813561201E0,1.026640511E1
2.250482290E-1,1.864906192E0,6.248557091E0,6.890730858E0
2.455071870E-1,9.337990284E-1,5.257330418E0,5.964110374E0
2.659660930E-1,3.113660514E-1,3.493520916E-1,1.462134266E1
2.864250520E-1,-3.828516230E-2,-1.328913927E0,9.387641907E0
3.068839580E-1,3.646063566E0,2.681157827E0,7.529913902E0
3.273429160E-1,3.430709362E0,1.254437327E0,8.461319923E0
3.478018230E-1,2.015953064E0,1.797907114E0,7.182954311E0
3.682607810E-1,9.936196208E-1,2.303091764E0,6.792625427E0
3.887196870E-1,5.024927482E-2,8.712865710E-1,6.677769661E0
4.091786450E-1,4.980062246E-1,3.804588020E-1,4.886742115E0
4.296376040E-1,-3.734897137E0,2.440679073E-1,8.714959145E0
4.500965100E-1,-2.647957325E0,1.934298038E0,9.186644554E0
4.705554680E-1,1.206580877E0,2.097009897E0,8.413463593E0
4.910143750E-1,8.979067206E-1,2.918346405E0,6.991229534E0
5.114733330E-1,1.295115232E0,2.492124796E0,7.144370079E0
5.319322390E-1,5.283651352E0,2.468196630E0,6.163013935E0
5.523911980E-1,1.649552107E0,1.946262121E0,6.545865536E0
5.728501560E-1,-1.146760225E0,3.162414312E0,1.329482174E1
5.933090620E-1,8.774480820E0,2.714956284E0,2.037668037E1
6.137680200E-1,5.405984402E0,3.971786499E0,5.394319534E0
6.342269790E-1,4.100998878E0,1.041476011E0,9.787542343E0
6.546858850E-1,3.492922783E0,3.471387386E0,1.116431236E1
6.751448430E-1,-2.413161755E0,2.944667339E0,1.126002502E1
6.956037500E-1,-8.452646136E-1,5.089832783E0,9.957432747E0
7.160627080E-1,-9.481559992E-1,5.487041473E0,1.059930706E1
7.365216660E-1,1.086939692E0,4.175176620E0,8.892327309E0
7.569805730E-1,-1.017547846E0,3.784847260E0,9.653543472E0
7.774395310E-1,7.731808424E-1,6.188736439E0,8.707780838E0
7.978984370E-1,-4.980062246E-1,5.551946640E0,9.538688660E0
8.183573950E-1,-1.218544960E0,6.090631008E0,8.178668022E0
8.388163540E-1,-5.530411601E-1,4.953442097E0,1.010847950E1
8.592753120E-1,3.711866140E-1,5.178367138E0,1.043390274E1
8.797342180E-1,1.354935765E0,4.445864677E0,1.033819008E1
9.001931770E-1,9.529415965E-1,5.393721104E0,9.450154305E0
9.206521350E-1,1.220937729E0,6.076273918E0,9.821041107E0
9.411110410E-1,1.678265929E0,4.902893543E0,9.639186859E0
9.615700000E-1,1.864906192E0,4.371387959E0,8.166703224E0
9.820289580E-1,2.518445730E0,2.829811811E0,7.848458290E0
1.002487916E0,3.964607954E0,2.774776936E0,8.413463593E0
1.022946823E0,3.768396616E0,2.056331873E0,8.145168304E0
1.043405781E0,2.963809967E0,5.195416212E-1,9.445367813E0
1.063864739E0,2.714956284E0,1.728515267E0,7.980063438E0
1.084323698E0,3.200998545E0,3.078665495E0,8.841778755E0
1.104782656E0,6.284449577E0,2.465803623E0,1.314646626E1
1.125241562E0,5.985346794E0,2.947060108E0,1.142512989E1
1.145700520E0,2.848954439E0,1.769193292E0,8.966505051E0
1.166159479E0,1.441376567E0,3.306282759E0,1.063280678E1
1.186618437E0,-4.067798331E-2,3.179163933E0,1.103240776E1
1.207077395E0,1.711765528E0,1.007677436E0,1.162612724E1
1.227536302E0,2.023131609E0,4.194318771E0,6.907480717E0
1.247995260E0,1.922333837E0,6.636493683E0,1.256231880E1
1.268454218E0,2.197807550E0,5.956333637E0,1.029751205E1
1.288913177E0,7.779664397E-1,2.801098108E0,1.058255768E1
1.309372135E0,2.164308071E0,1.007677436E0,1.219113255E1
1.329831093E0,1.831406593E0,1.115653515E0,8.559425354E0
1.350290000E0,3.885644913E0,8.353942037E-1,1.077876854E1
1.370748958E0,7.683951855E-1,2.640479803E0,8.216354847E-1
1.391207916E0,1.032323551E1,2.956631422E0,8.425427437E0
1.411666875E0,3.550350666E0,2.717349291E0,1.046740246E1
1.432125833E0,5.839085579E0,6.699903309E-2,9.296713829E0
1.452584791E0,4.426722050E0,-1.479661703E0,-2.222333997E-1
1.473043750E0,2.664707184E0,2.216950178E0,8.762815475E0
1.493502708E0,3.531208038E0,2.587837696E0,1.239242840E1
1.513961666E0,1.544267893E0,2.535195589E0,1.143948650E1
1.534420625E0,6.107380867E0,1.884048700E0,4.812564373E0
1.554879583E0,2.848954439E0,5.269294739E0,4.058526516E0
1.575338541E0,4.091427803E0,7.773682594E0,1.478884029E1
1.595797500E0,3.945465326E0,-3.107678413E0,1.110927773E1
1.616256458E0,7.206284523E0,3.109772205E0,1.505952835E1
1.636715416E0,6.011667728E0,-7.417750359E-2,2.004287958E0
1.657174323E0,5.693123341E0,3.746562004E0,6.909873486E0
1.677633281E0,6.466603279E0,2.666800737E0,4.884349346E0
1.698092291E0,1.671087503E0,1.278365493E0,1.198774242E1
1.718551198E0,4.790730000E0,1.433898926E0,8.861220360E0
1.739010208E0,7.277171612E-1,1.671087503E0,8.748458862E0
1.759469166E0,-7.037889361E-1,2.228914261E0,9.751649857E0
1.779928125E0,1.491625786E0,2.458625317E0,1.176042461E1
1.800387083E0,3.921537161E0,2.008475542E0,8.185846329E0
1.820846041E0,3.883252144E0,1.309472203E0,1.232542896E1
1.841305000E0,5.449055195E0,3.182454109E-1,5.990431309E0
1.861763958E0,3.401995659E0,3.449851990E0,8.952147484E0
1.882222916E0,5.413163185E0,2.437089920E0,9.632008553E0
1.902681875E0,6.437590122E0,2.262413740E0,8.513961792E0
1.923140833E0,4.960620403E0,3.354139090E0,7.767102242E0
1.943599791E0,4.486542225E0,4.266103745E0,7.659126282E0
1.964058750E0,3.828217030E0,5.630909920E0,8.619246483E0
1.984516487E0,3.751646757E0,5.638088226E0,8.894720078E0
2.004975445E0,3.653541088E0,5.946762562E0,9.871291161E0
2.025434456E0,2.961417198E0,5.731408596E0,1.048654556E1
2.045893414E0,3.483351469E0,4.740181446E0,9.696614265E0
2.066352372E0,2.865704298E0,3.667598963E0,8.645566940E0
2.086811331E0,2.061416626E0,3.452244759E0,7.010372162E0
2.107270289E0,2.374876499E0,3.203092098E0,6.569793701E0
2.127729247E0,3.018844843E0,2.190629244E0,7.065407276E0
2.148188206E0,4.323830605E0,1.091725349E0,6.957729816E0
2.168647164E0,4.608576298E0,1.077368379E0,6.574579239E0
2.189106174E0,7.447959423E0,9.119645357E-1,6.933801651E0
2.209565133E0,3.847359657E0,4.331009090E-1,8.928219795E0
2.230024091E0,1.045753193E1,8.569296002E-1,1.444158173E1
2.250483049E0,6.296413898E0,2.331805706E0,9.169894218E0
2.270942060E0,-1.919941068E0,3.052344322E0,9.897611618E0
2.291401018E0,-6.439684033E-1,4.606183529E0,1.123370457E1
2.311859977E0,-1.357328653E0,1.773978829E0,8.425427437E0
2.332318935E0,-6.939185411E-2,2.010868311E0,9.334999084E0
2.352777893E0,4.072285175E0,1.745265007E0,9.821041107E0
2.373236904E0,6.988238335E0,-1.778764486E0,8.216953278E0
2.393695862E0,5.257330418E0,1.584945917E0,6.785446644E0
2.414154820E0,7.208677292E0,2.027618170E0,9.268000603E0
2.434613779E0,4.033999920E0,1.101296663E0,6.967301369E0
2.455072789E0,2.307877541E0,9.693922997E-1,9.464510918E0
2.475531747E0,1.082154036E0,-3.589234129E-2,6.493223190E0
2.495990706E0,4.773980141E0,1.357328653E0,1.024247742E1
2.516449716E0,3.260818958E0,9.095717072E-1,7.826922894E0
2.536908674E0,4.644468784E0,1.383649707E0,9.754042625E0
2.557367633E0,3.995714664E0,2.022832394E0,7.587341309E0
2.577826643E0,3.162713289E0,1.829013824E0,1.210020542E1
2.598285602E0,4.010071754E0,1.079761267E0,9.828220367E0
2.618744560E0,6.045167446E0,1.503290772E0,9.904789925E0
2.639203570E0,3.045166016E0,1.390828133E0,9.145966530E0
2.659662529E0,9.553344250E-1,1.996511340E0,7.108478069E0
2.680121539E0,6.061916828E0,1.039083242E0,8.954540253E0
2.700580497E0,3.555136204E0,1.405185103E0,1.190160084E1
2.721039456E0,1.968096614E0,1.173081279E0,8.446963310E0
2.741498466E0,5.051547527E0,7.420741320E-1,1.214327621E1
2.761957424E0,4.441078663E0,-6.777670383E-1,9.095717430E0
2.782416435E0,3.691826344E0,-9.720842242E-1,9.553045273E0
2.802875393E0,4.520041943E0,-6.415755749E-1,6.548258305E0
2.823334352E0,5.604588985E0,-6.945167780E-1,1.066152000E1
2.843793362E0,2.518445730E0,-7.710871100E-1,6.668198586E0
2.864252320E0,6.198307991E0,5.554339290E-1,8.691030502E0
2.884711331E0,2.908775091E0,2.511267424E0,5.107180595E0
2.905170289E0,3.485744476E0,1.374078393E0,1.028315544E1
2.925629299E0,5.604588985E0,8.330013752E-1,9.323035240E0
2.946088258E0,3.332603693E0,1.479362607E0,9.940682411E0
2.966547268E0,3.351746321E0,2.137687922E0,8.368000031E0
2.987006227E0,3.256033421E0,2.561516523E0,9.746864319E0
3.007465237E0,5.223830700E0,9.430712461E-1,1.165753269E1
3.027924195E0,4.201497555E0,9.023932219E-1,1.404198074E1
3.048383206E0,3.217748165E0,2.370090723E0,1.040518951E1
3.068842164E0,3.428316593E0,1.917548299E0,8.992825508E0
3.089301174E0,4.158426762E0,2.336591244E0,8.312965393E0
3.109760133E0,4.381258488E0,1.027119160E0,9.550652504E0
3.130219143E0,1.489233017E0,2.606980324E0,9.234500885E0
3.150678154E0,3.380460262E0,1.797907114E0,7.074978352E0
3.171137112E0,3.179463148E0,1.893620014E0,9.186644554E0
3.191596122E0,4.232903481E0,1.122832060E0,6.986443996E0
3.212055133E0,6.861418724E0,3.876372576E-1,7.228417873E0
3.232514091E0,7.941180229E0,8.186444640E-1,8.190631866E0
3.252973102E0,5.257330418E0,1.716551185E0,6.287440777E0
3.273432060E0,4.718646049E0,4.115654826E-1,1.074048328E1
3.293891070E0,4.333401680E0,3.195913792E0,8.805886269E0
3.314350081E0,3.476173162E0,1.888834357E0,1.144666576E1
3.334809039E0,5.894419670E0,-2.219342947E0,6.347260952E0
3.355268049E0,3.751646757E0,1.065404296E0,8.092526436E0
3.375727060E0,2.576172590E0,3.238984585E0,5.078466892E0
3.396186018E0,1.243011570E1,1.000499010E0,1.345543957E1
3.416645029E0,9.099904060E0,1.007677436E0,9.251250267E0
3.437104039E0,2.465803623E0,3.188735247E0,4.283451557E0
3.457562997E0,7.707880139E-1,4.196712017E0,6.153442383E0
3.478022008E0,2.499303341E0,2.884846687E0,1.182742310E1
3.498481018E0,5.403591633E0,3.847359657E0,1.513609886E1
3.518940029E0,1.635195136E0,2.722134829E0,1.332114315E1
3.539398987E0,3.990929127E0,1.534397483E0,9.416654587E0
