"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.695067167E0,5.288351059E0,9.000952721E0
2.197968700E-2,-3.350934267E0,5.813955307E0,9.453783035E0
4.198437500E-2,-2.520213366E0,6.000089645E0,9.883830070E0
6.397812500E-2,-2.122498035E0,5.644484043E0,1.024196434E1
8.398593700E-2,-2.779237270E0,6.219810486E0,1.025593662E1
1.059796870E-1,-3.172039509E0,5.700153828E0,9.511904716E0
1.259796870E-1,-2.328705788E0,4.005729198E0,1.046113873E1
1.459796870E-1,-1.263956547E0,2.480010033E0,1.150900364E1
1.659984370E-1,-2.118772715E-1,1.610770941E0,1.121114635E1
1.879796870E-1,5.709021688E-1,8.846862912E-1,1.019040203E1
2.079843750E-1,7.237192988E-1,4.140627980E-1,1.017914009E1
2.279859370E-1,1.026585817E0,4.069376886E-1,9.882201195E0
2.499796870E-1,5.991345644E-1,6.786317229E-1,9.929558754E0
2.719796870E-1,8.813726902E-1,6.558388472E-1,9.907320976E0
2.939796870E-1,3.078368902E-1,1.409342051E0,9.332215309E0
3.159796870E-1,-4.229692519E-1,2.329069853E0,8.418904305E0
3.359796870E-1,-4.097819924E-1,2.600974560E0,7.287624359E0
3.559843750E-1,7.717852592E-1,1.824420094E0,6.945933819E0
3.779796870E-1,1.451365054E-1,1.936679363E0,6.409584522E0
3.979828120E-1,-3.351307809E-1,3.292592287E0,6.735358715E0
4.199796870E-1,-1.881603122E0,3.098154545E0,8.467649460E0
4.399843750E-1,-6.193033457E-1,2.168131590E0,9.424496651E0
4.619781250E-1,8.748412877E-2,2.196325779E0,9.068527222E0
4.819828120E-1,-4.849982262E-1,2.507131338E0,1.027256107E1
5.039796870E-1,-8.352986574E-1,3.087639093E0,9.619547844E0
5.259781250E-1,1.853591055E-1,3.330909252E0,9.456177711E0
5.459796870E-1,1.558816880E-1,4.008880138E0,9.740216255E0
5.659984370E-1,-3.350445926E-1,4.147868156E0,9.817634583E0
5.879796870E-1,-6.525061727E-1,4.113669395E0,9.588384628E0
6.079796870E-1,6.119101048E-1,5.333755016E0,9.981599808E0
6.279796870E-1,-1.630738676E-1,4.516623020E0,9.793434143E0
6.479796870E-1,-5.410799980E-1,4.616164684E0,9.303599358E0
6.699796870E-1,-4.802577198E-1,5.125391960E0,9.548306465E0
6.919796870E-1,-5.983493328E-1,5.107196331E0,1.007662010E1
7.119796870E-1,-6.648697853E-1,4.672600746E0,1.035271931E1
7.319796870E-1,9.166919440E-2,3.576745749E0,1.095109749E1
7.519796870E-1,3.774123788E-1,2.632242918E0,1.181155491E1
7.719796870E-1,-2.298337817E-1,2.125476599E0,1.166916656E1
7.939796870E-1,-1.199983478E0,2.256659746E0,1.013843822E1
8.159796870E-1,-1.006321311E0,2.268582821E0,9.178488731E0
8.379796870E-1,-5.934843421E-1,2.071013212E0,9.334916115E0
8.579796870E-1,-7.421450615E-1,1.899952292E0,9.624413490E0
8.779796870E-1,-9.652559161E-1,1.867649674E0,9.774970055E0
8.979796870E-1,-9.893032908E-1,1.815561414E0,9.639027596E0
9.179796870E-1,-8.670074344E-1,1.881354094E0,9.279619217E0
9.379796870E-1,-7.262762785E-1,2.005143881E0,8.964111328E0
9.579796870E-1,-3.431656957E-1,2.221905231E0,8.740684509E0
9.779796870E-1,-1.618480310E-2,2.674811840E0,7.799849510E0
9.979796870E-1,-2.060641497E-1,2.896045446E0,6.544243813E0
1.017979687E0,-2.446108013E-1,2.806138515E0,6.180181503E0
1.037979687E0,5.267243832E-4,3.313163280E0,5.939487934E0
1.057981250E0,1.042090654E0,2.082515001E0,6.045454979E0
1.079979687E0,2.070764065E0,-1.821604371E0,3.411277771E0
1.099979687E0,-8.450286984E-1,1.820886135E0,9.564586639E0
1.119979687E0,-2.182898998E0,4.707364082E0,1.365178585E1
1.139979687E0,-8.200236559E-1,2.393387794E0,1.307380676E1
1.159979687E0,1.162499905E0,1.385591507E0,1.040672398E1
1.181978125E0,7.960720658E-1,1.505924225E0,5.757920742E0
1.201978125E0,-1.792529225E0,1.603607535E0,1.298884106E1
1.221978125E0,-1.038863301E0,3.680395603E0,8.474190712E0
1.241978125E0,-8.090582490E-1,5.336579800E0,4.926922321E0
