"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.979687000E-3,-3.998000026E-1,7.834999561E-1,1.102499962E0
2.597968700E-2,5.329999700E-2,1.229799986E0,1.572899938E0
4.597968700E-2,8.552999496E-1,1.308300018E0,1.918699980E0
6.600156200E-2,1.073699951E0,9.416999817E-1,2.231799841E0
9.597812500E-2,2.666999996E-1,1.131299973E0,1.771999955E0
1.159859370E-1,2.351999879E-1,2.788999975E-1,1.798999906E0
1.459796870E-1,1.645900011E0,-2.113600016E0,3.315399885E0
1.659984370E-1,2.436899900E0,-2.872400045E0,2.885999918E0
1.959781250E-1,2.688899994E0,-3.562599897E0,1.613600016E0
2.159812500E-1,2.774399996E0,-3.841399908E0,1.417999983E0
2.459796870E-1,2.135299921E0,-3.053299904E0,9.088999629E-1
2.660187500E-1,2.038899899E0,-2.896299839E0,1.051900029E0
2.959796870E-1,1.045899987E0,-1.417099953E0,-6.030000001E-2
3.159796870E-1,1.037999988E-1,-2.317999899E-1,-1.039499998E0
3.359796870E-1,-1.481999904E-1,3.048999906E-1,-2.256999969E0
3.559843750E-1,7.251999974E-1,-2.228999883E-1,-2.649499893E0
3.859796870E-1,-1.200999990E-1,3.587999940E-1,-3.095199823E0
4.059828120E-1,-1.600600004E0,1.783100009E0,-2.248600006E0
4.359796870E-1,-1.341399908E0,6.696000099E-1,-3.148999810E-1
4.559859370E-1,-2.234999985E-1,6.093999743E-1,-6.229000092E-1
4.859796870E-1,-6.904999614E-1,1.220899940E0,2.451999933E-1
5.059812500E-1,-6.746000051E-1,1.459499955E0,-7.369999588E-2
5.359796870E-1,4.177999794E-1,1.813599944E0,2.109999955E-2
5.659984370E-1,-1.919000000E-1,2.128299952E0,2.090999931E-1
5.959781250E-1,-4.255999923E-1,2.118700027E0,1.604000032E-1
6.159796870E-1,9.655999541E-1,2.087399960E0,2.918999791E-1
6.459796870E-1,-6.094999909E-1,1.973399997E0,-2.038999945E-1
6.659984370E-1,-5.214999914E-1,2.236700058E0,-6.300000008E-3
6.959796870E-1,-6.513000131E-1,2.118999958E0,7.290999889E-1
7.159796870E-1,-4.745000005E-1,1.473099947E0,1.107299924E0
7.459796870E-1,3.971999884E-1,-1.361999959E-1,2.271299839E0
7.660125000E-1,-9.059999883E-2,-7.684999704E-1,2.521899939E0
7.959781250E-1,-1.314000010E0,-7.832999825E-1,7.020999789E-1
8.159796870E-1,-1.080500007E0,-8.580999970E-1,-1.296000034E-1
8.459781250E-1,-6.938999891E-1,-1.148899913E0,1.735000014E-1
8.659984370E-1,-9.684000015E-1,-1.178300023E0,4.093999863E-1
8.959796870E-1,-1.132599950E0,-1.153999925E0,3.109999895E-1
9.259781250E-1,-9.645999670E-1,-9.264000058E-1,-2.597999871E-1
