"Time (s)","Pressure (hPa)"
1.104396870E-1,1.016128906E3
1.904396870E-1,1.016138672E3
2.704787500E-1,1.016132812E3
3.504381250E-1,1.016130859E3
4.304381250E-1,1.016118652E3
5.104412500E-1,1.016125000E3
5.904396870E-1,1.016118652E3
6.704584370E-1,1.016127441E3
7.504396870E-1,1.016124023E3
8.304396870E-1,1.016131836E3
9.104396870E-1,1.016132812E3
9.904381250E-1,1.016139160E3
1.070456875E0,1.016131348E3
1.150439687E0,1.016135742E3
1.230438125E0,1.016138672E3
1.310438125E0,1.016135254E3
1.390438125E0,1.016120605E3
1.470460000E0,1.016123047E3
1.550439687E0,1.016109863E3
1.630438125E0,1.016129395E3
1.710438125E0,1.016132812E3
1.790438125E0,1.016135742E3
1.870456875E0,1.016133789E3
1.950438125E0,1.016127930E3
2.030438125E0,1.016136230E3
2.110439687E0,1.016123047E3
2.190438125E0,1.016125000E3
2.270474062E0,1.016146484E3
2.350439687E0,1.016133301E3
2.430438125E0,1.016141602E3
2.510442812E0,1.016145996E3
2.590438125E0,1.016146973E3
2.670456875E0,1.016133789E3
2.750439687E0,1.016130859E3
2.830439687E0,1.016125488E3
2.910438125E0,1.016134277E3
2.990438125E0,1.016137695E3
3.070456875E0,1.016130859E3
3.150438125E0,1.016127441E3
3.230438125E0,1.016133789E3
3.310444375E0,1.016123047E3
3.390438125E0,1.016129883E3
3.470458437E0,1.016136230E3
3.550438125E0,1.016144531E3
3.630438125E0,1.016164551E3
3.710438125E0,1.016156738E3
3.790438125E0,1.016150879E3
3.870456875E0,1.016154297E3
3.950438125E0,1.016141602E3
4.030438125E0,1.016137695E3
4.110481875E0,1.016139648E3
4.190438125E0,1.016144531E3
4.270472500E0,1.016138184E3
4.350438125E0,1.016135254E3
4.430438125E0,1.016146484E3
4.510438125E0,1.016143066E3
4.590438125E0,1.016144531E3
4.670456875E0,1.016143555E3
4.750438125E0,1.016153809E3
4.830439687E0,1.016149414E3
4.910442812E0,1.016138184E3
4.990438125E0,1.016136719E3
5.070458437E0,1.016140137E3
5.150444375E0,1.016137207E3
5.230438125E0,1.016147949E3
5.310439687E0,1.016155762E3
5.390438125E0,1.016156250E3
5.470458437E0,1.016149902E3
5.550439687E0,1.016145996E3
5.630439687E0,1.016142578E3
5.710438125E0,1.016144531E3
5.790442812E0,1.016173340E3
5.870458437E0,1.016180664E3
5.950442812E0,1.016167480E3
6.030438125E0,1.016157715E3
6.110439687E0,1.016147949E3
6.190439687E0,1.016138672E3
6.270472500E0,1.016147461E3
6.350438125E0,1.016156738E3
6.430438125E0,1.016164551E3
6.510439687E0,1.016163574E3
6.590438125E0,1.016164062E3
6.670458437E0,1.016163086E3
6.750439687E0,1.016145996E3
6.830439687E0,1.016136230E3
6.910439687E0,1.016140625E3
6.990439687E0,1.016136719E3
7.070458437E0,1.016137207E3
7.150438125E0,1.016144531E3
7.230439687E0,1.016138184E3
7.310438125E0,1.016132324E3
7.390438125E0,1.016129395E3
7.470458437E0,1.016129395E3
7.550439687E0,1.016148438E3
7.630438125E0,1.016150391E3
7.710439687E0,1.016159180E3
7.790438125E0,1.016157227E3
7.870458437E0,1.016152832E3
7.950438125E0,1.016145508E3
8.030438125E0,1.016146484E3
8.110439687E0,1.016155762E3
8.190439687E0,1.016161133E3
8.270472500E0,1.016159668E3
8.350439687E0,1.016162598E3
8.430438125E0,1.016160645E3
8.510439687E0,1.016155273E3
8.590438125E0,1.016145020E3
8.670458437E0,1.016146484E3
8.750439687E0,1.016153320E3
8.830438125E0,1.016155762E3
8.910438125E0,1.016157227E3
8.990439687E0,1.016166504E3
9.070458437E0,1.016158691E3
9.150438125E0,1.016157715E3
9.230439687E0,1.016155762E3
9.310438125E0,1.016159180E3
9.390438125E0,1.016143555E3
9.470458437E0,1.016140625E3
9.550439687E0,1.016151367E3
9.630439687E0,1.016145020E3
9.710438125E0,1.016148438E3
9.790438125E0,1.016149902E3
9.870456875E0,1.016155762E3
9.950438125E0,1.016157715E3
1.003043812E1,1.016147461E3
1.011043969E1,1.016150879E3
1.019043812E1,1.016147949E3
1.027047250E1,1.016145996E3
1.035043812E1,1.016139648E3
1.043043812E1,1.016135254E3
1.051043812E1,1.016145020E3
1.059043969E1,1.016139160E3
1.067045844E1,1.016145508E3
1.075043812E1,1.016148438E3
1.083043969E1,1.016150879E3
1.091043969E1,1.016152344E3
1.099043812E1,1.016143555E3
1.107045844E1,1.016138184E3
1.115043812E1,1.016125488E3
1.123043969E1,1.016148438E3
1.131043813E1,1.016148926E3
1.139043813E1,1.016156738E3
1.147045844E1,1.016157715E3
1.155043813E1,1.016153320E3
1.163043969E1,1.016162109E3
1.171043813E1,1.016144531E3
1.179043813E1,1.016144531E3
1.187045688E1,1.016145020E3
1.195043813E1,1.016152344E3
1.203043969E1,1.016155273E3
1.211043969E1,1.016138672E3
1.219043969E1,1.016144531E3
1.227047250E1,1.016152832E3
1.235043812E1,1.016148438E3
1.243043812E1,1.016151855E3
1.251043812E1,1.016156738E3
1.259043812E1,1.016159180E3
1.267045844E1,1.016158203E3
1.275043812E1,1.016156250E3
1.283043812E1,1.016157227E3
1.291043812E1,1.016166992E3
1.299043812E1,1.016171387E3
1.307045688E1,1.016179199E3
1.315043812E1,1.016160645E3
1.323043813E1,1.016175781E3
1.331043813E1,1.016164062E3
1.339043813E1,1.016156738E3
1.347045844E1,1.016156738E3
1.355043969E1,1.016161621E3
1.363043969E1,1.016160645E3
1.371043969E1,1.016165039E3
1.379043813E1,1.016159668E3
1.387045688E1,1.016160156E3
1.395043813E1,1.016159180E3
1.403043813E1,1.016171387E3
1.411043813E1,1.016172852E3
1.419043969E1,1.016173828E3
1.427047250E1,1.016159180E3
1.435043812E1,1.016160156E3
1.443043812E1,1.016152832E3
1.451043812E1,1.016152344E3
1.459043812E1,1.016162109E3
1.467045688E1,1.016163574E3
1.475043812E1,1.016153320E3
1.483043812E1,1.016168457E3
1.491043812E1,1.016166992E3
1.499043969E1,1.016162109E3
1.507045844E1,1.016156738E3
1.515043812E1,1.016156738E3
1.523043813E1,1.016172363E3
1.531043969E1,1.016170410E3
1.539043813E1,1.016162598E3
1.547045688E1,1.016165527E3
1.555043813E1,1.016148438E3
1.563043813E1,1.016153320E3
1.571043813E1,1.016165527E3
1.579043813E1,1.016157227E3
1.587045688E1,1.016163086E3
1.595043813E1,1.016153809E3
1.603043812E1,1.016151855E3
1.611043812E1,1.016152344E3
1.619043969E1,1.016151855E3
1.627047250E1,1.016171387E3
1.635043812E1,1.016162109E3
1.643043813E1,1.016148438E3
1.651043812E1,1.016138672E3
1.659043813E1,1.016139160E3
1.667045844E1,1.016141113E3
1.675043813E1,1.016149414E3
1.683043812E1,1.016145508E3
1.691043969E1,1.016163086E3
1.699043969E1,1.016166992E3
1.707045844E1,1.016161621E3
1.715043812E1,1.016155273E3
1.723043813E1,1.016145996E3
1.731043812E1,1.016150391E3
1.739043813E1,1.016153320E3
1.747045844E1,1.016151855E3
1.755043812E1,1.016141113E3
1.763043812E1,1.016140625E3
1.771043812E1,1.016137207E3
1.779043812E1,1.016137695E3
1.787045844E1,1.016143555E3
1.795043969E1,1.016160645E3
1.803043812E1,1.016165039E3
1.811043812E1,1.016161621E3
1.819043969E1,1.016151367E3
1.827047250E1,1.016145508E3
1.835043812E1,1.016132324E3
1.843043813E1,1.016142090E3
1.851043812E1,1.016154297E3
1.859043969E1,1.016151367E3
1.867045844E1,1.016159180E3
1.875043813E1,1.016144043E3
1.883043969E1,1.016155762E3
1.891043969E1,1.016149902E3
1.899043969E1,1.016151367E3
1.907045844E1,1.016153809E3
1.915043812E1,1.016159180E3
1.923043969E1,1.016151855E3
1.931043812E1,1.016150391E3
1.939043969E1,1.016155273E3
1.947045844E1,1.016142090E3
1.955043969E1,1.016149414E3
1.963043969E1,1.016148926E3
1.971043969E1,1.016154785E3
1.979043812E1,1.016155762E3
1.987045688E1,1.016157227E3
1.995043969E1,1.016161621E3
2.003043969E1,1.016157227E3
2.011043812E1,1.016164551E3
2.019043969E1,1.016179688E3
2.027047250E1,1.016174316E3
2.035043969E1,1.016168945E3
2.043043813E1,1.016158691E3
2.051043812E1,1.016152344E3
2.059043969E1,1.016155273E3
2.067045688E1,1.016161621E3
2.075043813E1,1.016166504E3
2.083043812E1,1.016163086E3
2.091043969E1,1.016158203E3
2.099043812E1,1.016162109E3
2.107045844E1,1.016167480E3
2.115043812E1,1.016169434E3
2.123043813E1,1.016172852E3
2.131043812E1,1.016174316E3
2.139043813E1,1.016175293E3
2.147045688E1,1.016154297E3
2.155043813E1,1.016149414E3
2.163043812E1,1.016154297E3
2.171043812E1,1.016162109E3
2.179043812E1,1.016153809E3
2.187045688E1,1.016146484E3
2.195043812E1,1.016152344E3
2.203043812E1,1.016147949E3
2.211043812E1,1.016141602E3
2.219043812E1,1.016152344E3
2.227047250E1,1.016155273E3
2.235043812E1,1.016167969E3
2.243043813E1,1.016166504E3
2.251043812E1,1.016155273E3
2.259043969E1,1.016157715E3
2.267045844E1,1.016167480E3
2.275043813E1,1.016162109E3
2.283043812E1,1.016178711E3
2.291043813E1,1.016164551E3
2.299043812E1,1.016164551E3
2.307045688E1,1.016155762E3
2.315043812E1,1.016141113E3
2.323043813E1,1.016155762E3
2.331043969E1,1.016155273E3
2.339043813E1,1.016163086E3
2.347045688E1,1.016160156E3
2.355043969E1,1.016142578E3
2.363043969E1,1.016133301E3
2.371043969E1,1.016128418E3
2.379043812E1,1.016153320E3
2.387045844E1,1.016146973E3
2.395043812E1,1.016151367E3
2.403043812E1,1.016160645E3
2.411043812E1,1.016153320E3
2.419043969E1,1.016141602E3
2.427047250E1,1.016131836E3
2.435043812E1,1.016147949E3
2.443043813E1,1.016164062E3
2.451043812E1,1.016178711E3
2.459043813E1,1.016178711E3
2.467045688E1,1.016178223E3
2.475043813E1,1.016161133E3
2.483043812E1,1.016153320E3
2.491043813E1,1.016162598E3
2.499043812E1,1.016166504E3
2.507045688E1,1.016163086E3
2.515043812E1,1.016174316E3
2.523043813E1,1.016173828E3
2.531043812E1,1.016169922E3
2.539043969E1,1.016156738E3
2.547045844E1,1.016155273E3
2.555043969E1,1.016148926E3
2.563043969E1,1.016146973E3
2.571043813E1,1.016132324E3
2.579043812E1,1.016135254E3
2.587045844E1,1.016119629E3
2.595043969E1,1.016128418E3
2.603043812E1,1.016137207E3
2.611043812E1,1.016150879E3
2.619043969E1,1.016154297E3
2.627047250E1,1.016152832E3
2.635043812E1,1.016148926E3
2.643043813E1,1.016138184E3
2.651043812E1,1.016143066E3
2.659043813E1,1.016142578E3
2.667045688E1,1.016154297E3
2.675043813E1,1.016152344E3
2.683043812E1,1.016160156E3
2.691043969E1,1.016163086E3
2.699043812E1,1.016157715E3
2.707045688E1,1.016158691E3
2.715043812E1,1.016170410E3
2.723043813E1,1.016170410E3
2.731043969E1,1.016173340E3
2.739043813E1,1.016177246E3
2.747045688E1,1.016168457E3
2.755043813E1,1.016172363E3
2.763043812E1,1.016163086E3
2.771043969E1,1.016162598E3
2.779043812E1,1.016152832E3
2.787045688E1,1.016158203E3
2.795043812E1,1.016158691E3
2.803043813E1,1.016147949E3
2.811043812E1,1.016159668E3
2.819043812E1,1.016175293E3
2.827047250E1,1.016182617E3
2.835043969E1,1.016181641E3
2.843043969E1,1.016169434E3
2.851043812E1,1.016176270E3
2.859043969E1,1.016175781E3
2.867045688E1,1.016169922E3
2.875043813E1,1.016143555E3
2.883043812E1,1.016163086E3
2.891043813E1,1.016180176E3
2.899043812E1,1.016180664E3
2.907045688E1,1.016171387E3
2.915043812E1,1.016166504E3
2.923043813E1,1.016155762E3
2.931043812E1,1.016153320E3
2.939043813E1,1.016157227E3
2.947045688E1,1.016166992E3
2.955043813E1,1.016175781E3
2.963043812E1,1.016161133E3
2.971043813E1,1.016151367E3
2.979043812E1,1.016158203E3
2.987045688E1,1.016171387E3
2.995043812E1,1.016171387E3
3.003043813E1,1.016175781E3
3.011043812E1,1.016177246E3
3.019043813E1,1.016187500E3
3.027047250E1,1.016172363E3
3.035043812E1,1.016179688E3
3.043043813E1,1.016182617E3
3.051043812E1,1.016184082E3
3.059043813E1,1.016181152E3
3.067045688E1,1.016170898E3
3.075043813E1,1.016168945E3
3.083043812E1,1.016164551E3
3.091043813E1,1.016172852E3
3.099043812E1,1.016172852E3
3.107045844E1,1.016178711E3
3.115043969E1,1.016187012E3
3.123043813E1,1.016182129E3
3.131043812E1,1.016187012E3
3.139043969E1,1.016183594E3
3.147045688E1,1.016180664E3
3.155043813E1,1.016176270E3
3.163043812E1,1.016188477E3
3.171043813E1,1.016192871E3
3.179043812E1,1.016187012E3
3.187045688E1,1.016192871E3
3.195043812E1,1.016178711E3
3.203043969E1,1.016180664E3
3.211043812E1,1.016188965E3
3.219043969E1,1.016192383E3
