"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211495686E1,1.189529314E2,2.299497554E1,1.230373621E0,2.869591980E2,4.699999809E0,4.699999809E0
4.693484380E-1,3.211495686E1,1.189529314E2,2.299497554E1,1.230373621E0,2.869591980E2,4.699999809E0,4.699999809E0
8.629651050E-1,3.211504644E1,1.189527199E2,2.175278757E1,1.438750267E0,2.934887390E2,1.483376503E1,1.483376503E1
1.864261459E0,3.211502702E1,1.189527595E2,1.000605693E1,7.660408020E-1,2.984957886E2,7.050418854E0,7.050418854E0
2.873242188E0,3.211504575E1,1.189528210E2,1.721929989E1,1.143108845E0,2.808778381E2,8.238964081E0,8.238964081E0
3.927735937E0,3.211502160E1,1.189527970E2,1.861977877E1,1.277120233E0,2.809689636E2,6.516095161E0,6.516095161E0
4.929868750E0,3.211500828E1,1.189527754E2,2.267991517E1,1.130725980E0,2.801817627E2,7.437133789E0,7.437133789E0
5.934536458E0,3.211498560E1,1.189527271E2,2.080185049E1,1.032055616E0,2.899339600E2,5.911636353E0,5.911636353E0
6.937318749E0,3.211498687E1,1.189527125E2,2.351975045E1,1.021721721E0,2.899339600E2,4.699999809E0,4.699999809E0
7.945833333E0,3.211499587E1,1.189527021E2,2.363371555E1,1.104491591E0,2.834075012E2,4.699999809E0,4.699999809E0
8.949679166E0,3.211500020E1,1.189526899E2,2.394347827E1,1.018517375E0,2.854732056E2,4.699999809E0,4.699999809E0
9.939524999E0,3.211500330E1,1.189526737E2,2.392235543E1,1.197304130E0,2.848771973E2,4.699999809E0,4.699999809E0
1.094939583E1,3.211500622E1,1.189526565E2,2.400453516E1,1.283795238E0,2.878886108E2,4.699999809E0,4.699999809E0
1.194055521E1,3.211500924E1,1.189526385E2,2.416115389E1,1.336185336E0,2.893363342E2,4.699999809E0,4.699999809E0
1.294637760E1,3.211501029E1,1.189526254E2,2.428762305E1,1.367027164E0,2.861206360E2,4.699999809E0,4.699999809E0
1.394450312E1,3.211501202E1,1.189526124E2,2.434268911E1,1.389204025E0,2.807824097E2,4.699999809E0,4.699999809E0
1.494397239E1,3.211501210E1,1.189525982E2,2.438978774E1,1.400925756E0,2.832543335E2,4.699999809E0,4.699999809E0
1.595232500E1,3.211501221E1,1.189525840E2,2.448050140E1,1.411336899E0,2.857406006E2,4.699999809E0,4.699999809E0
1.694102083E1,3.211501804E1,1.189525678E2,2.435681128E1,1.431521773E0,2.855260315E2,4.699999809E0,4.699999809E0
1.794635729E1,3.211502322E1,1.189525521E2,2.417644728E1,1.440446377E0,2.877897949E2,4.699999809E0,4.699999809E0
1.894913281E1,3.211502879E1,1.189525495E2,2.411344805E1,1.110439062E0,2.850276184E2,4.699999809E0,4.699999809E0
1.995007552E1,3.211503027E1,1.189525390E2,2.389142174E1,1.087820649E0,2.785971069E2,4.838563919E0,4.838563919E0
2.095352344E1,3.211503337E1,1.189525287E2,2.378834996E1,8.806007504E-1,2.837104492E2,4.785998821E0,4.785998821E0
