"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.600000000E-2,9.871999621E-1,-3.716999888E-1,-2.964999974E-1
3.600468800E-2,1.575399995E0,-3.652999997E-1,-1.521999985E-1
6.600000000E-2,2.013000011E0,6.899999827E-2,-7.674999833E-1
8.600156300E-2,2.956300020E0,-9.946999550E-1,-6.169999838E-1
1.160000000E-1,3.836299896E0,-1.453599930E0,5.694000125E-1
1.360031250E-1,3.842199802E0,-1.860299945E0,4.983999729E-1
1.660000000E-1,2.381899834E0,-1.309899926E0,1.266199946E0
1.860000000E-1,1.211899996E0,-7.428999543E-1,2.574100018E0
2.060000000E-1,-2.752999961E-1,2.437999994E-1,4.040299892E0
2.260046880E-1,-1.694999933E0,1.991999984E0,3.511299849E0
2.560000000E-1,-4.930000007E-2,-1.148899913E0,1.164399981E0
2.760093750E-1,-1.865999997E-1,-2.207099915E0,-6.139999628E-1
3.060000000E-1,1.878099918E0,-1.580699921E0,-4.903999865E-1
3.260093750E-1,1.516799927E0,-6.983000040E-1,-5.558999777E-1
3.560015630E-1,7.749999762E-1,-1.133399963E0,4.217999876E-1
3.860000000E-1,-2.897000015E-1,-1.511799932E0,2.360499859E0
4.060015630E-1,-2.175699949E0,4.773999751E-1,-5.087500095E0
4.260031250E-1,-2.376699924E0,1.000399947E0,-3.001699924E0
4.560000000E-1,-1.067899942E0,-6.757999659E-1,-7.501999736E-1
4.760062500E-1,-1.093199968E0,-2.358999997E-1,8.399999887E-2
5.060015630E-1,-3.556999862E-1,6.119999662E-2,1.035899997E0
5.260031250E-1,2.075999975E-1,4.526999891E-1,9.534999728E-1
5.560000000E-1,1.209999919E0,5.167999864E-1,3.771999776E-1
5.760000000E-1,1.615999937E0,1.928000003E-1,5.755999684E-1
5.960000000E-1,1.598599911E0,-1.454000026E-1,1.305099964E0
6.160000000E-1,1.421599984E0,-7.063999772E-1,1.624300003E0
6.360000000E-1,1.127900004E0,-9.620999694E-1,1.520299911E0
6.560000000E-1,9.072999954E-1,-9.964999557E-1,7.979999781E-1
6.760000000E-1,8.829999566E-1,-1.037999988E0,1.442999989E-1
6.960000000E-1,1.288599968E0,-1.140399933E0,-9.969999641E-2
7.160000000E-1,1.661799908E0,-1.416199923E0,-2.018999904E-1
7.360000000E-1,1.760399938E0,-1.435799956E0,-2.707999945E-1
7.560000000E-1,1.053599954E0,-1.704100013E0,-4.147999883E-1
7.760000000E-1,4.571999907E-1,-1.411999941E0,-3.990999758E-1
7.960000000E-1,-4.336999953E-1,-1.069899917E0,-3.237999976E-1
8.160000000E-1,-7.299000025E-1,-6.638999581E-1,-2.304999977E-1
8.360000000E-1,-6.654999852E-1,-6.182999611E-1,-6.609999537E-1
8.560015630E-1,-9.603999853E-1,-1.506000012E-1,-1.782299995E0
8.760015630E-1,-2.419999987E-1,-1.237999946E-1,-1.524599910E0
9.060000000E-1,-8.419999480E-2,3.722999990E-1,-2.184000015E0
9.260015630E-1,-1.305000037E-1,5.442999601E-1,-1.700399995E0
9.460015630E-1,-4.095000029E-1,5.372999907E-1,-1.269099951E0
9.760015630E-1,-7.688999772E-1,5.038999915E-1,-3.100000024E-1
