"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.046000000E-2,4.206250000E1,-2.025000000E1,-8.250000000E0
4.046468800E-2,4.225000000E1,-1.806250000E1,-9.375000000E0
7.046000000E-2,4.256250000E1,-1.531250000E1,-1.131250000E1
9.046156300E-2,4.187500000E1,-1.468750000E1,-1.312500000E1
1.204600000E-1,4.075000000E1,-1.412500000E1,-1.625000000E1
1.404631250E-1,3.956250000E1,-1.406250000E1,-1.912500000E1
1.704600000E-1,3.718750000E1,-1.243750000E1,-2.418750000E1
1.904600000E-1,3.568750000E1,-1.075000000E1,-2.693750000E1
2.104600000E-1,3.462500000E1,-8.937500000E0,-2.925000000E1
2.304646880E-1,3.337500000E1,-7.750000000E0,-3.075000000E1
2.604600000E-1,3.156250000E1,-9.312500000E0,-3.193750000E1
2.804693750E-1,3.025000000E1,-1.100000000E1,-3.243750000E1
3.104600000E-1,2.868750000E1,-1.331250000E1,-3.181250000E1
3.304693750E-1,2.900000000E1,-1.487500000E1,-3.087500000E1
3.604615630E-1,3.093750000E1,-1.637500000E1,-2.781250000E1
3.904600000E-1,3.325000000E1,-1.806250000E1,-2.431250000E1
4.104615630E-1,3.343750000E1,-1.856250000E1,-2.387500000E1
4.304631250E-1,3.387500000E1,-1.837500000E1,-2.306250000E1
4.604600000E-1,3.493750000E1,-1.806250000E1,-2.243750000E1
4.804662500E-1,3.550000000E1,-1.781250000E1,-2.175000000E1
5.104615630E-1,3.631250000E1,-1.743750000E1,-2.131250000E1
5.304631250E-1,3.668750000E1,-1.731250000E1,-2.162500000E1
5.604600000E-1,3.606250000E1,-1.743750000E1,-2.200000000E1
5.804600000E-1,3.543750000E1,-1.718750000E1,-2.275000000E1
6.004600000E-1,3.487500000E1,-1.700000000E1,-2.325000000E1
6.204600000E-1,3.475000000E1,-1.681250000E1,-2.293750000E1
6.404600000E-1,3.512500000E1,-1.718750000E1,-2.275000000E1
6.604600000E-1,3.543750000E1,-1.718750000E1,-2.250000000E1
6.804600000E-1,3.600000000E1,-1.731250000E1,-2.175000000E1
7.004600000E-1,3.575000000E1,-1.768750000E1,-2.193750000E1
7.204600000E-1,3.581250000E1,-1.768750000E1,-2.181250000E1
7.404600000E-1,3.587500000E1,-1.781250000E1,-2.181250000E1
7.604600000E-1,3.581250000E1,-1.756250000E1,-2.225000000E1
7.804600000E-1,3.606250000E1,-1.675000000E1,-2.218750000E1
8.004600000E-1,3.637500000E1,-1.606250000E1,-2.250000000E1
8.204600000E-1,3.643750000E1,-1.531250000E1,-2.300000000E1
8.404600000E-1,3.637500000E1,-1.481250000E1,-2.368750000E1
8.604615630E-1,3.637500000E1,-1.468750000E1,-2.431250000E1
8.804615630E-1,3.650000000E1,-1.487500000E1,-2.431250000E1
9.104600000E-1,3.618750000E1,-1.506250000E1,-2.412500000E1
9.304615630E-1,3.643750000E1,-1.475000000E1,-2.368750000E1
9.504615630E-1,3.656250000E1,-1.443750000E1,-2.337500000E1
9.804615630E-1,3.618750000E1,-1.375000000E1,-2.393750000E1
1.010461563E0,3.581250000E1,-1.368750000E1,-2.406250000E1
1.040460000E0,3.575000000E1,-1.362500000E1,-2.393750000E1
1.060460000E0,3.575000000E1,-1.356250000E1,-2.356250000E1
1.080461563E0,3.575000000E1,-1.343750000E1,-2.368750000E1
1.110460000E0,3.593750000E1,-1.300000000E1,-2.406250000E1
1.130460000E0,3.600000000E1,-1.287500000E1,-2.381250000E1
1.150460000E0,3.637500000E1,-1.262500000E1,-2.418750000E1
1.170460000E0,3.606250000E1,-1.200000000E1,-2.481250000E1
1.190460000E0,3.587500000E1,-1.187500000E1,-2.550000000E1
1.210460000E0,3.568750000E1,-1.143750000E1,-2.643750000E1
1.230460000E0,3.518750000E1,-1.118750000E1,-2.712500000E1
1.250460000E0,3.468750000E1,-1.093750000E1,-2.768750000E1
1.270460000E0,3.450000000E1,-1.131250000E1,-2.793750000E1
1.290461563E0,3.412500000E1,-1.193750000E1,-2.768750000E1
1.320460000E0,3.400000000E1,-1.343750000E1,-2.681250000E1
1.340460000E0,3.425000000E1,-1.456250000E1,-2.606250000E1
1.360460000E0,3.443750000E1,-1.562500000E1,-2.487500000E1
1.380460000E0,3.443750000E1,-1.631250000E1,-2.400000000E1
1.400460000E0,3.456250000E1,-1.681250000E1,-2.343750000E1
1.420460000E0,3.475000000E1,-1.693750000E1,-2.331250000E1
1.440460000E0,3.487500000E1,-1.725000000E1,-2.350000000E1
1.460460000E0,3.500000000E1,-1.675000000E1,-2.331250000E1
1.480460000E0,3.493750000E1,-1.712500000E1,-2.350000000E1
1.500460000E0,3.462500000E1,-1.750000000E1,-2.387500000E1
1.520460000E0,3.443750000E1,-1.756250000E1,-2.406250000E1
1.540460000E0,3.431250000E1,-1.825000000E1,-2.418750000E1
1.560460000E0,3.456250000E1,-1.850000000E1,-2.412500000E1
1.580461563E0,3.437500000E1,-1.856250000E1,-2.375000000E1
1.610460000E0,3.437500000E1,-1.937500000E1,-2.356250000E1
1.630460000E0,3.412500000E1,-1.931250000E1,-2.337500000E1
1.650460000E0,3.368750000E1,-1.993750000E1,-2.375000000E1
1.670460000E0,3.356250000E1,-2.031250000E1,-2.406250000E1
1.690460000E0,3.318750000E1,-2.031250000E1,-2.400000000E1
1.710460000E0,3.275000000E1,-2.037500000E1,-2.387500000E1
1.730460000E0,3.281250000E1,-2.081250000E1,-2.362500000E1
1.750460000E0,3.293750000E1,-2.062500000E1,-2.356250000E1
1.770460000E0,3.275000000E1,-2.018750000E1,-2.418750000E1
1.790460000E0,3.300000000E1,-2.012500000E1,-2.468750000E1
1.810460000E0,3.293750000E1,-1.975000000E1,-2.556250000E1
1.830460000E0,3.306250000E1,-1.918750000E1,-2.631250000E1
1.850469375E0,3.312500000E1,-1.893750000E1,-2.637500000E1
1.880460000E0,3.268750000E1,-1.900000000E1,-2.612500000E1
1.900460000E0,3.268750000E1,-1.950000000E1,-2.562500000E1
1.920460000E0,3.218750000E1,-2.018750000E1,-2.543750000E1
1.940460000E0,3.168750000E1,-2.075000000E1,-2.550000000E1
1.970460000E0,3.162500000E1,-2.050000000E1,-2.593750000E1
1.990460000E0,3.143750000E1,-2.006250000E1,-2.562500000E1
2.010460000E0,3.225000000E1,-2.012500000E1,-2.468750000E1
2.030460000E0,3.287500000E1,-2.012500000E1,-2.337500000E1
2.050460000E0,3.331250000E1,-2.018750000E1,-2.331250000E1
2.070460000E0,3.356250000E1,-2.025000000E1,-2.293750000E1
2.090467813E0,3.412500000E1,-2.000000000E1,-2.256250000E1
2.120460000E0,3.525000000E1,-1.962500000E1,-2.162500000E1
2.140464688E0,3.537500000E1,-1.912500000E1,-2.137500000E1
2.170460000E0,3.512500000E1,-1.856250000E1,-2.125000000E1
2.190460000E0,3.512500000E1,-1.887500000E1,-2.168750000E1
2.210460000E0,3.456250000E1,-1.906250000E1,-2.256250000E1
2.230464688E0,3.406250000E1,-1.931250000E1,-2.331250000E1
2.260500625E0,3.350000000E1,-1.943750000E1,-2.462500000E1
2.290460000E0,3.312500000E1,-1.943750000E1,-2.506250000E1
2.310460000E0,3.318750000E1,-1.893750000E1,-2.493750000E1
2.330464688E0,3.350000000E1,-1.875000000E1,-2.487500000E1
2.360460000E0,3.431250000E1,-1.862500000E1,-2.406250000E1
2.380460000E0,3.500000000E1,-1.850000000E1,-2.262500000E1
2.400460000E0,3.556250000E1,-1.868750000E1,-2.162500000E1
2.420460000E0,3.600000000E1,-1.862500000E1,-2.087500000E1
2.440460000E0,3.693750000E1,-1.875000000E1,-1.981250000E1
2.460461563E0,3.756250000E1,-1.900000000E1,-1.906250000E1
2.480461563E0,3.768750000E1,-1.956250000E1,-1.900000000E1
2.510461563E0,3.743750000E1,-1.993750000E1,-1.931250000E1
2.530467813E0,3.731250000E1,-2.087500000E1,-1.887500000E1
2.560460000E0,3.650000000E1,-2.200000000E1,-1.881250000E1
2.580461563E0,3.556250000E1,-2.250000000E1,-1.950000000E1
2.610460000E0,3.393750000E1,-2.262500000E1,-2.193750000E1
2.630463125E0,3.268750000E1,-2.231250000E1,-2.350000000E1
2.660461563E0,3.206250000E1,-2.181250000E1,-2.462500000E1
2.680461563E0,3.206250000E1,-2.206250000E1,-2.456250000E1
2.710460000E0,3.262500000E1,-2.218750000E1,-2.381250000E1
2.740458438E0,3.331250000E1,-2.300000000E1,-2.237500000E1
2.760460000E0,3.368750000E1,-2.337500000E1,-2.112500000E1
2.780460000E0,3.450000000E1,-2.343750000E1,-2.025000000E1
2.800460000E0,3.506250000E1,-2.368750000E1,-1.981250000E1
2.820464688E0,3.525000000E1,-2.356250000E1,-1.975000000E1
2.850469375E0,3.537500000E1,-2.331250000E1,-1.987500000E1
2.880460000E0,3.418750000E1,-2.362500000E1,-2.025000000E1
2.900460000E0,3.350000000E1,-2.381250000E1,-2.112500000E1
2.920460000E0,3.287500000E1,-2.387500000E1,-2.206250000E1
2.940460000E0,3.212500000E1,-2.368750000E1,-2.306250000E1
2.960466250E0,3.225000000E1,-2.350000000E1,-2.356250000E1
2.990460000E0,3.225000000E1,-2.293750000E1,-2.375000000E1
3.010467813E0,3.256250000E1,-2.306250000E1,-2.368750000E1
3.040460000E0,3.200000000E1,-2.243750000E1,-2.387500000E1
3.060463125E0,3.143750000E1,-2.218750000E1,-2.487500000E1
3.090460000E0,3.043750000E1,-2.106250000E1,-2.612500000E1
3.110460000E0,3.025000000E1,-2.075000000E1,-2.625000000E1
3.130460000E0,3.006250000E1,-2.125000000E1,-2.656250000E1
3.150460000E0,2.962500000E1,-2.168750000E1,-2.650000000E1
3.170460000E0,2.900000000E1,-2.206250000E1,-2.656250000E1
3.190460000E0,2.893750000E1,-2.200000000E1,-2.687500000E1
3.210467813E0,2.912500000E1,-2.206250000E1,-2.656250000E1
3.240460000E0,2.987500000E1,-2.118750000E1,-2.712500000E1
3.260466250E0,3.025000000E1,-2.056250000E1,-2.743750000E1
3.290461563E0,3.087500000E1,-1.981250000E1,-2.737500000E1
3.320460000E0,3.100000000E1,-1.956250000E1,-2.725000000E1
3.340460000E0,3.125000000E1,-1.925000000E1,-2.662500000E1
3.360466250E0,3.150000000E1,-1.912500000E1,-2.625000000E1
3.390460000E0,3.175000000E1,-1.881250000E1,-2.593750000E1
3.410460000E0,3.206250000E1,-1.868750000E1,-2.568750000E1
3.430460000E0,3.212500000E1,-1.837500000E1,-2.581250000E1
3.450460000E0,3.250000000E1,-1.843750000E1,-2.568750000E1
3.470460000E0,3.287500000E1,-1.850000000E1,-2.518750000E1
3.490460000E0,3.318750000E1,-1.868750000E1,-2.493750000E1
3.510460000E0,3.337500000E1,-1.875000000E1,-2.443750000E1
3.530460000E0,3.393750000E1,-1.900000000E1,-2.368750000E1
3.550460000E0,3.456250000E1,-1.900000000E1,-2.262500000E1
3.570460000E0,3.525000000E1,-1.900000000E1,-2.156250000E1
3.590460000E0,3.568750000E1,-1.900000000E1,-2.100000000E1
3.610460000E0,3.587500000E1,-1.868750000E1,-2.081250000E1
3.630460000E0,3.593750000E1,-1.837500000E1,-2.150000000E1
3.650460000E0,3.581250000E1,-1.831250000E1,-2.168750000E1
3.670460000E0,3.562500000E1,-1.868750000E1,-2.156250000E1
3.690460000E0,3.587500000E1,-1.893750000E1,-2.125000000E1
3.710460000E0,3.562500000E1,-1.943750000E1,-2.137500000E1
3.730460000E0,3.493750000E1,-1.950000000E1,-2.200000000E1
3.750460000E0,3.487500000E1,-1.931250000E1,-2.256250000E1
3.780460000E0,3.450000000E1,-1.937500000E1,-2.281250000E1
3.800460000E0,3.418750000E1,-1.950000000E1,-2.293750000E1
3.820460000E0,3.418750000E1,-1.981250000E1,-2.312500000E1
3.840460000E0,3.368750000E1,-2.000000000E1,-2.356250000E1
3.860460000E0,3.337500000E1,-2.025000000E1,-2.337500000E1
3.880460000E0,3.337500000E1,-2.050000000E1,-2.331250000E1
3.900460000E0,3.337500000E1,-2.075000000E1,-2.350000000E1
3.920460000E0,3.306250000E1,-2.093750000E1,-2.387500000E1
3.940460000E0,3.250000000E1,-2.125000000E1,-2.431250000E1
3.960460000E0,3.175000000E1,-2.156250000E1,-2.512500000E1
3.980460000E0,3.112500000E1,-2.181250000E1,-2.562500000E1
4.000460000E0,3.062500000E1,-2.218750000E1,-2.593750000E1
