"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.152043819E0,4.398502827E0,6.777592182E0
2.000000000E-2,-3.447238445E0,4.319800854E0,7.032690048E0
4.000000000E-2,-2.844369173E0,4.452898979E0,7.190247536E0
6.000781300E-2,-2.679101944E0,4.827476501E0,7.077183723E0
8.200156300E-2,-1.607696891E0,3.969480991E0,6.515092373E0
1.020093750E-1,-5.759299994E-1,3.528066874E0,7.869233608E0
1.240000000E-1,5.721184611E-2,3.044888258E0,8.338698387E0
1.440000000E-1,6.197151542E-2,2.511440992E0,8.285785675E0
1.640000000E-1,-4.699051678E-1,2.253920555E0,9.840168953E0
1.840281250E-1,-9.561101198E-1,2.171263218E0,1.130105400E1
2.060000000E-1,-1.098306537E0,2.274443865E0,1.361804676E1
2.260046880E-1,-2.058486700E0,3.822189808E0,1.315728664E1
2.480015630E-1,-2.245186567E-1,1.449851871E0,1.167150402E1
2.680015630E-1,6.521518230E-1,5.073887706E-1,9.592800140E0
2.880078130E-1,2.316064358E0,2.190981954E-1,8.937947273E0
3.100078130E-1,2.804223061E0,1.045279741E0,8.803402901E0
3.320015630E-1,2.610570669E0,2.110574961E0,9.042008400E0
3.520156250E-1,1.338052273E0,1.887320399E0,9.810471535E0
3.740000000E-1,5.407831669E-1,1.812602162E0,1.077974892E1
3.940078130E-1,-3.564583063E-1,3.008094311E0,8.274083138E0
4.160000000E-1,-3.008046389E0,5.079959393E0,3.970783472E0
4.360015630E-1,-2.158506870E0,4.387077808E0,7.503648281E0
4.580062500E-1,-1.791935444E0,3.298836470E0,8.236207008E0
4.800000000E-1,-1.975168586E0,3.648370743E0,9.336046219E0
5.000046880E-1,-1.603866100E0,3.622072697E0,9.910913467E0
5.220015630E-1,-1.123100877E0,4.031509876E0,1.012674522E1
5.440000000E-1,-3.134105802E-1,4.054618835E0,9.516674042E0
5.640000000E-1,4.134786427E-1,3.961848497E0,9.413637161E0
5.840187500E-1,6.799341440E-1,3.556404829E0,1.024244213E1
6.060000000E-1,6.499108076E-1,3.045912981E0,1.063558006E1
6.260000000E-1,4.697998464E-1,2.519188643E0,1.085898781E1
6.460000000E-1,1.991209686E-1,2.437632561E0,1.029729843E1
6.680000000E-1,-8.149862289E-3,2.465348005E0,9.505095482E0
6.880000000E-1,3.077698350E-1,2.487268925E0,9.155292511E0
7.080000000E-1,6.870592833E-1,2.340274572E0,8.871187210E0
7.280000000E-1,9.118460417E-1,2.220708370E0,8.787246704E0
7.480031250E-1,5.478508472E-1,2.281358242E0,8.714176178E0
7.700000000E-1,-1.684368700E-1,2.107328415E0,8.776320457E0
7.900000000E-1,-1.147646189E0,2.407063246E0,8.605200768E0
8.100000000E-1,-1.675280452E0,2.752805233E0,8.826081276E0
8.300000000E-1,-1.752191782E0,3.062959671E0,8.700787544E0
8.500015630E-1,-2.182056427E0,3.328016996E0,7.911237240E0
8.700015630E-1,-1.193423390E0,3.258738279E0,7.590471745E0
8.900015630E-1,-1.105565667E0,3.964577675E0,7.039680481E0
9.120000000E-1,-9.240661263E-1,4.030111790E0,7.000588417E0
9.320000000E-1,-1.042914271E0,4.048738956E0,7.596141338E0
